game_pk,faced_pitcher,pitcher_side,batting_side,player_id,batting_order,PA,xwoba_raw,xwoba_shrunk,slot_weight,savant_backfill,model_tag,model_metric,snapshot_utc
824792,Tanner Bibee,away,home,702616,1.0,328.0,0.301,0.30416391746586885,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Tanner Bibee,away,home,624413,2.0,628.0,0.392,0.3813601053233405,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Tanner Bibee,away,home,683002,3.0,643.0,0.315,0.31493829969770104,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Tanner Bibee,away,home,691723,4.0,385.0,0.322,0.3204621787121482,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Tanner Bibee,away,home,694212,5.0,367.0,0.323,0.32118877232417964,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Tanner Bibee,away,home,687637,6.0,295.0,0.301,0.30442824474782754,4.08,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Tanner Bibee,away,home,677942,7.0,286.0,0.351,0.34155481003987537,3.97,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Tanner Bibee,away,home,681297,8.0,347.0,0.319,0.3180025876406977,3.87,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Tanner Bibee,away,home,665750,9.0,444.0,0.272,0.27982014094741153,3.76,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Brandon Young,home,away,680757,1.0,563.0,0.322,0.320875047775855,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Brandon Young,home,away,683953,2.0,449.0,0.299,0.30183088647612366,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Brandon Young,home,away,608070,3.0,475.0,0.333,0.32978983769633374,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Brandon Young,home,away,666176,4.0,585.0,0.324,0.3226192068253896,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Brandon Young,home,away,663993,5.0,384.0,0.336,0.33156643941196673,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Brandon Young,home,away,682657,6.0,364.0,0.302,0.3047029238693791,4.08,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Brandon Young,home,away,672275,7.0,302.0,0.307,0.308876011630328,3.97,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Brandon Young,home,away,690984,8.0,168.0,0.282,0.2941423756544473,3.87,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824792,Brandon Young,home,away,677587,9.0,533.0,0.291,0.2947190468805559,3.76,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824228,Dean Kremer,away,home,805808,1.0,626.0,0.351,0.3459781772388318,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824228,Dean Kremer,away,home,650402,2.0,373.0,0.325,0.32278891474712873,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824228,Dean Kremer,away,home,690993,3.0,400.0,0.334,0.3301083133507838,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824228,Dean Kremer,away,home,682985,4.0,519.0,0.372,0.3627175390555604,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
824228,Dean Kremer,away,home,680664,5.0,91.0,0.317,0.3157128621748266,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-08T22:55:53.587100+00:00
