game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,opp_xwOBA_neutral,opp_xwOBA_vs_sp,platoon_delta_sp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,starter_xwOBA,mx_xwOBA_sp,edge_xwOBA_sp,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,bullpen_xwOBA,expected_sp_ip,sp_share,bp_share,mx_xwOBA_bp,edge_xwOBA_bp,bullpen_pitchers,bullpen_relief_bf,sp_bf_per_ip,bp_bf_per_ip,opener,opener_reason,opener_confidence,pitching_basis,model_tag,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822702,2026-07-29,2026-07-29T17:05:00Z,Toronto Blue Jays @ Washington Nationals,away,Trey Yesavage,Washington Nationals,9,0.33011349451591415,0.33355838163410806,0.0034448871181939067,0.28769729606265615,0.33355838163410806,0.3164317493169964,0.3018878481431682,-0.0145439011738282,0.2903800771119197,0.30609668211013774,-0.010335067206858672,0.197,0.24432563081009295,0.24406267902972098,0.1972122467103091,-0.04685043231941188,0.326,0.421479150066401,0.39825806772083777,0.3450079585530454,-0.05325010916779238,35.6,40.33657370517928,39.340978109683405,36.50092328413485,-2.840054825548556,88.7,88.26531208499335,88.92354947675189,88.04176260824146,-0.8817868685104315,20.9,13.410172642762285,13.973729136309444,20.336443506452838,6.362714370143394,24.6,23.614980079681278,22.163178243232053,26.211426158500394,4.048247915268341,11.9,8.408100929614873,8.910356817617352,11.229224946927802,2.3188681293104505,0.2843654231368258,5.033854166666666,0.5539592035763501,0.4460407964236499,0.2966606977770545,-0.01977105153994191,8.0,1200.137315270936,4.134545454545455,4.225290001044112,False,,,starter_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T17:05:00Z,posted,posted,9,9,0,0
822702,2026-07-29,2026-07-29T17:05:00Z,Toronto Blue Jays @ Washington Nationals,home,Zack Littell,Toronto Blue Jays,9,0.30077791951196603,0.2996650377058571,-0.0011128818061089119,0.33854179679374724,0.2996650377058571,0.3164317493169964,0.3211373131183689,0.004705563801372492,0.364844896875842,0.3455129266107946,0.029081177293798166,0.288,0.24462045152722445,0.24406267902972098,0.2886581853477952,0.04459550631807421,0.528,0.36554555112881804,0.39825806772083777,0.48463061175525635,0.08637254403441857,44.9,34.26961487383798,39.340978109683405,39.11203487481638,-0.22894323486702461,91.7,87.56972111553785,88.92354947675189,90.34617163878595,1.4226221620340596,19.1,13.15128818061089,13.973729136309444,18.277559044301448,4.303829907992004,15.2,18.35875166002656,22.163178243232053,12.590839732907794,-9.57233851032426,7.1,6.978565737051793,8.910356817617352,5.560699503649834,-3.3496573139675174,0.3109536496045057,4.6314102564102555,0.5119225957109205,0.48807740428907953,0.2955708205468384,-0.020860928770157994,6.0,434.8,4.296529968454258,4.342844103831785,False,,,starter_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T17:05:00Z,posted,posted,9,9,0,0
822947,2026-07-29,2026-07-29T22:40:00Z,Texas Rangers @ Tampa Bay Rays,away,MacKenzie Gore,Tampa Bay Rays,9,0.3191926061786185,0.3224728186620183,0.0032802124833998247,0.3078263137290935,0.3224728186620183,0.3164317493169964,0.312332623320911,-0.004099125996085418,0.3094099915245813,0.31531700692008807,-0.0011147423969083414,0.239,0.2587460823373174,0.24406267902972098,0.253378820245959,0.009316141216238,0.382,0.3962488711819389,0.39825806772083777,0.3800728247835588,-0.018185242937278967,43.5,37.409163346613546,39.340978109683405,41.36395900073326,2.022980891049855,89.6,88.40565737051793,88.92354947675189,89.08210789376604,0.15855841701414874,16.2,10.623665338645418,13.973729136309444,12.849936202335975,-1.1237929339734691,25.5,18.07819389110226,22.163178243232053,20.799992634805474,-1.3631856084265799,8.8,8.414794156706508,8.910356817617352,8.310574996571063,-0.5997818210462889,0.3057474579654122,5.054924242424242,0.5676004683907788,0.4323995316092212,0.3084150947277451,-0.008016654589251326,9.0,1155.6520202020201,4.273972602739726,4.171896325825432,False,,,starter_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T22:40:00Z,posted,posted,9,9,0,0
822947,2026-07-29,2026-07-29T22:40:00Z,Texas Rangers @ Tampa Bay Rays,home,Casey Legumina,Texas Rangers,9,0.31388246452107665,0.3105438191027499,-0.0033386454183267356,0.306923329313113,0.3105438191027499,0.3164317493169964,0.303784760510506,-0.0126469888064904,0.3291339471287707,0.3230096637216328,0.006577914404636398,0.271,0.2522839309428951,0.24406267902972098,0.2801286356329756,0.036065956603254595,0.428,0.38596095617529885,0.39825806772083777,0.41478453955343364,0.016526471832595868,38.9,35.99907038512617,39.340978109683405,35.59555215117343,-3.7454259585099763,87.4,88.17742363877821,88.92354947675189,86.65387416202633,-2.2696753147255606,13.2,12.454581673306775,13.973729136309444,11.680852536997328,-2.292876599312116,16.8,20.715272244355912,22.163178243232053,15.702466942504186,-6.460711300727867,7.0,6.588127490039841,8.910356817617352,5.1756504676779755,-3.7347063499393762,0.30165402595874685,1.6666666666666667,0.19175103602968482,0.8082489639703152,0.2992237956684411,-0.01720795364855532,7.0,923.7777777777778,4.14,3.9660218461598986,True,repeated_short_starts,high,opener_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T22:40:00Z,posted,posted,9,9,0,0
823022,2026-07-29,2026-07-29T23:45:00Z,Chicago Cubs @ St. Louis Cardinals,away,Matthew Boyd,St. Louis Cardinals,9,0.3222739742119695,0.32549044167544894,0.003216467463479422,0.3211385968112357,0.32549044167544894,0.3164317493169964,0.32917253377573047,0.012740784458734056,0.3211016616523111,0.3302940425526936,0.01386229323569721,0.256,0.255051261620186,0.24406267902972098,0.2675260438603006,0.02346336483057962,0.42,0.4038191235059761,0.39825806772083777,0.42586464812407837,0.0276065804032406,41.8,40.80416998671979,39.340978109683405,43.35464920799888,4.013671098315477,89.5,89.03450199203188,88.92354947675189,89.61095251528,0.6874030385281173,13.9,12.30515272244356,13.973729136309444,12.231423586134117,-1.7423055501753275,22.4,18.34289508632138,22.163178243232053,18.53889570459368,-3.624282538638372,6.9,7.592988047808765,8.910356817617352,5.879856284351373,-3.030500533265979,0.32120566589097743,5.803030303030303,0.6448687149845089,0.35513128501549107,0.32713603078554043,0.010704281468544019,8.0,740.1351351351351,4.147540983606557,4.145955434395264,False,,,starter_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T23:45:00Z,posted,posted,9,9,0,0
823022,2026-07-29,2026-07-29T23:45:00Z,Chicago Cubs @ St. Louis Cardinals,home,Dustin May,Chicago Cubs,9,0.32174270668788235,0.32085558849399126,-0.0008871181938910899,0.3183493328669061,0.32085558849399126,0.3164317493169964,0.3232656820248584,0.006833932707861978,0.30955854885711576,0.31388629801301954,-0.0025454513039768756,0.248,0.23466852589641438,0.24406267902972098,0.23845429646875127,-0.00560838256096971,0.372,0.39805922974767594,0.39825806772083777,0.3718142718703992,-0.026443795850438545,46.1,41.19678618857902,39.340978109683405,48.27464731554374,8.933669205860333,90.2,89.1988047808765,88.92354947675189,90.47525530412462,1.5517058273727287,11.8,17.539203187250994,13.973729136309444,15.36547405094155,1.3917449146321061,23.4,23.884807436918994,22.163178243232053,25.217705145451173,3.05452690221912,7.5,11.20956175298805,8.910356817617352,9.435280187790653,0.5249233701733012,0.32685582482759795,4.491666666666667,0.49178217282352343,0.5082178271764766,0.33234173879113676,0.01590998947414035,7.0,1229.9512195121952,4.226415094339623,4.3515177809353665,False,,,starter_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T23:45:00Z,posted,posted,9,9,0,0
823192,2026-07-29,2026-07-29T19:45:00Z,Milwaukee Brewers @ San Francisco Giants,away,Thomas Pannone,San Francisco Giants,9,0.3178383785141308,0.3165608220732278,-0.0012775564409030493,0.3077662542975674,0.3165608220732278,0.3164317493169964,0.30835735638402617,-0.008074392932970242,0.3164317493169964,0.3165608220732278,0.00012907275623136316,,0.25700060331825036,0.24406267902972098,,,,0.4069206636500754,0.39825806772083777,,,,37.102202111613884,39.340978109683405,,,,88.89390648567118,88.92354947675189,,,,13.71656108597285,13.973729136309444,,,,21.21834087481146,22.163178243232053,,,,8.29052790346908,8.910356817617352,,,0.29431475661610074,5.2,0.6081974101714976,0.39180258982850236,0.295623069485139,-0.020808679831857413,7.0,1174.1540616246498,4.666666666666667,4.113857687226927,False,,,starter_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T19:45:00Z,posted,posted,9,9,0,1
823192,2026-07-29,2026-07-29T19:45:00Z,Milwaukee Brewers @ San Francisco Giants,home,Logan Webb,Milwaukee Brewers,9,0.3266410734214228,0.32883496452368044,0.00219389110225765,0.309640658695656,0.32883496452368044,0.3164317493169964,0.32106280411102833,0.004631054794031919,0.3111424066282409,0.323338294802122,0.0069065454851255925,0.258,0.24974714475431606,0.24406267902972098,0.26400907997394774,0.019946400944226755,0.385,0.4128730411686587,0.39825806772083777,0.39912843890297584,0.0008703711821380633,39.9,41.6861620185923,39.340978109683405,42.27850817294328,2.937530063259878,88.4,89.98448871181938,88.92354947675189,89.4609392350675,0.5373897583156122,6.4,8.895590969455512,13.973729136309444,1.3218618331460679,-12.651867303163376,19.2,23.000106241699868,22.163178243232053,19.925032186008295,-2.2381460572237586,6.3,11.915325365205844,8.910356817617352,8.424640150479378,-0.48571666713797335,0.3066757838947057,6.0625,0.6637844693464227,0.33621553065357734,0.31657034245122884,0.00013859313423242314,7.0,879.0,4.084033613445378,4.269272422008723,False,,,starter_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T19:45:00Z,posted,posted,9,9,0,1
823273,2026-07-29,2026-07-29T20:10:00Z,Colorado Rockies @ San Diego Padres,away,Gabriel Hughes,San Diego Padres,9,0.3183803461941032,0.3161306781994153,-0.0022496679946878984,0.29681823093153015,0.3161306781994153,0.3164317493169964,0.2974834074325217,-0.018948341884474695,0.27970155328643864,0.27943542936107757,-0.036996319955918844,0.189,0.24384090305444886,0.24406267902972098,0.18882825862809885,-0.05523442040162213,0.252,0.39078725099601597,0.39825806772083777,0.24727279930465904,-0.15098526841617874,28.8,41.709614873837985,39.340978109683405,30.53398685252467,-8.806991257158735,88.9,89.25444887118194,88.92354947675189,89.23089939443007,0.3073499176781809,18.7,10.151925630810094,13.973729136309444,14.87819649450065,0.904467358191205,24.7,22.418379814077028,22.163178243232053,24.984412223314393,2.82123398008234,7.8,8.662151394422311,8.910356817617352,7.582724492346536,-1.327632325270816,0.32091393306077703,5.444444444444444,0.5846714570035688,0.4153285429964312,0.3228901313693603,0.006458382052363876,7.0,1179.7523939808482,4.068493150684931,4.425471791623878,False,,,starter_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T20:10:00Z,posted,posted,9,9,0,0
823273,2026-07-29,2026-07-29T20:10:00Z,Colorado Rockies @ San Diego Padres,home,Kyle Hart,Colorado Rockies,9,0.31389389527899625,0.3126960201129936,-0.001197875166002671,0.2843273922361107,0.3126960201129936,0.3164317493169964,0.28185403141305393,-0.034577717903942484,0.3039811520769517,0.3003924121046467,-0.016039337212349736,0.221,0.2432209827357238,0.24406267902972098,0.2202378397151384,-0.02382483931458257,0.373,0.3983065073041169,0.39825806772083777,0.3730453674790984,-0.025212700241739383,30.6,37.069216467463484,39.340978109683405,28.832989885047652,-10.507988224635753,87.4,87.72836653386456,88.92354947675189,86.20481705711266,-2.718732419639224,10.2,15.489322709163348,13.973729136309444,11.715593572853905,-2.2581355634555393,21.2,22.326852589641437,22.163178243232053,21.356561306586908,-0.8066169366451454,7.7,7.891420982735725,8.910356817617352,6.819473429719898,-2.0908833878974535,0.2803670768392228,1.5,0.16770995082459797,0.8322900491754021,0.2781184696131321,-0.038313279703864334,6.0,1041.6237911025146,4.106557377049181,4.075902263975356,True,repeated_short_starts,high,opener_bullpen_sequential,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,2026-07-29T20:10:00Z,posted,posted,9,9,0,0
