game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822704,2026-07-25,Arizona Diamondbacks @ Washington Nationals,away,Mitch Bratt,L,Washington Nationals,9,5,2,2,4,1,14,True,False,0.7256403718459495,0.7343519456023645,0.9501912350597609,0.7607883320596025,0.7991890942052002,0.0775683793551114,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
822704,2026-07-25,Arizona Diamondbacks @ Washington Nationals,home,Foster Griffin,L,Arizona Diamondbacks,9,2,3,4,7,1,127,False,True,0.7818201859229748,0.7653548512785111,0.6474058432934928,0.6581044834607477,0.7015202656354036,-0.020100449214685234,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
822869,2026-07-25,Seattle Mariners @ Texas Rangers,away,Bryan Woo,R,Texas Rangers,9,5,4,0,5,0,187,False,True,0.739509694555113,0.7416037021691884,0.6280863213811421,0.6482782147101023,0.6606889703781214,-0.060931744471967475,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
822869,2026-07-25,Seattle Mariners @ Texas Rangers,home,Nathan Eovaldi,R,Seattle Mariners,9,6,2,1,7,0,215,False,True,0.7229373173970783,0.7276198947786822,0.7615593625498008,0.7576834601948744,0.7466050693366133,0.024984354486524474,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
822948,2026-07-25,Cleveland Guardians @ Tampa Bay Rays,away,Tanner Bibee,R,Tampa Bay Rays,9,4,4,1,5,0,212,False,True,0.751670385126162,0.7479572552881889,0.6921660026560426,0.6976058998960163,0.7189958738572325,-0.0026248409928563143,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
822948,2026-07-25,Cleveland Guardians @ Tampa Bay Rays,home,Nick Martinez,R,Cleveland Guardians,9,4,1,4,8,0,192,False,True,0.7192865869853917,0.7231155066583321,0.685203984063745,0.6960567669780349,0.6758719022904048,-0.04574881255968399,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
823027,2026-07-25,Cincinnati Reds @ St. Louis Cardinals,away,Hunter Greene,R,St. Louis Cardinals,9,4,5,0,4,0,26,True,False,0.7275333333333334,0.7270470281138257,0.7174586985391768,0.710193097141603,0.716718722544395,-0.004901992305693881,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
823027,2026-07-25,Cincinnati Reds @ St. Louis Cardinals,home,Andre Pallante,R,Cincinnati Reds,9,3,5,1,4,0,208,False,True,0.7305269588313413,0.73264398115615,0.6762146082337317,0.6864814937032057,0.6986414185597999,-0.022979296290288942,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
823197,2026-07-25,Los Angeles Angels @ San Francisco Giants,away,Ryan Johnson,R,San Francisco Giants,9,5,4,0,5,0,72,False,True,0.7688002656042496,0.7658260980975531,0.8218571049136786,0.7864943126299926,0.8288670394245048,0.10724632457441596,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
823197,2026-07-25,Los Angeles Angels @ San Francisco Giants,home,Robbie Ray,L,Los Angeles Angels,9,2,7,0,7,1,126,False,True,0.7218297476759629,0.7238682395769496,0.6927104913678618,0.6926496032445553,0.6975033906017559,-0.024117324248332905,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,projected,projected,0,0,0,0
