game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822705,2026-07-27,Toronto Blue Jays @ Washington Nationals,away,Max Scherzer,R,Washington Nationals,9,6,2,1,7,1,33,True,False,0.8292207171314742,0.7917621733325605,1.0298741035856573,0.8876786974883932,0.9529101048544026,0.23157298323199282,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
822705,2026-07-27,Toronto Blue Jays @ Washington Nationals,home,Eddy Yean,R,Toronto Blue Jays,9,2,7,0,2,1,4,True,False,0.704922443559097,0.7027000802917778,0.23965152722443558,0.6706033688084603,0.6657949667752733,-0.05554215484713654,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
822868,2026-07-27,Seattle Mariners @ Texas Rangers,away,George Kirby,R,Texas Rangers,9,5,4,0,5,0,236,False,True,0.7298539176626826,0.7377016517155748,0.7606669322709164,0.757234337976186,0.7699545547794056,0.04861743315699574,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
822868,2026-07-27,Seattle Mariners @ Texas Rangers,home,Kumar Rocker,R,Seattle Mariners,9,6,3,0,6,0,193,False,True,0.7152486055776893,0.7249542871295616,0.7236780876494026,0.7225220087463752,0.7146637785730372,-0.006673343049372615,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823025,2026-07-27,Chicago Cubs @ St. Louis Cardinals,away,David Peterson,L,St. Louis Cardinals,9,3,6,0,6,0,126,False,True,0.7297877822045153,0.7269839780740522,0.7784855245683932,0.7659134376962148,0.7828099956158653,0.06147287399345547,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823025,2026-07-27,Chicago Cubs @ St. Louis Cardinals,home,Matthew Liberatore,L,Chicago Cubs,9,2,6,1,7,0,106,False,True,0.7837551128818061,0.7618957242470566,0.8279808764940241,0.8034002555284521,0.855688813720455,0.1343516920980452,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823195,2026-07-27,Milwaukee Brewers @ San Francisco Giants,away,Brandon Sproat,R,San Francisco Giants,9,5,4,0,5,1,176,False,True,0.7284796812749005,0.7663212326326166,0.7843832669322711,0.7760537585143193,0.8185208708411558,0.09718374921874595,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823195,2026-07-27,Milwaukee Brewers @ San Francisco Giants,home,Tyler Mahle,R,Milwaukee Brewers,9,4,5,0,4,0,166,False,True,0.7963450199203187,0.7824679040258952,0.8054953519256308,0.7829030026260747,0.8494921502883317,0.12815502866592188,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823353,2026-07-27,Arizona Diamondbacks @ Pittsburgh Pirates,away,Merrill Kelly,R,Pittsburgh Pirates,9,4,3,2,6,0,191,False,True,0.7822196547144754,0.7792810606852029,0.8625583001328022,0.8408219508663435,0.894723458740474,0.17338633711806417,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823353,2026-07-27,Arizona Diamondbacks @ Pittsburgh Pirates,home,Mitch Keller,R,Arizona Diamondbacks,9,3,3,3,6,1,165,False,True,0.7312900398406375,0.724305461629967,0.7401418326693228,0.7449017706168796,0.7333931223790741,0.012056000756664242,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823597,2026-07-27,Atlanta Braves @ New York Mets,away,Martín Pérez,L,New York Mets,9,2,6,1,7,2,102,False,True,0.6855970783532537,0.7044180905516377,0.6676961487383799,0.677464748129273,0.6662490384413667,-0.05508808318104308,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823597,2026-07-27,Atlanta Braves @ New York Mets,home,Zac Thornton,L,Atlanta Braves,9,4,4,1,5,1,29,True,False,0.6945986719787517,0.721687870079633,0.48282868525896416,0.615893649873326,0.6299924534245687,-0.09134466819784115,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823839,2026-07-27,Philadelphia Phillies @ Miami Marlins,away,Zack Wheeler,R,Miami Marlins,9,5,3,1,6,0,149,False,True,0.77761593625498,0.7688377357117533,0.5538424966799469,0.5977621707800099,0.628318025306071,-0.09301909631633887,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
823839,2026-07-27,Philadelphia Phillies @ Miami Marlins,home,Tyler Phillips,R,Philadelphia Phillies,9,5,4,0,5,1,155,False,True,0.7483611684862791,0.7513241302890783,0.7213667994687915,0.723129649714311,0.7494914824486307,0.028154360826220914,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
824001,2026-07-27,Houston Astros @ Los Angeles Angels,away,Tatsuya Imai,R,Los Angeles Angels,9,2,6,1,3,0,95,False,True,0.6987551128818061,0.7028371508683534,0.6556608233731739,0.7004388173933028,0.6886901726804582,-0.03264694894195164,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
824001,2026-07-27,Houston Astros @ Los Angeles Angels,home,Walbert Ureña,R,Houston Astros,9,4,5,0,4,1,175,False,True,0.749228154050465,0.7726657735872952,0.6111187250996015,0.6313856529060229,0.6777005015379629,-0.04363662008444691,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
824245,2026-07-27,Baltimore Orioles @ Detroit Tigers,away,Kyle Bradish,R,Detroit Tigers,9,5,4,0,5,0,191,False,True,0.7539338645418326,0.7533913510165857,0.695006374501992,0.7044676838902867,0.7328691860007075,0.01153206437829768,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
824245,2026-07-27,Baltimore Orioles @ Detroit Tigers,home,Keider Montero,R,Baltimore Orioles,9,4,4,1,5,0,193,False,True,0.6861041168658699,0.6991800550945284,0.5895583001328022,0.6203368173057493,0.5974854590981513,-0.1238516625242585,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
824490,2026-07-27,Cleveland Guardians @ Cincinnati Reds,away,Slade Cecconi,R,Cincinnati Reds,9,3,5,1,4,0,191,False,True,0.7220478087649402,0.7257539660713368,0.7861508632138114,0.7743391388048655,0.7802438388814692,0.05890671725905938,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,projected,projected,0,0,0,0
824490,2026-07-27,Cleveland Guardians @ Cincinnati Reds,home,Chase Burns,R,Cleveland Guardians,9,4,1,4,8,0,168,False,True,0.7079017264276227,0.7136542233933277,0.6802818061088977,0.6797934866176697,0.6511168268597337,-0.0702202947626761,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,projected,projected,0,0,0,0
824570,2026-07-27,New York Yankees @ Chicago White Sox,away,Max Fried,L,Chicago White Sox,9,2,5,2,7,1,61,False,True,0.7561830013280212,0.7417489181094921,0.5038709163346614,0.5728577856682666,0.5922556445724476,-0.1290814770499622,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
824570,2026-07-27,New York Yankees @ Chicago White Sox,home,Noah Schultz,L,New York Yankees,9,3,5,1,6,2,51,False,True,0.7809830013280212,0.7411863729266409,0.8024422310756972,0.7683689623010852,0.8002274043406943,0.07889028271828447,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
824977,2026-07-27,Boston Red Sox @ Athletics,away,Payton Tolle,L,Athletics,9,3,5,1,6,1,110,False,True,0.6680539176626826,0.6911534655026513,0.6417657370517929,0.6474444154932465,0.6281990994445008,-0.09313802217790901,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
824977,2026-07-27,Boston Red Sox @ Athletics,home,Jack Perkins,R,Boston Red Sox,9,3,6,0,3,0,135,False,True,0.7226764940239044,0.726749687923958,0.7942350597609562,0.766036311051517,0.7819799972166852,0.06064287559427539,xw+plat_consol_v9,2026-07-28T01:00:36.325988+00:00,posted,posted,9,9,0,0
