game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822861,2026-08-20,Washington Nationals @ Texas Rangers,away,Andrew Alvarez,L,Texas Rangers,9,5,4,0,4,0,89,False,True,0.7131729083665339,0.7209061789709157,0.6654443559096945,0.6628346981601295,0.6843251382160598,-0.03487706962558479,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,projected,projected,0,0,0,0
822861,2026-08-20,Washington Nationals @ Texas Rangers,home,Jacob deGrom,R,Washington Nationals,9,4,3,2,6,0,205,False,True,0.676964674634794,0.6922573905145828,0.6717824701195221,0.6810490461139976,0.6456921621514562,-0.07351004569018837,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,projected,projected,0,0,0,0
822934,2026-08-20,Toronto Blue Jays @ Tampa Bay Rays,away,Shane Bieber,R,Tampa Bay Rays,9,4,5,0,4,0,96,False,True,0.7751946879150067,0.764247327043264,0.8386268260292165,0.7956403908695504,0.847413227748714,0.1282110199070694,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,posted,9,9,0,0
822934,2026-08-20,Toronto Blue Jays @ Tampa Bay Rays,home,Ian Seymour,L,Toronto Blue Jays,9,2,7,0,7,2,145,False,True,0.7148347941567065,0.6907022937058567,0.6642714475431607,0.6766138989237995,0.648915041426952,-0.07028716641469257,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,posted,9,9,0,0
823747,2026-08-20,Seattle Mariners @ Milwaukee Brewers,away,George Kirby,R,Milwaukee Brewers,9,5,4,0,5,0,271,False,True,0.7600462151394424,0.7594501993475555,0.7588379814077025,0.7559443202502859,0.7930905336405876,0.073888325798943,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,projected,9,0,0,0
823747,2026-08-20,Seattle Mariners @ Milwaukee Brewers,home,Robert Gasser,L,Seattle Mariners,9,4,4,1,5,2,96,False,True,0.7144661354581674,0.7250536055209547,0.7273001328021248,0.7394355910597811,0.7621899880223763,0.04298778018073168,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,projected,9,0,0,0
824074,2026-08-20,Athletics @ Kansas City Royals,away,Gage Jump,L,Kansas City Royals,9,2,6,1,7,1,89,False,True,0.735289508632138,0.723158540409041,0.7501022576361223,0.7428691300489874,0.7493024504928087,0.030100242651164177,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,posted,9,9,0,0
824074,2026-08-20,Athletics @ Kansas City Royals,home,Randy Dobnak,R,Athletics,9,4,5,0,4,1,68,False,True,0.7001418326693227,0.7061780404639778,0.6593067729083665,0.6680383441086718,0.6571081592052286,-0.06209404863641599,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,posted,9,9,0,0
824153,2026-08-20,Los Angeles Angels @ Houston Astros,away,Grayson Rodriguez,R,Houston Astros,9,2,7,0,2,0,120,False,True,0.7666966799468792,0.7599015587724822,0.8292366533864542,0.8103857960894443,0.8707578140849758,0.1515556062433312,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,projected,projected,0,0,0,0
824153,2026-08-20,Los Angeles Angels @ Houston Astros,home,Peter Lambert,R,Los Angeles Angels,9,4,5,0,4,0,229,False,True,0.6942852589641434,0.699538397804229,0.6395986719787516,0.6408173727061561,0.6248013520287302,-0.09440085581291435,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,projected,projected,0,0,0,0
824395,2026-08-20,San Francisco Giants @ Cleveland Guardians,away,Landen Roupp,R,Cleveland Guardians,9,4,0,5,9,0,321,False,True,0.7217946879150066,0.7183360441770188,0.662,0.6792142517746649,0.6556620927317425,-0.0635401151099021,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,posted,9,9,0,0
824395,2026-08-20,San Francisco Giants @ Cleveland Guardians,home,Gavin Williams,R,San Francisco Giants,9,6,3,0,6,1,232,False,True,0.7611181938911024,0.7483687868853925,0.6553049136786189,0.6637133508897164,0.6801345946882547,-0.03906761315338991,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,posted,9,9,0,0
824474,2026-08-20,St. Louis Cardinals @ Cincinnati Reds,away,Michael McGreevy,R,Cincinnati Reds,9,2,5,2,4,1,196,False,True,0.6198903054448872,0.6840521410880372,0.7120119521912351,0.71652137674859,0.6822181372074739,-0.03698407063417064,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,posted,9,9,0,0
824474,2026-08-20,St. Louis Cardinals @ Cincinnati Reds,home,Brady Singer,R,St. Louis Cardinals,9,5,4,0,5,1,197,False,True,0.6572324037184596,0.7263324829782276,0.7946209827357238,0.7975640259104073,0.8010215512591454,0.08181934341750086,xw+plat_consol_v12,xwOBA,2026-08-20T16:16:51.185798+00:00,posted,posted,9,9,0,0
