game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,starter_rate_basis,starter_rate_bf,opp_xwOBA_neutral,opp_xwOBA_vs_sp,platoon_delta_sp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,starter_xwOBA,mx_xwOBA_sp,edge_xwOBA_sp,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,bullpen_xwOBA,expected_sp_ip,expected_sp_ip_raw,sp_share,bp_share,mx_xwOBA_bp,edge_xwOBA_bp,bullpen_pitchers,bullpen_relief_bf,sp_bf_per_ip,bp_bf_per_ip,opener,opener_reason,opener_confidence,pitching_basis,model_tag,model_metric,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
823913,2026-08-14,2026-08-15T02:10:00Z,Milwaukee Brewers @ Los Angeles Dodgers,away,Robert Gasser,Los Angeles Dodgers,9,measured,286.0,0.33279954954839885,0.33261442338638025,-0.00018512616201860066,0.30457041098927917,0.33261442338638025,0.3154982790112137,0.3211678511676179,0.0056695721564042345,0.3151290878267393,0.33222520315567683,0.01672692414446314,0.25,0.2618005312084994,0.24343892127113034,0.26885648548051894,0.025417564209388593,0.399,0.43658273572377154,0.39633008783228185,0.4395238133611016,0.043193725528819726,33.0,41.946268260292165,39.17678783247826,35.33283173977047,-3.843956092707792,86.8,90.05014608233733,88.89232734153263,87.95781874080471,-0.9345086007279235,20.2,15.290066401062417,14.01658030711011,21.473486093952303,7.456905786842194,21.3,20.985843293492692,22.099220643133144,20.226888059524825,-1.8723325836083191,6.3,9.000770252324036,8.931771708836349,6.348667928171785,-2.5831037806645645,0.2908276014529453,5.008139116027194,4.891025641025641,0.5655131264379658,0.4344868735620342,0.3067759832577133,-0.008722295753500364,7.0,1197.5489907485282,4.273972602739726,4.119710426746299,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-15T02:10:00Z,posted,posted,9,9,0,0
823913,2026-08-14,2026-08-15T02:10:00Z,Milwaukee Brewers @ Los Angeles Dodgers,home,Yoshinobu Yamamoto,Milwaukee Brewers,9,measured,533.0,0.32273441600713737,0.32234849303236973,-0.0003859229747676385,0.2844326730143768,0.32234849303236973,0.3154982790112137,0.2907142536800898,-0.024784025331123893,0.2822398545041412,0.28836794944878774,-0.027130329562425948,0.223,0.24799256308100928,0.24343892127113034,0.22717132198212478,-0.016267599289005563,0.351,0.3999357237715804,0.39633008783228185,0.35419324283860415,-0.0421368449936777,34.9,42.283160690571044,39.17678783247826,37.66726140006717,-1.5095264324110929,87.5,89.96746347941567,88.89232734153263,88.57513613788304,-0.31719120364959963,9.4,8.282018592297476,14.01658030711011,3.6654382851873653,-10.351142021922744,23.8,22.28010624169987,22.099220643133144,23.994806745242652,1.8955861021095082,6.0,10.792775564409032,8.931771708836349,7.250146499197843,-1.681625209638506,0.2895761701168289,6.473154241055298,6.821428571428571,0.7011008487089546,0.2988991512910454,0.2962177684300983,-0.019280510581115406,7.0,960.0735294117646,3.8256880733944953,4.1782167763808715,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-15T02:10:00Z,posted,posted,9,9,0,0
823993,2026-08-14,2026-08-15T01:38:00Z,Kansas City Royals @ Los Angeles Angels,away,Seth Lugo,Los Angeles Angels,9,measured,572.0,0.313683184689662,0.3132930120468997,-0.0003901726427623098,0.33518025067995644,0.3132930120468997,0.3154982790112137,0.33298278064700076,0.017484501635787075,0.34401462485285916,0.3416100345970691,0.026111755585855434,0.277,0.2413901726427623,0.24343892127113034,0.2746688059284247,0.031229884657294343,0.462,0.38410916334661355,0.39633008783228185,0.4477541294851981,0.05142404165291625,42.8,35.84629482071713,39.17678783247826,39.1614908523663,-0.015296980111962455,89.8,87.79317397078354,88.89232734153263,88.7008466292509,-0.1914807122817308,14.4,13.474980079681275,14.01658030711011,13.858399772571167,-0.15818053453894265,18.2,22.159043824701197,22.099220643133144,18.249267886959483,-3.8499527561736606,8.0,8.983107569721117,8.931771708836349,8.045980450515977,-0.8857912583203724,0.3199672867825853,5.739082976439104,5.854166666666666,0.6326256924119453,0.36737430758805467,0.3181264817958147,0.002628202784601019,9.0,1167.732142857143,4.255980861244018,4.349750804145536,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-15T01:38:00Z,posted,posted,9,9,0,0
823993,2026-08-14,2026-08-15T01:38:00Z,Kansas City Royals @ Los Angeles Angels,home,Grayson Rodriguez,Kansas City Royals,9,measured,254.0,0.31108842009299476,0.3129784599336322,0.0018900398406374586,0.33629613965714694,0.3129784599336322,0.3154982790112137,0.33284049780388625,0.01734221879267256,0.3682368019805688,0.36529577129854324,0.04979749228732955,0.298,0.23981779548472776,0.24343892127113034,0.2935672844805859,0.050128363209455545,0.522,0.3883112881806109,0.39633008783228185,0.5114385676316768,0.11510847979939498,49.7,40.02162018592298,39.17678783247826,50.77176137425421,11.59497354177595,91.1,89.27986719787516,88.89232734153263,91.48753985634254,2.5952125148099014,16.2,15.556945551128816,14.01658030711011,17.740365244018705,3.7237849369085954,19.7,20.86276228419655,22.099220643133144,18.597778792094203,-3.5014418510389405,10.2,7.971075697211155,8.931771708836349,9.10289411350689,0.17112240467054107,0.29492150430514336,4.877396245820404,4.71875,0.5643383668054309,0.4356616331945691,0.2907992560633761,-0.0246990229478376,8.0,399.0,4.593220338983051,4.195111060207268,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-15T01:38:00Z,posted,posted,9,9,0,0
824159,2026-08-14,2026-08-15T00:10:00Z,Seattle Mariners @ Houston Astros,away,George Kirby,Houston Astros,9,measured,543.0,0.32343135351219093,0.3211272366463211,-0.002304116865869843,0.30453048581704983,0.3211272366463211,0.3154982790112137,0.31080227444897346,-0.00469600456224023,0.30578822379645626,0.31124393963256014,-0.004254339378653549,0.255,0.2480217795484728,0.24343892127113034,0.25980050131104865,0.016361580039918305,0.4,0.41165524568393097,0.39633008783228185,0.4154670647746879,0.01913697694240607,41.5,37.83861885790172,39.17678783247826,40.08247662665984,0.9056887941815788,89.6,88.19006640106241,88.89232734153263,88.89773905952977,0.005411717997134247,12.2,14.99301460823373,14.01658030711011,13.176434301123622,-0.8401460059864867,20.6,20.749986719787515,22.099220643133144,19.342298686919694,-2.75692195621345,5.2,8.963771580345284,8.931771708836349,5.2186300475729634,-3.7131416612633856,0.3024747981446435,5.660029147941977,5.75,0.6204115886172575,0.37958841138274246,0.3100804025741505,-0.005417876437063207,8.0,1036.0,4.148780487804879,4.301594732933384,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-15T00:10:00Z,posted,posted,9,9,0,0
824159,2026-08-14,2026-08-15T00:10:00Z,Seattle Mariners @ Houston Astros,home,Peter Lambert,Seattle Mariners,9,measured,472.0,0.3239151099430184,0.3235905415499241,-0.0003245683930943044,0.29316037477585455,0.3235905415499241,0.3154982790112137,0.30079561475004524,-0.014702664261168452,0.29280739143552686,0.30031765200556,-0.015180627005653702,0.205,0.2517500664010624,0.24343892127113034,0.21199881819529787,-0.031440103075832476,0.349,0.40090252324037184,0.39633008783228185,0.3530263911482257,-0.04330369668405615,37.2,38.769402390438245,39.17678783247826,36.8131704694961,-2.3636173629821613,88.9,88.76788844621512,88.89232734153263,88.7755611046825,-0.11676623685013965,18.8,13.008260292164676,14.01658030711011,17.791679985054564,3.7750996779444552,23.5,20.457556440903055,22.099220643133144,21.754277407543114,-0.34494323559002993,9.3,8.704860557768924,8.931771708836349,9.063734030188062,0.13196232135171293,0.2937274772952712,5.538286252056398,5.589583333333334,0.6163582598413859,0.3836417401586141,0.3015635089977831,-0.013934770013430575,7.0,1351.5333333333333,4.162921348314606,4.145482476452531,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-15T00:10:00Z,posted,posted,9,9,0,0
824237,2026-08-14,2026-08-14T22:40:00Z,Chicago White Sox @ Detroit Tigers,away,Sean Newcomb,Detroit Tigers,9,measured,263.0,0.32700955314963914,0.3285885704139154,0.0015790172642762834,0.29133106796581243,0.3285885704139154,0.3154982790112137,0.30233049002188594,-0.013167788989327744,0.3093411236945492,0.32217594949674294,0.006677670485529252,0.252,0.2538432934926959,0.24343892127113034,0.26277026543719517,0.01933134416606483,0.358,0.42104701195219124,0.39633008783228185,0.38032648770958843,-0.016003600122693418,35.6,39.10533864541832,39.17678783247826,35.53507402724771,-3.6417138052305518,87.8,88.08539176626826,88.89232734153263,86.9930644247356,-1.8992629167970279,10.0,15.333306772908367,14.01658030711011,11.316726465798256,-2.699853841311853,22.8,21.633545816733065,22.099220643133144,22.31955834943795,0.2203377063048073,8.7,9.790332005312086,8.931771708836349,9.536281403380388,0.6045096945440385,0.28567697350932014,2.181660694068324,1.1666666666666667,0.23893080513077083,0.7610691948692292,0.2961001871236949,-0.019398091887518787,7.0,911.1728108369618,4.0812182741116745,4.159588965672097,True,reliever_spot_start,medium,opener_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-14T22:40:00Z,posted,posted,9,9,0,0
824237,2026-08-14,2026-08-14T22:40:00Z,Chicago White Sox @ Detroit Tigers,home,Jackson Jobe,Chicago White Sox,9,measured,16.0,0.320172778592316,0.3209321411421168,0.0007593625498008016,0.3051193689795411,0.3209321411421168,0.3154982790112137,0.31007441855278506,-0.005423860458428631,0.3097743784579428,0.3151096572097069,-0.00038862180150678327,0.21,0.23717211155378487,0.24343892127113034,0.20459400315376514,-0.03884491811736521,0.359,0.4005373173970784,0.39633008783228185,0.36281095319314016,-0.03351913463914169,36.4,41.04826029216468,39.17678783247826,38.13882549595124,-1.0379623365270234,86.1,89.22355909694556,88.89232734153263,86.43123175541292,-2.4610955861197112,6.7,14.099176626826031,14.01658030711011,6.782596319715923,-7.233983987394186,25.0,24.098061088977424,22.099220643133144,27.261211467728135,5.161990824594991,6.3,9.895670650730413,8.931771708836349,6.979883401847913,-1.9518883069884359,0.2986238425878894,5.090841582762652,5.0,0.5825304243087095,0.4174695756912905,0.30304832639635615,-0.01244995261485754,9.0,1340.3708791208792,4.5,4.199765524435454,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-14T22:40:00Z,posted,posted,9,9,0,0
824399,2026-08-14,2026-08-14T23:10:00Z,San Diego Padres @ Cleveland Guardians,away,Michael King,Cleveland Guardians,9,measured,559.0,0.3183669555584383,0.32061210828088194,0.002245152722443633,0.3028575182562212,0.32061210828088194,0.3154982790112137,0.3070360886668328,-0.008462190344380893,0.32186165083629953,0.32707862233924684,0.01158034332803315,0.239,0.2559370517928287,0.24343892127113034,0.2512702367357234,0.007831315464593064,0.402,0.4015091633466135,0.39633008783228185,0.40725316755068663,0.010923079718404782,32.6,37.517131474103586,39.17678783247826,31.2189577993385,-7.957830033139761,87.3,88.75840637450199,88.89232734153263,87.16607903296936,-1.726248308563271,14.4,14.058326693227091,14.01658030711011,14.441746386116984,0.42516607900687475,21.5,18.765258964143424,22.099220643133144,18.256438733483026,-3.8427819096501175,9.8,7.880371845949536,8.931771708836349,8.646396998022562,-0.2853747108137874,0.27157575765036845,5.569117245170279,5.630208333333334,0.622078253441558,0.377921746558442,0.27404506749639357,-0.04145321151482012,7.0,1386.2968923418425,4.110070257611241,4.0530932277210505,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-14T23:10:00Z,posted,posted,9,9,0,0
824399,2026-08-14,2026-08-14T23:10:00Z,San Diego Padres @ Cleveland Guardians,home,Gavin Williams,San Diego Padres,9,measured,573.0,0.3187031292630069,0.3174683351063004,-0.0012347941567065202,0.3006353975009727,0.3174683351063004,0.3154982790112137,0.3029246787483521,-0.012573600262861584,0.30145145304772863,0.3033337969841541,-0.012164482027059609,0.225,0.24105816733067734,0.24343892127113034,0.22279957274783796,-0.020639348523292383,0.401,0.39201035856573707,0.39633008783228185,0.39662937185678043,0.0002992840244985806,47.6,40.39405046480744,39.17678783247826,49.0789803989707,9.902192566492438,90.0,89.41150066401063,88.89232734153263,90.51917332247801,1.626845980945376,10.7,12.433466135458167,14.01658030711011,9.116885828348055,-4.899694478762054,32.3,21.0736786188579,22.099220643133144,30.801078028089496,8.701857384956352,7.2,9.630305444887119,8.931771708836349,7.76309577355071,-1.1686759352856395,0.2991327280545882,5.984149844780203,6.177083333333333,0.6480585023363771,0.3519414976636229,0.3021713360680134,-0.013326942943200304,8.0,1255.0,4.006711409395973,4.3175465444105505,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-15T04:02:13.264180+00:00,2026-08-14T23:10:00Z,posted,posted,9,9,0,0
