game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,starter_rate_basis,starter_rate_bf,opp_xwOBA_neutral,opp_xwOBA_vs_sp,platoon_delta_sp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,starter_xwOBA,mx_xwOBA_sp,edge_xwOBA_sp,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,bullpen_xwOBA,expected_sp_ip,sp_share,bp_share,mx_xwOBA_bp,edge_xwOBA_bp,bullpen_pitchers,bullpen_relief_bf,sp_bf_per_ip,bp_bf_per_ip,opener,opener_reason,opener_confidence,pitching_basis,model_tag,model_metric,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822697,2026-08-11,2026-08-11T22:45:00Z,Chicago Cubs @ Washington Nationals,away,Shota Imanaga,Washington Nationals,9,measured,533.0,0.3130190645555987,0.3196761694692773,0.006657104913678602,0.29873456456316627,0.3196761694692773,0.3162842805383408,0.29975991043363737,-0.016524370104703423,0.30086540820482605,0.3040919424039164,-0.012192338134424385,0.236,0.25727861885790176,0.24347550460148945,0.24937931292039048,0.005903808318901027,0.406,0.4832565737051793,0.39635228735315775,0.4950196458674219,0.09866735851426417,35.4,39.37314741035856,39.188708177401466,35.56660791208336,-3.622100265318103,88.3,88.46082337317398,88.8916386417071,87.86918473146689,-1.0224539102402161,17.8,12.565126162018593,14.001486562899911,16.363639599118684,2.362153036218773,23.5,20.361859229747676,22.14289168458408,21.60981044007931,-0.5330812445047677,5.4,8.121035856573705,8.915406991883227,4.918854928936306,-3.996552062946921,0.29479586866967644,5.871376811594203,0.6489282870109433,0.3510717129890567,0.29175249205801496,-0.024531788480325833,6.0,735.2857142857142,4.033980582524271,4.095619759363154,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-11T22:45:00Z,posted,posted,9,9,0,0
822697,2026-08-11,2026-08-11T22:45:00Z,Chicago Cubs @ Washington Nationals,home,Jake Irvin,Chicago Cubs,9,measured,268.0,0.3320236413188304,0.33047915260701094,-0.0015444887118194472,0.3142791046968085,0.33047915260701094,0.3162842805383408,0.3290879344877423,0.012803653949401528,0.3287382138060551,0.3434920197211563,0.027207739182815494,0.25,0.24185498007968126,0.24347550460148945,0.24833604973479714,0.004860545133307692,0.469,0.4026026560424966,0.39635228735315775,0.4763960035272559,0.08004371617409817,43.7,39.60889774236388,39.188708177401466,44.168560583975726,4.97985240657426,89.1,88.75649402390438,88.8916386417071,88.96485538219726,0.07321674049015314,15.8,16.295936254980077,14.001486562899911,18.09444969208016,4.09296312918025,23.1,22.205152722443565,22.14289168458408,23.16495222010933,1.0220605355252523,9.7,11.208074369189907,8.915406991883227,12.194431670940151,3.279024679056924,0.2987710760851056,4.580128205128205,0.5175011626439548,0.48249883735604515,0.3136389213958957,-0.0026453591424450695,9.0,691.9310344827586,4.377551020408164,4.229452194195529,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-11T22:45:00Z,posted,posted,9,9,0,0
822778,2026-08-11,2026-08-11T23:07:00Z,Boston Red Sox @ Toronto Blue Jays,away,Patrick Sandoval,Toronto Blue Jays,9,measured,109.0,0.31246040917944595,0.3173905552617833,0.004930146082337328,0.3054847417100859,0.3173905552617833,0.3162842805383408,0.30464480723769144,-0.01163947330064935,0.3291140926578445,0.33026524250701306,0.013980961968672267,0.269,0.2414788844621514,0.24347550460148945,0.26679406631331964,0.023318561711830194,0.395,0.3443197875166003,0.39635228735315775,0.3431450263030091,-0.05320726105014867,35.6,29.319760956175298,39.188708177401466,26.634802181148398,-12.553905996253068,86.4,86.50167330677291,88.8916386417071,84.01003466506582,-4.881603976641287,16.2,13.347197875166005,14.001486562899911,15.545711312266095,1.5442247493661831,22.9,17.023452855245683,22.14289168458408,17.605517650458065,-4.537374034126014,9.2,6.864329349269589,8.915406991883227,7.083448918347189,-1.831958073536038,0.2758710736427606,4.8,0.5561981385566367,0.4438018614433633,0.27253579724061183,-0.04374848329772896,6.0,783.25,4.482758620689655,4.0878682456088065,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-11T23:07:00Z,posted,posted,9,9,0,0
822778,2026-08-11,2026-08-11T23:07:00Z,Boston Red Sox @ Toronto Blue Jays,home,Dylan Cease,Boston Red Sox,9,measured,505.0,0.32756508638837234,0.3265919124175887,-0.000973173970783614,0.27292220017660923,0.3265919124175887,0.3162842805383408,0.28203631868236806,-0.03424796185597273,0.270359773477216,0.2791707362453204,-0.037113544293020384,0.188,0.2537612217795485,0.24347550460148945,0.1959421329576465,-0.04753337164384294,0.28,0.39905365205843296,0.39635228735315775,0.28190835814908044,-0.11444392920407731,33.1,36.61325365205843,39.188708177401466,30.92469112268383,-8.264017054717637,86.1,87.93227091633466,88.8916386417071,85.14063227462755,-3.7510063670795546,13.3,14.733731739707837,14.001486562899911,14.032245176807928,0.030758613908016486,36.4,19.004727755644087,22.14289168458408,31.241271472553773,9.098379787969694,10.3,8.919309428950864,8.915406991883227,10.304508498808104,1.3891015069248773,0.2804257822587772,6.755952380952381,0.7454376650170371,0.2545623349829629,0.2904276350211721,-0.025856645517168708,8.0,1243.2594876660341,4.027918781725888,4.141122039531789,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-11T23:07:00Z,posted,posted,9,9,0,0
823019,2026-08-11,2026-08-11T23:45:00Z,Philadelphia Phillies @ St. Louis Cardinals,away,Cristopher Sánchez,St. Louis Cardinals,9,measured,626.0,0.31601331793376963,0.32368529668542967,0.007671978751660036,0.2904186912198964,0.32368529668542967,0.3162842805383408,0.29485258405624476,-0.02143169648209603,0.2906183065113177,0.2974187417889386,-0.018865538749402166,0.236,0.2542358565737052,0.24347550460148945,0.24642997351868873,0.0029544689171992766,0.362,0.41083824701195226,0.39635228735315775,0.3752304456510205,-0.021121841702137267,42.7,41.839096945551134,39.188708177401466,45.58786249058479,6.399154313183324,89.4,89.32690571049137,88.8916386417071,89.83526706878429,0.9436284270771864,2.7,12.149508632138113,14.001486562899911,0.848022069238203,-13.153464493661708,27.8,19.577768924302788,22.14289168458408,24.579534771175968,2.4366430865918893,5.6,7.915750332005313,8.915406991883227,4.972089541126622,-3.943317450756605,0.29002373940470394,6.005208333333333,0.6642678526933886,0.3357321473066114,0.2897752743602736,-0.026509006178067174,8.0,1118.531914893617,4.165938864628822,4.222056569286158,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-11T23:45:00Z,posted,posted,9,9,0,0
823019,2026-08-11,2026-08-11T23:45:00Z,Philadelphia Phillies @ St. Louis Cardinals,home,Andre Pallante,Philadelphia Phillies,9,measured,517.0,0.33111316511898664,0.33244649845232,0.001333333333333353,0.30546103391803847,0.33244649845232,0.3162842805383408,0.32060030707594334,0.004316026537602546,0.30675220475814335,0.3224273308518465,0.006143050313505705,0.243,0.26088950863213806,0.24347550460148945,0.2603799946995642,0.016904490098074737,0.37,0.41119946879150066,0.39635228735315775,0.3838600364056739,-0.012492250947483852,34.1,39.9664807436919,39.188708177401466,34.7767777184806,-4.411930458920864,87.6,89.54722443559098,88.8916386417071,88.25558579388387,-0.6360528478232368,5.7,12.44597609561753,14.001486562899911,4.144489532717619,-9.856997030182292,17.4,19.948419654714478,22.14289168458408,15.675572411063424,-6.467319273520655,7.2,8.66,8.915406991883227,6.993735682147385,-1.9216713097358422,0.303239437691167,5.738636363636363,0.6324348254561926,0.36756517454380744,0.3174567191006905,0.0011724385623497202,8.0,1214.0,4.16710182767624,4.261496878263484,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-11T23:45:00Z,posted,posted,9,9,0,0
823186,2026-08-11,2026-08-12T01:45:00Z,Houston Astros @ San Francisco Giants,away,Hunter Brown,San Francisco Giants,9,measured,246.0,0.3180780638856581,0.31828364157490113,0.00020557768924300834,0.28995112273288115,0.31828364157490113,0.3162842805383408,0.29171614667652795,-0.024568133861812835,0.2932346296887435,0.2950882845468729,-0.021195995991467875,0.197,0.23686905710491368,0.24347550460148945,0.1916546156297915,-0.051820888971697954,0.328,0.38776865869853916,0.39635228735315775,0.3208966470270265,-0.07545564032613122,37.4,37.57678618857902,39.188708177401466,35.86165170566342,-3.3270564717380466,86.3,88.00711819389112,88.8916386417071,85.41547955218401,-3.476159089523094,5.6,13.932881806108897,14.001486562899911,5.531395243208985,-8.470091319690926,25.6,22.110119521912353,22.14289168458408,25.56211121038991,3.4192195258058327,13.0,7.034926958831342,8.915406991883227,10.257978188552594,1.3425711966693665,0.2842954165991639,5.666666666666666,0.6326850112019492,0.3673149887980508,0.2859077774257792,-0.03037650311256157,7.0,1296.103448275862,4.193181818181818,4.13850724928811,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-12T01:45:00Z,posted,posted,9,9,0,0
823186,2026-08-11,2026-08-12T01:45:00Z,Houston Astros @ San Francisco Giants,home,Carson Whisenhunt,Houston Astros,9,measured,105.0,0.33328757132000686,0.34131360053647436,0.0080260292164675,0.31963714714923586,0.34131360053647436,0.3162842805383408,0.3413044636940198,0.025020183155679,0.3403763185939619,0.36731217447454584,0.05102789393620505,0.282,0.26119973439575034,0.24347550460148945,0.30252868854368925,0.0590531839421998,0.496,0.44033253652058435,0.39635228735315775,0.5510374106144786,0.1546851232613209,48.6,42.087729083665344,39.188708177401466,52.19522991690937,13.006521739507903,90.0,89.13644090305445,88.8916386417071,90.24480226134735,1.3531636196402417,15.3,14.374448871181938,14.001486562899911,15.672962308282026,1.6714757453821143,19.0,20.45795484727756,22.14289168458408,17.554217743335126,-4.588673941248953,14.3,8.718831341301462,8.915406991883227,13.984699553718809,5.0692925618355815,0.29724944274617576,4.466666666666667,0.5191125942457844,0.4808874057542156,0.31322942980433355,-0.0030548507340072417,8.0,795.4944444444444,4.701492537313432,4.291246664236278,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-12T01:45:00Z,posted,posted,9,9,0,0
823264,2026-08-11,2026-08-12T01:40:00Z,Milwaukee Brewers @ San Diego Padres,away,Kyle Harrison,San Diego Padres,9,measured,357.0,0.3185592585906896,0.32522884690410264,0.006669588313413022,0.29014993022392355,0.32522884690410264,0.3162842805383408,0.2955178069390204,-0.02076647359932038,0.2997191388562483,0.3081952405582541,-0.008089039980086699,0.217,0.25786029216467465,0.24347550460148945,0.22982058704969244,-0.013654917551797013,0.337,0.40440531208499336,0.39635228735315775,0.3438471140982984,-0.05250517325485937,36.2,44.17689243027889,39.188708177401466,40.807762754943056,1.6190545775415899,89.3,89.54470119521913,88.8916386417071,89.95306255351203,1.0614239118049227,13.7,8.899681274900399,14.001486562899911,8.598194712000486,-5.403291850899425,31.1,21.17184594953519,22.14289168458408,29.73615273062798,7.593261046043899,5.9,8.633731739707837,8.915406991883227,5.713594153430369,-3.2018128384528577,0.27982043778663257,4.722222222222222,0.5191038551286918,0.48089614487130816,0.28183313773327456,-0.034451142805066226,7.0,1155.7058441558443,4.026315789473684,4.117494958655571,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-12T01:40:00Z,posted,posted,9,9,0,0
823264,2026-08-11,2026-08-12T01:40:00Z,Milwaukee Brewers @ San Diego Padres,home,Walker Buehler,Milwaukee Brewers,9,measured,473.0,0.3252203692338538,0.3271571554224327,0.0019367861885788984,0.3080548916639151,0.3271571554224327,0.3162842805383408,0.31782479117897766,0.0015405106406368718,0.34039624576780936,0.3520980154066559,0.03581373486831513,0.252,0.2616478087649402,0.24347550460148945,0.2708085477292058,0.027333043127716367,0.405,0.4107261620185923,0.39635228735315775,0.4196874874329008,0.023335200079743046,40.7,39.277423638778224,39.188708177401466,40.792136726265355,1.6034285488638886,89.8,90.47435821776335,88.8916386417071,91.38271957605623,2.491080934349128,11.6,8.4984656240779,14.001486562899911,6.096979061177988,-7.904507501721923,20.1,21.470783532536522,22.14289168458408,19.489900196930417,-2.6529914876536616,9.5,10.055723771580347,8.915406991883227,10.715088600776749,1.799681608893522,0.27418243023944877,4.432971014492754,0.5115618418026094,0.48843815819739056,0.28192900086003325,-0.03435527967830754,7.0,1339.3375702638375,4.366153846153846,4.04642598363637,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-12T00:45:07.452741+00:00,2026-08-12T01:40:00Z,posted,posted,9,9,0,0
