game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822692,2026-08-26,Colorado Rockies @ Washington Nationals,away,Tanner Gordon,R,Washington Nationals,9,4,3,2,6,0,143,False,True,0.6760857901726427,0.6897097725782244,0.9114252324037184,0.8762715620829021,0.8303045369963656,0.11136743442425556,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,projected,9,0,0,0
822692,2026-08-26,Colorado Rockies @ Washington Nationals,home,Matt Waldron,R,Colorado Rockies,9,4,3,2,6,0,73,False,True,0.787119256308101,0.7799684161130791,0.9485768924302788,0.8123472472011947,0.8703375674590884,0.15140046488697834,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,projected,9,0,0,0
822772,2026-08-26,Kansas City Royals @ Toronto Blue Jays,away,Randy Dobnak,R,Toronto Blue Jays,9,4,5,0,4,0,79,False,True,0.7224427622841966,0.7235410006862001,0.6802446215139442,0.6836309602244907,0.6899167991046454,-0.029020303467464648,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,projected,posted,0,9,0,0
822772,2026-08-26,Kansas City Royals @ Toronto Blue Jays,home,Spencer Miles,R,Kansas City Royals,9,5,3,1,6,0,146,False,True,0.7343317397078354,0.7333931516570684,0.6134324037184595,0.6335028813291503,0.6384473590208162,-0.0804897435512939,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,projected,posted,0,9,0,0
823015,2026-08-26,Baltimore Orioles @ St. Louis Cardinals,away,Kyle Bradish,R,St. Louis Cardinals,9,4,5,0,4,0,232,False,True,0.7086409030544488,0.7151027739404054,0.7244613545816733,0.7254288931436036,0.7223290911919356,0.003391988619825481,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,projected,projected,0,0,0,0
823015,2026-08-26,Baltimore Orioles @ St. Louis Cardinals,home,Michael McGreevy,R,Baltimore Orioles,9,5,3,1,6,0,207,False,True,0.7112355909694555,0.7185498024222388,0.7157721115537848,0.7196236384772685,0.7099127437349996,-0.009024358837110502,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,projected,projected,0,0,0,0
823096,2026-08-26,Philadelphia Phillies @ Seattle Mariners,away,Jesús Luzardo,L,Seattle Mariners,9,1,6,2,8,3,160,False,True,0.6538852589641435,0.6956691925195903,0.6963131474103587,0.6944186380756029,0.6684250830871855,-0.050512019484924564,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
823096,2026-08-26,Philadelphia Phillies @ Seattle Mariners,home,Bryan Woo,R,Philadelphia Phillies,9,6,3,0,6,0,235,False,True,0.7730082337317397,0.7681264473468663,0.6536666666666667,0.6628884747198885,0.6993509068481357,-0.019586195723974353,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
823180,2026-08-26,Cincinnati Reds @ San Francisco Giants,away,Nick Lodolo,L,San Francisco Giants,9,3,6,0,6,5,81,False,False,0.4100092961487384,0.6409123380897721,0.8573333333333333,0.8153413045652913,0.7363324797377617,0.01739537716565165,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
823180,2026-08-26,Cincinnati Reds @ San Francisco Giants,home,Logan Webb,R,Cincinnati Reds,9,2,6,1,3,0,224,False,True,0.666121646746348,0.6842391786977884,0.6152363877822046,0.6273689938725946,0.6015866129405474,-0.1173504896315627,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
823255,2026-08-26,Pittsburgh Pirates @ San Diego Padres,away,Bubba Chandler,R,San Diego Padres,9,3,5,1,4,0,250,False,True,0.7056985391766267,0.7050344586199102,0.6670977423638779,0.6782525086206759,0.6646466609506331,-0.054290441621477004,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
823255,2026-08-26,Pittsburgh Pirates @ San Diego Padres,home,Randy Vásquez,R,Pittsburgh Pirates,9,4,3,2,6,0,210,False,True,0.8103524568393095,0.787422374375603,0.7870541832669323,0.7795571431182301,0.8402837174889695,0.12134661491685939,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
823506,2026-08-26,Houston Astros @ New York Yankees,away,Peter Lambert,R,New York Yankees,9,6,3,0,6,0,237,False,True,0.7404778220451527,0.7410215319655044,0.6020188579017265,0.6290216632854948,0.6352673404865546,-0.08366976208555543,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,projected,projected,0,0,0,0
823506,2026-08-26,Houston Astros @ New York Yankees,home,Elmer Rodríguez,R,Houston Astros,9,2,7,0,2,0,39,True,False,0.7698092961487384,0.7631529615158841,0.8031439575033201,0.7350013938480733,0.7912475365749738,0.07231043400286374,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,projected,projected,0,0,0,0
823584,2026-08-26,Milwaukee Brewers @ New York Mets,away,Dustin May,R,New York Mets,9,4,4,1,5,0,204,False,True,0.7112884462151394,0.7118172796918796,0.6839083665338646,0.7067005141442653,0.6960929463894546,-0.02284415618265545,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,projected,projected,0,0,0,0
823584,2026-08-26,Milwaukee Brewers @ New York Mets,home,Robert Stock,R,Milwaukee Brewers,9,6,3,0,6,0,29,True,False,0.7572772908366534,0.7549889773838073,0.7686316069057104,0.7439291581356369,0.7714741243742719,0.0525370218021618,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,projected,projected,0,0,0,0
823825,2026-08-26,Boston Red Sox @ Miami Marlins,away,Sonny Gray,R,Miami Marlins,9,5,3,1,6,0,197,False,True,0.767272775564409,0.7609391014161427,0.6813691899070385,0.686669323148894,0.7166241212518266,-0.002312981320283458,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
823825,2026-08-26,Boston Red Sox @ Miami Marlins,home,Ryan Gusto,R,Boston Red Sox,9,2,4,3,5,0,107,False,True,0.7466414342629483,0.7417548785805806,0.7449258964143426,0.7392209979247416,0.7580253522602922,0.03908824968818214,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
823988,2026-08-26,Cleveland Guardians @ Los Angeles Angels,away,Joey Cantillo,L,Los Angeles Angels,9,2,6,1,7,0,138,False,True,0.6364900398406373,0.6862278333221218,0.7465917662682604,0.7423918436246175,0.7109017098316842,-0.008035392740425862,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,projected,9,0,0,0
823988,2026-08-26,Cleveland Guardians @ Los Angeles Angels,home,Grayson Rodriguez,R,Cleveland Guardians,9,3,2,4,7,0,135,False,True,0.7176812749003983,0.7210842549478275,0.8744406374501993,0.837860149385032,0.8232599144690255,0.10432281189691539,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,projected,9,0,0,0
824234,2026-08-26,Tampa Bay Rays @ Detroit Tigers,away,Freddy Peralta,R,Detroit Tigers,9,5,4,0,5,1,216,False,True,0.7753102257636123,0.7602610638560474,0.7975790172642763,0.7706901508961411,0.8097624364348499,0.09082533386273983,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
824234,2026-08-26,Tampa Bay Rays @ Detroit Tigers,home,Troy Melton,R,Tampa Bay Rays,9,4,5,0,4,1,141,False,True,0.7656945551128818,0.7749724481780733,0.5610313413014608,0.6117650195760741,0.6597554510215328,-0.05918165155057731,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,posted,posted,9,9,0,0
824555,2026-08-26,Texas Rangers @ Chicago White Sox,away,MacKenzie Gore,L,Chicago White Sox,9,4,4,1,5,0,157,False,True,0.7144079681274901,0.7354833504184866,0.6972977423638778,0.6849990395514538,0.7160500058201913,-0.002887096751918783,xw+plat_consol_v12,xwOBA,2026-08-26T19:12:09.745708+00:00,projected,projected,0,0,0,0
