game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml
823090,2026-09-09,Texas Rangers @ Seattle Mariners,away,Cody Bradford,L,Seattle Mariners,9,4,4,1,5,0,56,False,True,0.6955667994687915,0.6939648140718105,0.8695644090305445,0.7871741161848965,0.7753558520542582,0.05663567896420174,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,123.0,-148.0,0.5709639471316864,,
823090,2026-09-09,Texas Rangers @ Seattle Mariners,home,Kade Anderson,L,Texas Rangers,9,3,6,0,6,0,20,True,False,0.7781333333333333,0.773073987126575,0.8196666666666665,0.7329290116075217,0.7971445916558548,0.0784244185657984,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,123.0,-148.0,0.5709639471316864,,
823172,2026-09-09,St. Louis Cardinals @ San Francisco Giants,away,Andre Pallante,R,San Francisco Giants,9,6,3,0,6,1,269,False,True,0.6226207171314743,0.7044887233452244,0.671472775564409,0.6774402296705756,0.6561589672776817,-0.06256120581237468,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,-123.0,102.0,0.4729987697789844,,
823172,2026-09-09,St. Louis Cardinals @ San Francisco Giants,home,Blade Tidwell,R,St. Louis Cardinals,9,4,4,1,5,0,86,False,True,0.6940334661354582,0.7146148872926342,0.7034966799468791,0.7161119379588019,0.7086681876282305,-0.010051985461825952,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,-123.0,102.0,0.4729987697789844,,
823251,2026-09-09,Washington Nationals @ San Diego Padres,away,Jackson Kent,L,San Diego Padres,9,2,7,0,7,1,28,True,False,0.7009086321381142,0.7481048221134136,0.7715166002656043,0.7475666836562153,0.7794035768065946,0.06068340371653813,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,154.0,-187.0,0.623349694217696,,
823251,2026-09-09,Washington Nationals @ San Diego Padres,home,Walker Buehler,R,Washington Nationals,9,4,3,2,6,1,257,False,True,0.8145803452855245,0.7597780942177914,0.752005577689243,0.7505295829115514,0.7844685422939794,0.06574836920392302,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,154.0,-187.0,0.623349694217696,,
823416,2026-09-09,Houston Astros @ Philadelphia Phillies,away,Hunter Brown,R,Philadelphia Phillies,9,6,3,0,6,0,156,False,True,0.7492653386454183,0.7525735058150861,0.6673636122177955,0.681324193756762,0.7048919689454095,-0.013828204144646916,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,133.0,-161.0,0.5897065065316837,,
823416,2026-09-09,Houston Astros @ Philadelphia Phillies,home,Cristopher Sánchez,L,Houston Astros,9,2,6,1,7,0,171,False,True,0.7249513944223107,0.7360615889771936,0.6503630810092961,0.6749564883910207,0.6888934241135429,-0.029826748976513495,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,133.0,-161.0,0.5897065065316837,,
823497,2026-09-09,Colorado Rockies @ New York Yankees,away,Tomoyuki Sugano,R,New York Yankees,9,6,2,1,7,0,251,False,True,0.7423715803452856,0.7500311939446866,0.8705718459495353,0.8548998422013839,0.874658619264614,0.15593844617455754,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,207.0,-257.0,0.6884789570589621,,
823497,2026-09-09,Colorado Rockies @ New York Yankees,home,Will Warren,R,Colorado Rockies,9,5,3,1,6,0,260,False,True,0.8046778220451527,0.7889070068440932,0.7791442231075698,0.7736271864826894,0.8384225115878758,0.11970233849781942,xw+plat_consol_v12,xwOBA,2026-09-10T01:31:31.672674+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-10T01:31:31.672674+00:00,207.0,-257.0,0.6884789570589621,,
