game_pk,faced_pitcher,pitcher_side,batting_side,player_id,batting_order,PA,xwoba_raw,xwoba_shrunk,slot_weight,savant_backfill,model_tag,model_metric,snapshot_utc,scheduled_start_utc,lock_status
824785,Chris Bassitt,home,away,543807,4.0,506.0,0.304,0.30570744775889164,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T17:35:00Z,late_snapshot
824785,Chris Bassitt,home,away,669701,5.0,230.0,0.281,0.2911051919451162,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T17:35:00Z,late_snapshot
824785,Chris Bassitt,home,away,676914,6.0,144.0,0.274,0.2905357104175752,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T17:35:00Z,late_snapshot
824785,Chris Bassitt,home,away,815873,7.0,56.0,0.26,0.29483790603774573,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T17:35:00Z,late_snapshot
824785,Chris Bassitt,home,away,665926,8.0,496.0,0.273,0.27993743849310126,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T17:35:00Z,late_snapshot
824785,Chris Bassitt,home,away,678218,9.0,264.0,0.312,0.3126448168733196,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T17:35:00Z,late_snapshot
824784,CJ Van Eyk,away,home,687637,1.0,344.0,0.293,0.2978079129321809,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,CJ Van Eyk,away,home,624413,2.0,682.0,0.397,0.3864305797210848,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,CJ Van Eyk,away,home,683002,3.0,690.0,0.323,0.32190470043277003,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,CJ Van Eyk,away,home,691723,4.0,437.0,0.336,0.33196780883033217,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,CJ Van Eyk,away,home,687952,5.0,201.0,0.334,0.32747080844481175,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,CJ Van Eyk,away,home,681297,6.0,380.0,0.314,0.3140723194622674,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,CJ Van Eyk,away,home,669236,7.0,277.0,0.283,0.29131488950103007,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,CJ Van Eyk,away,home,681047,8.0,46.0,0.298,0.3091966667252626,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,CJ Van Eyk,away,home,650968,9.0,55.0,0.248,0.29080460220573123,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,Trey Gibson,home,away,664770,1.0,433.0,0.289,0.29375555974087864,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,Trey Gibson,home,away,669701,2.0,230.0,0.281,0.2911051919451162,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,Trey Gibson,home,away,672386,3.0,299.0,0.31,0.31108950712252714,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,Trey Gibson,home,away,672960,4.0,617.0,0.328,0.3260958345075151,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,Trey Gibson,home,away,815873,5.0,56.0,0.26,0.29483790603774573,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,Trey Gibson,home,away,676914,6.0,144.0,0.274,0.2905357104175752,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,Trey Gibson,home,away,807727,7.0,95.0,0.271,0.29322929918917096,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,Trey Gibson,home,away,664702,8.0,318.0,0.296,0.30038926636815394,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
824784,Trey Gibson,home,away,676391,9.0,604.0,0.26,0.26771976326972774,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:35:00Z,late_snapshot
823168,Connor Prielipp,away,home,813841,1.0,153.0,0.265,0.28450479581774046,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Connor Prielipp,away,home,806367,2.0,114.0,0.325,0.32002202496209503,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Connor Prielipp,away,home,682674,3.0,102.0,0.299,0.3065975908014274,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Connor Prielipp,away,home,815589,4.0,8.0,0.389,0.319876975387855,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Connor Prielipp,away,home,687529,5.0,89.0,0.297,0.3061783774703086,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Connor Prielipp,away,home,668800,6.0,72.0,0.295,0.3062483333830717,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Connor Prielipp,away,home,701852,7.0,159.0,0.304,0.30799503220806307,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Connor Prielipp,away,home,695391,8.0,39.0,0.263,0.29994038375459237,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Connor Prielipp,away,home,687551,9.0,387.0,0.333,0.3291698425911465,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Cesar Perdomo,home,away,807712,1.0,602.0,0.315,0.314906999062519,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Cesar Perdomo,home,away,668952,2.0,263.0,0.295,0.300329788820629,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Cesar Perdomo,home,away,686797,3.0,613.0,0.278,0.2830977746730552,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Cesar Perdomo,home,away,605137,4.0,614.0,0.333,0.33038755370012374,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Cesar Perdomo,home,away,680777,5.0,357.0,0.345,0.3382925893695587,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Cesar Perdomo,home,away,702176,6.0,87.0,0.349,0.3304690553042157,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Cesar Perdomo,home,away,668904,7.0,493.0,0.305,0.3065762450959331,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Cesar Perdomo,home,away,691181,8.0,40.0,0.349,0.3242479524420595,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823168,Cesar Perdomo,home,away,693306,9.0,3.0,0.156,0.30973508098920716,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T19:45:00Z,late_snapshot
823327,Matthew Liberatore,away,home,804606,1.0,318.0,0.307,0.3087576874207855,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Matthew Liberatore,away,home,804668,2.0,151.0,0.358,0.3406084196887981,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Matthew Liberatore,away,home,668804,3.0,684.0,0.354,0.34894223640546984,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Matthew Liberatore,away,home,664040,4.0,638.0,0.33,0.3278790153684124,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Matthew Liberatore,away,home,693304,5.0,592.0,0.324,0.32260507708365366,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Matthew Liberatore,away,home,682927,6.0,55.0,0.333,0.32096589252831187,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Matthew Liberatore,away,home,656811,7.0,433.0,0.316,0.3156898936996029,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Matthew Liberatore,away,home,669707,8.0,355.0,0.286,0.29223013921294133,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Matthew Liberatore,away,home,663968,9.0,462.0,0.289,0.2935101660887693,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Lake Bachar,home,away,802139,1.0,602.0,0.347,0.3423485945041144,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Lake Bachar,home,away,671056,2.0,696.0,0.333,0.3306566750526235,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Lake Bachar,home,away,676475,3.0,655.0,0.371,0.36349630906210373,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Lake Bachar,home,away,691023,4.0,647.0,0.342,0.33829814369730704,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Lake Bachar,home,away,699024,5.0,82.0,0.366,0.3376193040763096,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Lake Bachar,home,away,669357,6.0,292.0,0.28,0.2887620238313478,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Lake Bachar,home,away,665877,7.0,358.0,0.295,0.2992242649386208,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Lake Bachar,home,away,687363,8.0,192.0,0.271,0.28584490870509704,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823327,Lake Bachar,home,away,701675,9.0,455.0,0.287,0.2919274114268258,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Logan Henderson,away,home,656941,1.0,678.0,0.364,0.3576178834728642,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Logan Henderson,away,home,607208,2.0,677.0,0.295,0.29748997856098885,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Logan Henderson,away,home,547180,3.0,671.0,0.381,0.3723550108195698,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Logan Henderson,away,home,650333,4.0,648.0,0.308,0.30884854724851385,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Logan Henderson,away,home,664761,5.0,609.0,0.331,0.3286512176895463,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Logan Henderson,away,home,681082,6.0,588.0,0.328,0.32601557171786094,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Logan Henderson,away,home,669016,7.0,555.0,0.302,0.3038850585372341,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Logan Henderson,away,home,650559,8.0,74.0,0.272,0.2963374329993583,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Logan Henderson,away,home,592663,9.0,450.0,0.319,0.31815402425797884,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Aaron Nola,home,away,669003,1.0,511.0,0.353,0.34667383525677303,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Aaron Nola,home,away,694192,2.0,557.0,0.339,0.3352476610987646,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Aaron Nola,home,away,668930,3.0,658.0,0.342,0.33835186456713506,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Aaron Nola,home,away,661388,4.0,624.0,0.335,0.3321473941186303,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Aaron Nola,home,away,641343,5.0,556.0,0.378,0.36829681911873224,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Aaron Nola,home,away,687401,6.0,403.0,0.296,0.29964754143516564,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Aaron Nola,home,away,592885,7.0,486.0,0.307,0.30825377703393914,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Aaron Nola,home,away,686217,8.0,372.0,0.279,0.2864887994531533,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823410,Aaron Nola,home,away,666152,9.0,373.0,0.27,0.27937571531054617,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T22:40:00Z,late_snapshot
823492,Mason Englert,away,home,700250,1.0,649.0,0.375,0.3669021539945104,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Mason Englert,away,home,806146,2.0,153.0,0.291,0.3002281159758432,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Mason Englert,away,home,671277,3.0,534.0,0.341,0.3367960778263223,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Mason Englert,away,home,671218,4.0,425.0,0.327,0.3245899301750254,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Mason Englert,away,home,682987,5.0,276.0,0.325,0.3221667908028945,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Mason Englert,away,home,665862,6.0,524.0,0.295,0.2981005021504621,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Mason Englert,away,home,676609,7.0,445.0,0.28,0.28630222631539143,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Mason Englert,away,home,641857,8.0,352.0,0.293,0.2977228171280715,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Mason Englert,away,home,645305,9.0,84.0,0.244,0.282232137727654,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Gerrit Cole,home,away,683748,1.0,244.0,0.334,0.3282869573892103,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Gerrit Cole,home,away,666018,2.0,652.0,0.345,0.3409238209333621,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Gerrit Cole,home,away,691406,3.0,685.0,0.361,0.3550569596711953,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Gerrit Cole,home,away,663743,4.0,313.0,0.275,0.2845271509488822,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Gerrit Cole,home,away,689414,5.0,535.0,0.319,0.318267265105336,4.18,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Gerrit Cole,home,away,676356,6.0,348.0,0.257,0.2698006994238579,4.08,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Gerrit Cole,home,away,680700,7.0,384.0,0.309,0.3101047796320007,3.97,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Gerrit Cole,home,away,668723,8.0,262.0,0.333,0.3278472744251059,3.87,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
823492,Gerrit Cole,home,away,656775,9.0,488.0,0.264,0.2725624376562727,3.76,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:05:00Z,late_snapshot
824710,Foster Griffin,away,home,701350,1.0,228.0,0.341,0.3328741260423425,4.61,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:10:00Z,late_snapshot
824710,Foster Griffin,away,home,686765,2.0,257.0,0.309,0.3104977964758777,4.5,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:10:00Z,late_snapshot
824710,Foster Griffin,away,home,663330,3.0,171.0,0.326,0.3217000492320603,4.39,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:10:00Z,late_snapshot
824710,Foster Griffin,away,home,677800,4.0,661.0,0.349,0.3444464038658191,4.29,False,xw+starter_blend_v13,xwOBA,2026-09-24T05:34:45.687934+00:00,2026-09-23T23:10:00Z,late_snapshot
