game_pk,faced_pitcher,pitcher_side,batting_side,player_id,batting_order,PA,xwoba_raw,xwoba_shrunk,slot_weight,savant_backfill,model_tag,model_metric,snapshot_utc
824224,Tanner Gordon,away,home,805808,1.0,639.0,0.35,0.3452269689286806,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Tanner Gordon,away,home,701678,2.0,297.0,0.299,0.3029615366203903,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Tanner Gordon,away,home,690993,3.0,407.0,0.334,0.3301986785765187,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Tanner Gordon,away,home,682985,4.0,531.0,0.374,0.36460654522709185,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Tanner Gordon,away,home,680664,5.0,95.0,0.323,0.3187575899399743,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Tanner Gordon,away,home,703601,6.0,145.0,0.318,0.31666420423793873,4.08,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Tanner Gordon,away,home,679529,7.0,553.0,0.309,0.3098770750969295,3.97,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Tanner Gordon,away,home,814430,8.0,49.0,0.291,0.3069243626731207,3.87,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Tanner Gordon,away,home,807726,9.0,33.0,0.37,0.3284415792353006,3.76,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Andrew Sears,home,away,664983,1.0,533.0,0.322,0.3208510743101026,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Andrew Sears,home,away,681393,2.0,336.0,0.301,0.30414846339058477,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Andrew Sears,home,away,696100,3.0,526.0,0.319,0.31831746012507184,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Andrew Sears,home,away,681198,4.0,578.0,0.334,0.33115741893553835,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Andrew Sears,home,away,694249,5.0,308.0,0.316,0.31568806381935044,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Andrew Sears,home,away,691720,6.0,418.0,0.338,0.33350720084612934,4.08,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Andrew Sears,home,away,687597,7.0,154.0,0.248,0.2742705907019487,3.97,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Andrew Sears,home,away,691182,8.0,45.0,0.27,0.30084641405720675,3.87,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
824224,Andrew Sears,home,away,678662,9.0,467.0,0.276,0.2828302117077513,3.76,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
823496,Zac Thornton,away,home,502671,1.0,359.0,0.314,0.3141584532424727,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
823496,Zac Thornton,away,home,592450,2.0,272.0,0.407,0.38219551085563164,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
823496,Zac Thornton,away,home,641355,3.0,510.0,0.339,0.3350208689152377,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
823496,Zac Thornton,away,home,671218,4.0,391.0,0.329,0.3260931365342057,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
823496,Zac Thornton,away,home,642708,5.0,227.0,0.312,0.31283403681435773,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-12T18:48:12.831157+00:00
