game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%
823274,2026-07-12,Toronto Blue Jays @ San Diego Padres,away,Kevin Gausman,San Diego Padres,9,0.306,0.315,0.318,0.303,-0.015,0.241,0.241,0.245,0.237,-0.008,0.408,0.396,0.4,0.404,0.004,40.1,42.555,39.419,43.29,3.871,88.9,89.466,88.958,89.408,0.45,15.1,9.731,13.939,10.892,-3.047,24.3,22.046,22.101,24.24,2.139,6.5,9.107,8.978,6.593,-2.385
823274,2026-07-12,Toronto Blue Jays @ San Diego Padres,home,Germán Márquez,Toronto Blue Jays,9,0.361,0.301,0.318,0.342,0.024,0.265,0.251,0.245,0.271,0.026,0.473,0.372,0.4,0.44,0.04,44.1,34.248,39.419,38.315,-1.104,89.2,87.656,88.958,87.898,-1.06,19.5,13.402,13.939,18.963,5.024,14.9,17.943,22.101,12.097,-10.004,11.2,6.934,8.978,8.65,-0.328
823358,2026-07-12,Milwaukee Brewers @ Pittsburgh Pirates,away,Robert Gasser,Pittsburgh Pirates,9,0.289,0.33,0.318,0.3,-0.018,0.214,0.258,0.245,0.225,-0.02,0.361,0.415,0.4,0.375,-0.025,29.6,40.805,39.419,30.641,-8.778,86.3,88.448,88.958,85.79,-3.168,22.2,10.891,13.939,19.152,5.213,21.9,22.421,22.101,22.217,0.116,7.7,9.087,8.978,7.793,-1.185
823358,2026-07-12,Milwaukee Brewers @ Pittsburgh Pirates,home,Paul Skenes,Milwaukee Brewers,9,0.259,0.329,0.318,0.268,-0.05,0.204,0.249,0.245,0.207,-0.038,0.321,0.416,0.4,0.334,-0.066,37.6,41.776,39.419,39.848,0.429,87.9,89.975,88.958,88.917,-0.041,15.8,8.564,13.939,10.425,-3.514,29.3,22.363,22.101,29.647,7.546,5.5,10.937,8.978,6.7,-2.278
823602,2026-07-12,Boston Red Sox @ New York Mets,away,Payton Tolle,New York Mets,9,0.274,0.345,0.318,0.297,-0.021,0.213,0.267,0.245,0.232,-0.013,0.34,0.453,0.4,0.385,-0.015,34.1,42.222,39.419,36.525,-2.894,87.5,89.788,88.958,88.33,-0.628,19.3,12.668,13.939,18.029,4.09,24.5,18.731,22.101,20.764,-1.337,7.4,9.245,8.978,7.62,-1.358
823602,2026-07-12,Boston Red Sox @ New York Mets,home,Zach Thornton,Boston Red Sox,9,0.356,0.303,0.318,0.339,0.021,0.282,0.242,0.245,0.279,0.034,0.491,0.383,0.4,0.47,0.07,51.7,35.721,39.419,46.85,7.431,92.1,87.726,88.958,90.868,1.91,11.5,13.617,13.939,11.178,-2.761,23.8,21.394,22.101,23.039,0.938,7.1,7.225,8.978,5.714,-3.264
823681,2026-07-12,Los Angeles Angels @ Minnesota Twins,away,José Soriano,Minnesota Twins,9,0.32,0.319,0.318,0.321,0.003,0.238,0.244,0.245,0.237,-0.008,0.38,0.394,0.4,0.374,-0.026,37.0,36.836,39.419,34.576,-4.843,88.3,88.586,88.958,87.928,-1.03,6.5,15.858,13.939,8.419,-5.52,25.8,19.034,22.101,22.22,0.119,11.4,9.468,8.978,12.022,3.044
823681,2026-07-12,Los Angeles Angels @ Minnesota Twins,home,Taj Bradley,Los Angeles Angels,9,0.302,0.322,0.318,0.306,-0.012,0.222,0.242,0.245,0.219,-0.026,0.378,0.42,0.4,0.397,-0.003,45.8,39.852,39.419,46.303,6.884,91.6,88.737,88.958,91.379,2.421,16.6,15.529,13.939,18.19,4.251,27.8,25.269,22.101,31.785,9.684,9.4,8.257,8.978,8.645,-0.333
823842,2026-07-12,Cleveland Guardians @ Miami Marlins,away,Joey Cantillo,Miami Marlins,9,0.313,0.323,0.318,0.318,-0.0,0.233,0.258,0.245,0.245,0.0,0.377,0.392,0.4,0.369,-0.031,36.5,37.543,39.419,34.763,-4.656,87.3,88.294,88.958,86.636,-2.322,11.9,12.778,13.939,10.739,-3.2,23.5,16.329,22.101,17.363,-4.738,11.5,9.208,8.978,11.795,2.817
823842,2026-07-12,Cleveland Guardians @ Miami Marlins,home,Tyler Phillips,Cleveland Guardians,9,0.337,0.304,0.318,0.322,0.004,0.262,0.242,0.245,0.259,0.014,0.417,0.361,0.4,0.376,-0.024,44.2,32.584,39.419,36.536,-2.883,90.1,87.757,88.958,88.899,-0.059,10.0,14.226,13.939,10.287,-3.652,17.3,19.417,22.101,15.199,-6.902,10.7,9.477,8.978,11.295,2.317
823925,2026-07-12,Arizona Diamondbacks @ Los Angeles Dodgers,away,Mitch Bratt,Los Angeles Dodgers,9,0.28,0.359,0.318,0.316,-0.002,0.216,0.273,0.245,0.241,-0.004,0.253,0.468,0.4,0.296,-0.104,50.0,44.054,39.419,55.879,16.46,87.9,90.402,88.958,89.344,0.386,7.4,15.287,13.939,8.748,-5.191,23.1,19.667,22.101,20.556,-1.545,15.4,10.952,8.978,18.786,9.808
823925,2026-07-12,Arizona Diamondbacks @ Los Angeles Dodgers,home,Emmet Sheehan,Arizona Diamondbacks,9,0.308,0.327,0.318,0.317,-0.001,0.23,0.262,0.245,0.246,0.001,0.399,0.4,0.4,0.399,-0.001,38.5,37.788,39.419,36.907,-2.512,89.2,88.448,88.958,88.69,-0.268,20.9,13.161,13.939,20.122,6.183,26.1,16.772,22.101,19.807,-2.294,7.6,9.184,8.978,7.774,-1.204
824250,2026-07-12,Philadelphia Phillies @ Detroit Tigers,away,Zack Wheeler,Detroit Tigers,9,0.257,0.337,0.318,0.272,-0.046,0.203,0.254,0.245,0.21,-0.035,0.319,0.434,0.4,0.346,-0.054,36.2,41.295,39.419,37.923,-1.496,86.7,89.004,88.958,86.746,-2.212,13.4,17.929,13.939,17.39,3.451,29.4,21.525,22.101,28.634,6.533,6.0,9.774,8.978,6.532,-2.446
824250,2026-07-12,Philadelphia Phillies @ Detroit Tigers,home,Tarik Skubal,Philadelphia Phillies,9,0.279,0.329,0.318,0.289,-0.029,0.239,0.257,0.245,0.251,0.006,0.364,0.429,0.4,0.39,-0.01,38.0,42.704,39.419,41.167,1.748,88.2,89.821,88.958,89.063,0.105,9.7,12.901,13.939,8.662,-5.277,30.4,22.269,22.101,30.631,8.53,3.6,8.212,8.978,3.293,-5.685
824491,2026-07-12,Chicago Cubs @ Cincinnati Reds,away,Matthew Boyd,Cincinnati Reds,9,0.329,0.332,0.318,0.343,0.025,0.258,0.246,0.245,0.259,0.014,0.434,0.43,0.4,0.467,0.067,50.0,40.099,39.419,50.863,11.444,90.3,90.186,88.958,91.528,2.57,13.0,16.136,13.939,15.197,1.258,26.2,24.073,22.101,28.538,6.437,7.1,9.754,8.978,7.714,-1.264
824491,2026-07-12,Chicago Cubs @ Cincinnati Reds,home,Andrew Abbott,Chicago Cubs,9,0.336,0.326,0.318,0.344,0.026,0.26,0.244,0.245,0.259,0.014,0.431,0.4,0.4,0.431,0.031,39.3,39.259,39.419,39.14,-0.279,89.9,88.505,88.958,89.447,0.489,16.7,16.01,13.939,18.771,4.832,18.5,20.375,22.101,17.055,-5.046,10.3,11.128,8.978,12.767,3.789
824574,2026-07-12,Athletics @ Chicago White Sox,away,J.T. Ginn,Chicago White Sox,9,0.312,0.339,0.318,0.333,0.015,0.238,0.253,0.245,0.246,0.001,0.37,0.435,0.4,0.402,0.002,34.7,41.873,39.419,36.86,-2.559,87.0,89.012,88.958,87.054,-1.904,9.7,15.06,13.939,10.821,-3.118,20.9,22.575,22.101,21.348,-0.753,10.5,9.848,8.978,11.517,2.539
824574,2026-07-12,Athletics @ Chicago White Sox,home,Noah Schultz,Athletics,9,0.372,0.317,0.318,0.371,0.053,0.258,0.255,0.245,0.269,0.024,0.466,0.408,0.4,0.475,0.075,37.6,38.167,39.419,36.406,-3.013,88.6,88.736,88.958,88.378,-0.58,18.1,11.828,13.939,15.989,2.05,20.5,18.938,22.101,17.566,-4.535,13.8,7.702,8.978,11.839,2.861
824814,2026-07-12,Kansas City Royals @ Baltimore Orioles,away,Seth Lugo,Baltimore Orioles,9,0.355,0.332,0.318,0.371,0.053,0.282,0.248,0.245,0.285,0.04,0.487,0.425,0.4,0.517,0.117,42.9,44.98,39.419,48.952,9.533,90.5,90.574,88.958,92.116,3.158,15.2,14.34,13.939,15.601,1.662,18.6,24.748,22.101,20.828,-1.273,7.4,10.547,8.978,8.693,-0.285
824814,2026-07-12,Kansas City Royals @ Baltimore Orioles,home,Shane Baz,Kansas City Royals,9,0.328,0.324,0.318,0.334,0.016,0.261,0.252,0.245,0.268,0.023,0.414,0.419,0.4,0.434,0.034,41.2,45.136,39.419,47.175,7.756,90.2,90.455,88.958,91.697,2.739,13.9,16.789,13.939,16.75,2.811,19.6,21.542,22.101,19.104,-2.997,9.1,8.65,8.978,8.768,-0.21
