game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS
822712,2026-07-06,Houston Astros @ Washington Nationals,away,Mike Burrows,R,Washington Nationals,9,5,2,2,7,0,171,False,True,0.791,0.789,0.913,0.874,0.93,0.209
822712,2026-07-06,Houston Astros @ Washington Nationals,home,Miles Mikolas,R,Houston Astros,9,2,7,0,2,0,154,False,True,0.77,0.763,0.799,0.769,0.829,0.108
822958,2026-07-06,New York Yankees @ Tampa Bay Rays,away,Cam Schlittler,R,Tampa Bay Rays,9,4,4,1,5,0,168,False,True,0.781,0.773,0.586,0.61,0.649,-0.072
822958,2026-07-06,New York Yankees @ Tampa Bay Rays,home,Griffin Jax,R,New York Yankees,9,6,3,0,6,0,100,False,True,0.746,0.749,0.769,0.761,0.771,0.05
823036,2026-07-06,Milwaukee Brewers @ St. Louis Cardinals,away,Shane Drohan,L,St. Louis Cardinals,9,4,5,0,5,1,81,False,True,0.727,0.732,0.675,0.674,0.699,-0.022
823036,2026-07-06,Milwaukee Brewers @ St. Louis Cardinals,home,Dustin May,R,Milwaukee Brewers,9,6,3,0,6,0,134,False,True,0.788,0.779,0.731,0.734,0.778,0.057
823205,2026-07-06,Toronto Blue Jays @ San Francisco Giants,away,Kevin Gausman,R,San Francisco Giants,9,5,4,0,5,0,165,False,True,0.803,0.791,0.711,0.713,0.773,0.052
823205,2026-07-06,Toronto Blue Jays @ San Francisco Giants,home,Landen Roupp,R,Toronto Blue Jays,9,4,4,1,5,0,162,False,True,0.727,0.725,0.708,0.71,0.713,-0.008
823282,2026-07-06,Arizona Diamondbacks @ San Diego Padres,away,Brandon Pfaadt,R,San Diego Padres,9,3,6,0,3,0,85,False,True,0.688,0.691,0.741,0.755,0.73,0.009
823282,2026-07-06,Arizona Diamondbacks @ San Diego Padres,home,Walker Buehler,R,Arizona Diamondbacks,9,2,3,4,6,0,162,False,True,0.705,0.719,0.713,0.724,0.711,-0.01
823930,2026-07-06,Colorado Rockies @ Los Angeles Dodgers,away,Kyle Freeland,L,Los Angeles Dodgers,9,5,3,1,4,0,73,False,True,0.762,0.76,0.813,0.831,0.906,0.185
823930,2026-07-06,Colorado Rockies @ Los Angeles Dodgers,home,Eric Lauer,L,Colorado Rockies,9,4,4,1,5,1,54,False,True,0.734,0.74,0.804,0.77,0.804,0.083
824089,2026-07-06,Philadelphia Phillies @ Kansas City Royals,away,Cristopher Sánchez,L,Kansas City Royals,9,3,5,1,6,0,112,False,True,0.721,0.713,0.589,0.625,0.623,-0.098
824089,2026-07-06,Philadelphia Phillies @ Kansas City Royals,home,Noah Cameron,L,Philadelphia Phillies,9,5,4,0,4,0,87,False,True,0.689,0.708,0.813,0.75,0.766,0.045
824900,2026-07-06,New York Mets @ Atlanta Braves,away,Freddy Peralta,R,Atlanta Braves,9,5,3,1,6,0,149,False,True,0.759,0.758,0.762,0.764,0.787,0.066
824900,2026-07-06,New York Mets @ Atlanta Braves,home,Reynaldo López,R,New York Mets,9,4,4,1,5,0,98,False,True,0.705,0.711,0.698,0.709,0.694,-0.027
