game_pk,faced_pitcher,pitcher_side,batting_side,player_id,batting_order,PA,xwoba_raw,xwoba_shrunk,slot_weight,savant_backfill,model_tag,model_metric,snapshot_utc
824872,Nick Martinez,away,home,686948,1.0,544.0,0.366,0.35802733877759724,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Nick Martinez,away,home,660670,2.0,408.0,0.364,0.35428662632435554,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Nick Martinez,away,home,621566,3.0,632.0,0.353,0.3477617570666292,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Nick Martinez,away,home,671739,4.0,557.0,0.339,0.33529468215033886,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Nick Martinez,away,home,643289,5.0,555.0,0.305,0.3064742078973628,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Nick Martinez,away,home,642086,6.0,290.0,0.299,0.30301437480198107,4.08,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Nick Martinez,away,home,645277,7.0,621.0,0.283,0.28739057721605077,3.97,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Nick Martinez,away,home,663586,8.0,570.0,0.298,0.30048597936234717,3.87,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Nick Martinez,away,home,676551,9.0,28.0,0.368,0.32632504822478614,3.76,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Martín Pérez,home,away,650490,1.0,625.0,0.356,0.350297387824514,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Martín Pérez,home,away,668723,2.0,236.0,0.335,0.3289452564665852,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Martín Pérez,home,away,691406,3.0,635.0,0.364,0.35728653901057494,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Martín Pérez,home,away,676356,4.0,316.0,0.265,0.2769365532999342,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Martín Pérez,home,away,683748,5.0,210.0,0.32,0.31827614894442785,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Martín Pérez,home,away,802415,6.0,557.0,0.263,0.2708624142660162,4.08,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Martín Pérez,home,away,663611,7.0,52.0,0.298,0.3089579353471883,3.97,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Martín Pérez,home,away,689414,8.0,511.0,0.318,0.31745271059373587,3.87,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
824872,Martín Pérez,home,away,622761,9.0,189.0,0.297,0.30310936391962845,3.76,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
823413,Cristian Javier,away,home,656941,1.0,628.0,0.369,0.3615351733142481,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
823413,Cristian Javier,away,home,607208,2.0,628.0,0.294,0.29683737111644587,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
823413,Cristian Javier,away,home,547180,3.0,623.0,0.389,0.3787172976110272,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
823413,Cristian Javier,away,home,650333,4.0,600.0,0.306,0.30723658024681805,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
823413,Cristian Javier,away,home,664761,5.0,562.0,0.322,0.32089064376551757,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
823413,Cristian Javier,away,home,681082,6.0,545.0,0.329,0.3267761336011979,4.08,False,xw+plat_consol_v12,xwOBA,2026-09-10T22:25:54.401612+00:00
