game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,opp_xwOBA_neutral,opp_xwOBA_vs_sp,platoon_delta_sp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,starter_xwOBA,mx_xwOBA_sp,edge_xwOBA_sp,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,bullpen_xwOBA,expected_sp_ip,sp_share,bp_share,mx_xwOBA_bp,edge_xwOBA_bp,bullpen_pitchers,bullpen_relief_bf,sp_bf_per_ip,bp_bf_per_ip,opener,opener_reason,opener_confidence,pitching_basis,model_tag,model_metric,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822865,2026-08-04,2026-08-05T00:05:00Z,San Francisco Giants @ Texas Rangers,away,Blade Tidwell,Texas Rangers,9,0.32117962690683893,0.321259573785989,7.994687915008347e-05,0.30393917324266967,0.321259573785989,0.31626787355915426,0.3086675900387935,-0.00760028352036074,0.3053114786116695,0.3101302525196557,-0.006137621039498553,0.242,0.24303373173970788,0.24375020625604035,0.2412886700051842,-0.0024615362508561556,0.352,0.40207702523240374,0.3971276901680692,0.35638691631376407,-0.040740773854305135,36.4,40.721673306772914,39.30657693123688,37.71045519836598,-1.5961217328709054,86.3,89.24084993359894,88.90825455945561,86.63259537414332,-2.2756591853122927,22.2,13.010252324037186,13.956325876334835,21.253926447702348,7.2976005713675125,21.3,23.077476759628155,22.154320376525312,22.18755739855264,0.03323702202732903,6.4,8.037158034528552,8.900766093864178,5.779031925852074,-3.121734168012104,0.3037775333177937,1.0,0.10537528653808974,0.8946247134619103,0.30849530720811585,-0.007772566351038401,8.0,708.0,4.0588235294117645,4.307371249329801,True,reliever_spot_start,medium,opener_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-05T00:05:00Z,posted,posted,9,9,1,0
822865,2026-08-04,2026-08-05T00:05:00Z,San Francisco Giants @ Texas Rangers,home,MacKenzie Gore,San Francisco Giants,9,0.31686692335576483,0.3183471358391646,0.0014802124833997454,0.30663209469417185,0.3183471358391646,0.31626787355915426,0.3080853561834695,-0.008182517375684761,0.31268505193565876,0.31474075941772545,-0.0015271141414288092,0.233,0.24290350356294535,0.24375020625604035,0.2321906397515664,-0.011559566504473956,0.381,0.41497149643705467,0.3971276901680692,0.3981191542589394,0.0009914640908701977,42.4,38.11083729216152,39.30657693123688,41.11015578931004,1.803578858073159,89.4,87.55932304038004,88.90825455945561,88.05106848092443,-0.8571860785311856,16.7,15.326543942992878,13.956325876334835,18.070218066658036,4.113892190323201,26.0,23.257482185273155,22.154320376525312,27.294655242858887,5.140334866333575,8.4,6.4916567695962,8.900766093864178,6.126429600503576,-2.774336493360602,0.2976961360026309,5.333333333333334,0.5961711128054746,0.40382888719452537,0.29826000867081315,-0.018007864888341107,8.0,1066.9752966722212,4.251295336787565,4.188659209019281,False,,,starter_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-05T00:05:00Z,posted,posted,9,9,1,0
823108,2026-08-04,2026-08-05T01:40:00Z,Detroit Tigers @ Seattle Mariners,away,Troy Melton,Seattle Mariners,9,0.32251857018750585,0.3232779327373067,0.0007593625498008572,0.28588488450002925,0.3232779327373067,0.31626787355915426,0.29194941799342483,-0.024318455565729424,0.26985218709976505,0.2758334452643551,-0.04043442829479915,0.22,0.25231500664010625,0.24375020625604035,0.2277302748310918,-0.016019931424948564,0.341,0.40878034528552465,0.3971276901680692,0.3510057374326395,-0.04612195273542968,36.2,38.49941567065073,39.30657693123688,35.456632352282035,-3.8499445789548474,88.7,88.92199203187252,88.90825455945561,88.71373747241692,-0.1945170870386903,13.6,13.922629482071715,13.956325876334835,13.566303605736879,-0.3900222705979566,23.1,21.08159362549801,22.154320376525312,21.981482820164164,-0.17283755636114861,8.1,9.652749003984065,8.900766093864178,8.784330034935982,-0.11643605892819586,0.3143220008800952,5.950757575757576,0.6394701025855027,0.36052989741449726,0.320534239413866,0.00426636585471174,9.0,1278.3228700377636,3.8513513513513513,4.237546583001826,False,,,starter_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-05T01:40:00Z,posted,posted,9,9,0,0
823108,2026-08-04,2026-08-05T01:40:00Z,Detroit Tigers @ Seattle Mariners,home,Emerson Hancock,Detroit Tigers,9,0.33160218755121956,0.33177562712625275,0.0001734395750331852,0.2963204753873411,0.33177562712625275,0.31626787355915426,0.31077451939403267,-0.005493354165121589,0.2842988612563484,0.2982390589443237,-0.01802881461483058,0.249,0.2588539176626826,0.24375020625604035,0.2644290090581645,0.02067880280212417,0.424,0.42012483399734396,0.3971276901680692,0.4485532840570393,0.05142559388897011,43.9,40.85543160690572,39.30657693123688,45.62985605896978,6.323279127732896,89.8,87.8950332005312,88.90825455945561,88.7867786410756,-0.12147591838001404,13.5,16.71567065073041,13.956325876334835,16.259344774395572,2.3030188980607367,23.3,23.60871181938911,22.154320376525312,24.829603257639693,2.6752828811143807,6.2,10.449163346613545,8.900766093864178,7.278565919585728,-1.6222001742784498,0.3114526176651834,5.235416666666667,0.5572762033365948,0.4427237966634052,0.326553462968193,0.010285589409038731,8.0,936.0,3.9971346704871062,4.416166963507964,False,,,starter_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-05T01:40:00Z,posted,posted,9,9,0,0
823432,2026-08-04,2026-08-04T22:40:00Z,Washington Nationals @ Philadelphia Phillies,away,Carson Palmquist,Philadelphia Phillies,9,0.32693422759848706,0.3247998318481551,-0.0021343957503319744,0.3116657345477395,0.3247998318481551,0.31626787355915426,0.32161029939558855,0.005342425836434295,0.3365677434248013,0.34564733129443814,0.029379457735283887,0.252,0.25586640106241704,0.24375020625604035,0.2645262708003607,0.020776064544320322,0.356,0.4172045152722444,0.3971276901680692,0.37399761113122465,-0.023130079036844553,24.5,40.313492695883134,39.30657693123688,25.12761599100807,-14.178960940228812,86.1,89.83707835325366,88.90825455945561,87.02882379379803,-1.8794307656575882,19.1,13.751394422310758,13.956325876334835,18.895068545975924,4.938742669641089,20.3,22.345896414342626,22.154320376525312,20.475541090929255,-1.6787792855960575,9.5,8.428180610889774,8.900766093864178,8.995598239419891,0.09483214555571351,0.3033897894597796,2.066666666666667,0.24944109262086822,0.7505589073791318,0.31362182115455556,-0.0026460524045986977,5.0,359.0,4.775510204081633,4.283166085970429,True,repeated_short_starts,high,opener_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-04T22:40:00Z,posted,posted,9,9,0,0
823432,2026-08-04,2026-08-04T22:40:00Z,Washington Nationals @ Philadelphia Phillies,home,Jesús Luzardo,Washington Nationals,9,0.32163282954798716,0.3233765214470576,0.0017436918990704209,0.29915778597027903,0.3233765214470576,0.31626787355915426,0.30533592693263123,-0.010931946626523026,0.2966527274033209,0.30332049216982965,-0.012947381389324608,0.209,0.2559495351925631,0.24375020625604035,0.2194601337036615,-0.02429007255237886,0.308,0.4296523240371846,0.3971276901680692,0.33322510386381765,-0.06390258630425155,31.5,47.70818061088977,39.30657693123688,38.23298304179595,-1.0735938894409358,87.0,90.29660026560427,88.90825455945561,88.38834570614866,-0.5199088533069585,7.5,11.17128818061089,13.956325876334835,4.714962304276055,-9.24136357205878,29.2,20.39543160690571,22.154320376525312,26.88173651007986,4.727416133554549,7.6,7.888233731739708,8.900766093864178,6.7354400429137495,-2.165326050950428,0.3043524131844513,6.109848484848484,0.674654441990697,0.325345558009303,0.3095152432988551,-0.006752630260299153,7.0,1017.3636363636364,4.1414634146341465,4.222086786123366,False,,,starter_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-04T22:40:00Z,posted,posted,9,9,0,0
823517,2026-08-04,2026-08-04T23:05:00Z,St. Louis Cardinals @ New York Yankees,away,Hunter Dobbins,New York Yankees,9,0.3190995765604087,0.3217155128153888,0.002615936254980078,0.3132969453848721,0.3217155128153888,0.31626787355915426,0.3175417512434339,0.0012738776842796673,0.3202295775963598,0.32574545626683454,0.009477582707680288,0.242,0.24489253996447602,0.24375020625604035,0.24313413137854353,-0.0006160748774968194,0.371,0.43597720544701,0.3971276901680692,0.407293541158984,0.010165850990914771,44.4,48.66056838365896,39.30657693123688,54.9660999484666,15.659523017229716,89.4,91.69085257548845,88.90825455945561,92.18259801603283,3.2743434565772134,13.0,14.851391355831852,13.956325876334835,13.895065479497015,-0.06126039683782025,22.4,25.969745411486088,22.154320376525312,26.257736068206384,4.103415691681072,7.7,9.245293072824158,8.900766093864178,7.998048247759326,-0.902717846104852,0.3050414291019374,4.916666666666667,0.543549879431746,0.45645012056825396,0.30777261618260476,-0.008495257376549492,8.0,1135.0,4.225,4.272052363366017,False,,,starter_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-04T23:05:00Z,posted,posted,9,9,0,1
823517,2026-08-04,2026-08-04T23:05:00Z,St. Louis Cardinals @ New York Yankees,home,Ryan Weathers,St. Louis Cardinals,9,0.30755891197422436,0.31204443654261743,0.004485524568393073,0.30342112820706507,0.31204443654261743,0.31626787355915426,0.297724017249029,-0.01854385631012523,0.311905132913944,0.3077399558785022,-0.00852791768065203,0.254,0.2532698539176627,0.24375020625604035,0.26391995265641816,0.020169746400377803,0.431,0.40286241699867203,0.3971276901680692,0.4372238602977893,0.04009617012972011,42.5,42.238725099601595,39.30657693123688,45.670367579285895,6.363790648049012,89.6,89.08199203187252,88.90825455945561,89.7737374724169,0.8654829129612835,9.6,12.64390438247012,13.956325876334835,8.287578506135285,-5.668747370199551,26.1,18.71386454183267,22.154320376525312,22.046799732090832,-0.10752064443448006,6.8,7.738725099601594,8.900766093864178,5.912224871695842,-2.988541222168336,0.2906482143085629,5.386904761904763,0.600882664868874,0.399117335131126,0.28264473262496315,-0.03362314093419111,8.0,1281.4142857142856,4.1570247933884295,4.11673980852541,False,,,starter_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-04T23:05:00Z,posted,posted,9,9,0,1
823756,2026-08-04,2026-08-04T23:40:00Z,Pittsburgh Pirates @ Milwaukee Brewers,away,Jared Jones,Milwaukee Brewers,9,0.329868774767502,0.3294507136785245,-0.00041806108897746164,0.2917063184622247,0.3294507136785245,0.31626787355915426,0.3040363467076451,-0.012231526851509134,0.2890739849218033,0.3011233153928624,-0.015144558166291844,0.204,0.2563158034528553,0.24375020625604035,0.2145164293705566,-0.02923377688548376,0.353,0.4064855245683931,0.3971276901680692,0.36131801867534424,-0.03580967149272496,37.0,40.49102257636123,39.30657693123688,38.114940355815456,-1.1916365754214269,89.2,89.7590438247012,88.90825455945561,90.0507892652456,1.1425347057899842,16.7,8.445418326693227,13.956325876334835,11.18909245035839,-2.767233425976446,27.9,21.258114209827358,22.154320376525312,26.771364518255893,4.617044141730581,7.2,10.924860557768923,8.900766093864178,8.837328740742949,-0.06343735312122867,0.2950792246926427,5.147727272727273,0.5616605429805339,0.4383394570194661,0.30776892136817247,-0.00849895219098179,6.0,758.6808510638298,4.089285714285714,4.264642287517676,False,,,starter_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-04T23:40:00Z,posted,posted,9,9,0,0
823756,2026-08-04,2026-08-04T23:40:00Z,Pittsburgh Pirates @ Milwaukee Brewers,home,Logan Henderson,Pittsburgh Pirates,9,0.3380387451252654,0.33777234406284845,-0.0002664010624169322,0.2856901234801288,0.33777234406284845,0.31626787355915426,0.30522692739254487,-0.011040946166609389,0.2796609195387191,0.29867631913519926,-0.01759155442395499,0.204,0.2477128818061089,0.24375020625604035,0.20731645180790056,-0.03643375444813979,0.326,0.4033707835325365,0.3971276901680692,0.3311249220016741,-0.06600276816639511,34.3,39.835936254980076,39.30657693123688,34.761933503804094,-4.5446434274327885,87.0,88.92573705179284,88.90825455945561,87.01748249233724,-1.8907720671183768,21.3,12.777264276228419,13.956325876334835,20.120938399893582,6.164612523558747,32.0,22.470571049136787,22.154320376525312,32.456796748966866,10.302476372441554,5.3,10.197051792828685,8.900766093864178,6.071878974468051,-2.8288871193961267,0.2930127439987344,5.083333333333334,0.5484359489996774,0.4515640510003226,0.3131828066264742,-0.0030850669326800695,8.0,1269.2579417879417,3.84,4.103520880285703,False,,,starter_bullpen_sequential,woba+plat_consol_v2,wOBA,2026-08-05T06:02:44.650820+00:00,2026-08-04T23:40:00Z,posted,posted,9,9,0,0
