game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%
822710,2026-07-08,Houston Astros @ Washington Nationals,away,Spencer Arrighetti,Washington Nationals,9,0.334,0.34,0.318,0.357,0.039,0.236,0.262,0.245,0.252,0.007,0.385,0.452,0.4,0.435,0.035,30.0,43.255,39.466,32.88,-6.586,87.7,89.961,88.977,88.684,-0.293,17.6,14.356,13.977,17.979,4.002,23.9,19.613,22.094,21.216,-0.878,11.5,8.133,9.003,10.389,1.386
822710,2026-07-08,Houston Astros @ Washington Nationals,home,Foster Griffin,Houston Astros,9,0.311,0.331,0.318,0.324,0.006,0.242,0.25,0.245,0.247,0.002,0.413,0.435,0.4,0.449,0.049,37.6,39.418,39.466,37.554,-1.912,87.9,88.878,88.977,87.801,-1.176,12.4,14.851,13.977,13.274,-0.703,23.8,21.189,22.094,22.825,0.731,6.2,9.105,9.003,6.27,-2.733
822880,2026-07-08,Los Angeles Angels @ Texas Rangers,away,Walbert Ureña,Texas Rangers,9,0.282,0.321,0.318,0.285,-0.033,0.199,0.252,0.245,0.205,-0.04,0.295,0.4,0.4,0.295,-0.105,33.2,41.035,39.466,34.52,-4.946,87.0,89.403,88.977,87.426,-1.551,5.8,11.792,13.977,3.615,-10.362,22.3,20.943,22.094,21.138,-0.956,12.2,8.38,9.003,11.356,2.353
822880,2026-07-08,Los Angeles Angels @ Texas Rangers,home,MacKenzie Gore,Los Angeles Angels,9,0.305,0.319,0.318,0.306,-0.012,0.237,0.236,0.245,0.228,-0.017,0.375,0.422,0.4,0.396,-0.004,44.1,41.108,39.466,45.935,6.469,89.9,89.017,88.977,89.94,0.963,16.2,16.781,13.977,19.004,5.027,25.5,24.967,22.094,28.816,6.722,9.6,7.826,9.003,8.345,-0.658
822957,2026-07-08,New York Yankees @ Tampa Bay Rays,away,Gerrit Cole,Tampa Bay Rays,9,0.285,0.311,0.318,0.279,-0.039,0.233,0.249,0.245,0.237,-0.008,0.367,0.376,0.4,0.345,-0.055,38.7,35.299,39.466,34.614,-4.852,89.9,88.339,88.977,89.262,0.285,19.9,11.093,13.977,17.016,3.039,22.8,17.168,22.094,17.717,-4.377,5.6,8.996,9.003,5.596,-3.407
822957,2026-07-08,New York Yankees @ Tampa Bay Rays,home,Shane McClanahan,New York Yankees,9,0.32,0.323,0.318,0.325,0.007,0.247,0.247,0.245,0.249,0.004,0.413,0.408,0.4,0.421,0.021,42.0,38.488,39.466,40.959,1.493,89.9,88.664,88.977,89.587,0.61,9.3,15.406,13.977,10.729,-3.248,23.2,21.326,22.094,22.394,0.3,8.4,9.912,9.003,9.248,0.245
823032,2026-07-08,Milwaukee Brewers @ St. Louis Cardinals,away,Kyle Harrison,St. Louis Cardinals,9,0.272,0.341,0.318,0.292,-0.026,0.219,0.267,0.245,0.239,-0.006,0.334,0.433,0.4,0.362,-0.038,34.8,43.545,39.466,38.397,-1.069,88.8,90.091,88.977,89.914,0.937,14.4,11.609,13.977,12.032,-1.945,30.6,18.644,22.094,25.822,3.728,6.2,8.665,9.003,5.967,-3.036
823032,2026-07-08,Milwaukee Brewers @ St. Louis Cardinals,home,Michael McGreevy,Milwaukee Brewers,9,0.36,0.333,0.318,0.377,0.059,0.292,0.255,0.245,0.304,0.059,0.505,0.428,0.4,0.54,0.14,40.3,44.266,39.466,45.201,5.735,89.8,90.659,88.977,91.482,2.505,10.8,8.545,13.977,5.368,-8.609,15.9,22.804,22.094,16.411,-5.683,5.8,9.956,9.003,6.414,-2.589
823202,2026-07-08,Toronto Blue Jays @ San Francisco Giants,away,Dylan Cease,San Francisco Giants,9,0.265,0.323,0.318,0.269,-0.049,0.197,0.266,0.245,0.214,-0.031,0.283,0.428,0.4,0.303,-0.097,33.9,38.298,39.466,32.897,-6.569,86.0,88.99,88.977,86.013,-2.964,12.5,15.415,13.977,13.938,-0.039,36.7,18.268,22.094,30.345,8.251,11.0,6.162,9.003,7.529,-1.474
823202,2026-07-08,Toronto Blue Jays @ San Francisco Giants,home,Logan Webb,Toronto Blue Jays,9,0.31,0.303,0.318,0.295,-0.023,0.26,0.251,0.245,0.266,0.021,0.388,0.374,0.4,0.363,-0.037,42.5,35.594,39.466,38.33,-1.136,89.7,87.626,88.977,88.349,-0.628,6.1,13.252,13.977,5.375,-8.602,20.4,17.208,22.094,15.889,-6.205,6.3,7.692,9.003,5.383,-3.62
