game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822867,2026-08-03,San Francisco Giants @ Texas Rangers,away,Logan Webb,R,Texas Rangers,9,5,4,0,5,0,190,False,True,0.6941003984063745,0.7270625006949157,0.6287710491367862,0.6457535043446204,0.647292306433201,-0.07268930731405865,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,1,0
822867,2026-08-03,San Francisco Giants @ Texas Rangers,home,Cal Quantrill,R,San Francisco Giants,9,5,4,0,5,3,110,False,True,0.820636803874092,0.7371096236990762,0.7070531208499337,0.7139752310386392,0.7261925542935485,0.00621094054628879,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,1,0
823431,2026-08-03,Washington Nationals @ Philadelphia Phillies,away,Andrew Alvarez,L,Philadelphia Phillies,9,5,4,0,4,1,69,False,True,0.7886602921646747,0.7208215215225701,0.7587625498007968,0.7089406530214388,0.7329081650498943,0.012926551302634648,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,0,0
823431,2026-08-03,Washington Nationals @ Philadelphia Phillies,home,Aaron Nola,R,Washington Nationals,9,5,2,2,7,2,194,False,True,0.895285524568393,0.7693844581176955,0.8664199203187252,0.8530953679696048,0.8929424498724925,0.17296083612523283,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,0,0
823520,2026-08-03,St. Louis Cardinals @ New York Yankees,away,Michael McGreevy,R,New York Yankees,9,7,1,1,8,0,175,False,True,0.7347320053120849,0.7398176587700358,0.7195609561752988,0.7269003498973177,0.7249791211636867,0.004997507416427016,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,0,0
823520,2026-08-03,St. Louis Cardinals @ New York Yankees,home,Cam Schlittler,R,St. Louis Cardinals,9,5,4,0,5,0,208,False,True,0.7083142098273573,0.7188292780824471,0.5597737051792828,0.5849024682542552,0.5799888099444701,-0.13999280380278956,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,0,0
823757,2026-08-03,Pittsburgh Pirates @ Milwaukee Brewers,away,Bubba Chandler,R,Milwaukee Brewers,9,5,4,0,5,0,215,False,True,0.764338379814077,0.7638664370740967,0.7054693227091633,0.7057241346494957,0.7441363281601577,0.02415471441289807,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,0,0
823757,2026-08-03,Pittsburgh Pirates @ Milwaukee Brewers,home,Brandon Sproat,R,Pittsburgh Pirates,9,3,3,3,6,0,187,False,True,0.8047742363877823,0.7942902521153804,0.7818871181938911,0.7801103402169689,0.8478387475181115,0.12785713377085184,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,0,0
824160,2026-08-03,Toronto Blue Jays @ Houston Astros,away,Shane Bieber,R,Houston Astros,9,3,6,0,3,0,64,False,True,0.8097933598937583,0.7948785371563288,0.9330212483399734,0.8141031211131861,0.9043068104196404,0.1843251966723808,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,0,0
824160,2026-08-03,Toronto Blue Jays @ Houston Astros,home,Cristian Javier,R,Toronto Blue Jays,9,3,6,0,3,0,45,True,False,0.708724037184595,0.709169688826318,0.9086146082337317,0.8067278089123818,0.8013719477372494,0.08139033398998974,woba+plat_consol_v1,wOBA,2026-08-04T01:02:42.963019+00:00,posted,posted,9,9,0,0
