game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822774,2026-08-16,New York Yankees @ Toronto Blue Jays,away,Ryan Weathers,L,Toronto Blue Jays,9,2,7,0,7,3,127,False,True,0.7250264251781472,0.6954102335905251,0.6911981407702523,0.6871891315144862,0.6674063251053868,-0.051793536547504626,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,1
822774,2026-08-16,New York Yankees @ Toronto Blue Jays,home,Dylan Cease,R,New York Yankees,9,6,3,0,6,0,232,False,True,0.7318095617529882,0.7350905210764234,0.5484334661354582,0.5692714608392303,0.5737488569949045,-0.14545100465798688,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,1
822940,2026-08-16,Baltimore Orioles @ Tampa Bay Rays,away,Trevor Rogers,L,Tampa Bay Rays,9,2,6,1,7,0,129,False,True,0.7188403718459496,0.7304147677538935,0.7092111553784861,0.7164925799843491,0.7321192754438385,0.012919413790947076,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
822940,2026-08-16,Baltimore Orioles @ Tampa Bay Rays,home,Freddy Peralta,R,Baltimore Orioles,9,4,4,1,5,1,199,False,True,0.6900286852589641,0.7081661265184863,0.8045771580345285,0.7857153854032686,0.7685003872935816,0.04930052564069021,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
823182,2026-08-16,Colorado Rockies @ San Francisco Giants,away,Gabriel Hughes,R,San Francisco Giants,9,6,3,0,6,2,55,False,True,0.6582788844621514,0.7355303598802839,0.6983726427622842,0.7138164858848044,0.7190135425762579,-0.0001863190766334677,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,1,1
823182,2026-08-16,Colorado Rockies @ San Francisco Giants,home,Blade Tidwell,R,Colorado Rockies,9,5,1,3,8,2,44,True,False,0.7200191235059762,0.7690032272067723,0.7871790172642763,0.7158328030601586,0.7459774076148481,0.026777545961956695,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,1,1
823344,2026-08-16,Boston Red Sox @ Pittsburgh Pirates,away,Patrick Sandoval,L,Pittsburgh Pirates,9,1,6,2,8,2,36,True,False,0.7559981407702523,0.7335590607048339,0.7383171314741036,0.7501660924207344,0.7606340038029975,0.0414341421501061,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
823344,2026-08-16,Boston Red Sox @ Pittsburgh Pirates,home,Lake Bachar,R,Boston Red Sox,9,2,4,3,5,0,121,False,True,0.7251240371845951,0.7249828772774228,0.6547853917662682,0.669816652031087,0.6705590154145018,-0.0486408462383896,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
823590,2026-08-16,Washington Nationals @ New York Mets,away,Jake Irvin,R,New York Mets,9,4,3,2,6,0,106,False,True,0.6847822045152723,0.6955470645456132,0.7343370517928286,0.7327152754139258,0.6983222260429718,-0.02087763560991962,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
823590,2026-08-16,Washington Nationals @ New York Mets,home,Christian Scott,R,Washington Nationals,9,4,4,1,5,1,126,False,True,0.7895511288180611,0.7423779372169304,0.6773598937583002,0.6876410491961719,0.7040233056233752,-0.015176556029516175,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
823670,2026-08-16,Philadelphia Phillies @ Minnesota Twins,away,Andrew Painter,R,Minnesota Twins,9,2,4,3,5,1,136,False,True,0.7584911022576362,0.756591039755892,0.8372549800796812,0.8147378543901991,0.8521381100245808,0.13293824837168944,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
823670,2026-08-16,Philadelphia Phillies @ Minnesota Twins,home,Dean Kremer,R,Philadelphia Phillies,9,6,3,0,6,0,78,False,True,0.749640903054449,0.7531804419409399,0.7907235059760956,0.7033182361788314,0.7272199739801909,0.008020112327299489,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
823912,2026-08-16,Milwaukee Brewers @ Los Angeles Dodgers,away,Logan Henderson,R,Los Angeles Dodgers,9,5,3,1,6,1,71,False,True,0.7082148738379814,0.7765957443627632,0.6206257636122178,0.6544521054438079,0.6968039997953798,-0.022395861857511634,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
823912,2026-08-16,Milwaukee Brewers @ Los Angeles Dodgers,home,Tarik Skubal,L,Milwaukee Brewers,9,1,7,1,8,2,107,False,True,0.7114066401062417,0.7619281432420724,0.5860406374501993,0.6360629559043933,0.6723585607289094,-0.04684130092398198,xw+plat_consol_v12,xwOBA,2026-08-16T18:20:27.812545+00:00,posted,posted,9,9,0,0
