game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml
823088,2026-09-10,Texas Rangers @ Seattle Mariners,away,Jacob deGrom,R,Seattle Mariners,9,4,4,1,5,0,238,False,True,0.7182581673306773,0.7164717200478378,0.6497529880478088,0.6559779252840666,0.6510612263492709,-0.06812821204638597,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,105.0,-126.0,0.533347098905637,,
823088,2026-09-10,Texas Rangers @ Seattle Mariners,home,Logan Gilbert,R,Texas Rangers,9,5,4,0,5,0,287,False,True,0.7080236387782205,0.7156240211040519,0.6850151394422311,0.6863873511778578,0.6804019458725937,-0.03878749252306313,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,105.0,-126.0,0.533347098905637,,
823413,2026-09-10,Houston Astros @ Philadelphia Phillies,away,Cristian Javier,R,Philadelphia Phillies,9,6,3,0,6,0,103,False,True,0.7601758300132803,0.7572494594108714,0.7982839309428951,0.7904707754430896,0.8202697460146443,0.10108030761898745,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,161.0,-196.0,0.6334637673980881,,
823413,2026-09-10,Houston Astros @ Philadelphia Phillies,home,Zack Wheeler,R,Houston Astros,9,2,7,0,2,0,227,False,True,0.7590687915006641,0.7543210462193183,0.594467994687915,0.6242919169482494,0.667321399301227,-0.05186803909442983,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,161.0,-196.0,0.6334637673980881,,
823499,2026-09-10,Colorado Rockies @ New York Yankees,away,Ryan Feltner,R,New York Yankees,9,6,3,0,6,0,224,False,True,0.7286175298804781,0.732621771457406,0.8729811420982736,0.8556417778657335,0.8603967041416493,0.1412072657459924,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,260.0,-330.0,0.7342398022249692,,
823499,2026-09-10,Colorado Rockies @ New York Yankees,home,Max Fried,L,Colorado Rockies,9,4,4,1,5,0,88,False,True,0.716326427622842,0.7266708513000327,0.4908573705179284,0.5508478526424833,0.5675864988055153,-0.1516029395901416,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,260.0,-330.0,0.7342398022249692,,
824550,2026-09-10,Pittsburgh Pirates @ Chicago White Sox,away,Jared Jones,R,Chicago White Sox,9,5,3,1,6,0,137,False,True,0.7573505976095618,0.7564953592035328,0.7246382470119522,0.7262851077248892,0.7553083946143482,0.03611895621869132,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,-108.0,-112.0,0.5043297540699688,,
824550,2026-09-10,Pittsburgh Pirates @ Chicago White Sox,home,Hagen Smith,L,Pittsburgh Pirates,9,3,4,2,6,0,21,True,False,0.6999564409030544,0.7144032072649995,0.4092215139442232,0.6020509026632634,0.6051098014865087,-0.11407963690914813,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,-108.0,-112.0,0.5043297540699688,,
824872,2026-09-10,Tampa Bay Rays @ Atlanta Braves,away,Nick Martinez,R,Atlanta Braves,9,4,4,1,5,0,262,False,True,0.7472586985391767,0.745532828828889,0.6767155378486056,0.6792834072839985,0.6995350954258814,-0.019654342969775418,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,-101.0,-120.0,0.5205006473888649,,
824872,2026-09-10,Tampa Bay Rays @ Atlanta Braves,home,Martín Pérez,L,Tampa Bay Rays,9,5,4,0,4,0,154,False,True,0.6675583001328023,0.699568486646383,0.7016517928286853,0.6807104064866843,0.6782894380746172,-0.04090000032103969,xw+plat_consol_v12,xwOBA,2026-09-10T12:57:48.653225+00:00,projected,projected,0,0,0,0,xwoba_market_hybrid_v1,,,2026-09-10T12:57:48.653225+00:00,-101.0,-120.0,0.5205006473888649,,
