game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml
822850,2026-09-05,Tampa Bay Rays @ Texas Rangers,away,Drew Rasmussen,R,Texas Rangers,9,4,5,0,4,0,238,False,True,0.6884225763612218,0.7164765758994555,0.5357383798140771,0.5603814701946258,0.5594946511097441,-0.15958489146794919,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-107.0,-112.0,0.5054504229528212,,
822850,2026-09-05,Tampa Bay Rays @ Texas Rangers,home,Jacob deGrom,R,Tampa Bay Rays,9,6,3,0,6,1,238,False,True,0.7502571049136787,0.7727931922435243,0.6465019920318725,0.6557081507038109,0.6983940800024313,-0.020685462575261937,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-107.0,-112.0,0.5054504229528212,,
823094,2026-09-05,Athletics @ Seattle Mariners,away,Jeffrey Springs,L,Seattle Mariners,9,5,3,1,4,1,167,False,True,0.6257893758300134,0.6923575790819444,0.8615795484727756,0.8275671400132246,0.8180487133510765,0.0989691707733833,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,201.0,-249.0,0.6822911451173884,,
823094,2026-09-05,Athletics @ Seattle Mariners,home,George Kirby,R,Athletics,9,3,5,1,4,0,309,False,True,0.6683981407702524,0.6956698969506763,0.7693484727755644,0.7645680803085473,0.7414746030762563,0.022395060498563102,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,201.0,-249.0,0.6822911451173884,,
823257,2026-09-05,New York Yankees @ San Diego Padres,away,Carlos Rodón,L,San Diego Padres,9,2,7,0,7,1,64,False,True,0.6556334661354581,0.7241126766244443,0.595644090305445,0.6170360771966259,0.6212840943293092,-0.09779544824838404,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,105.0,-126.0,0.533347098905637,,
823257,2026-09-05,New York Yankees @ San Diego Padres,home,Robbie Ray,L,New York Yankees,9,4,4,1,5,1,169,False,True,0.7378783532536521,0.7283513496359101,0.7007516600265604,0.6904308913981996,0.7125414013984561,-0.0065381411792371225,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,105.0,-126.0,0.533347098905637,,
823335,2026-09-05,Los Angeles Angels @ Pittsburgh Pirates,away,Yusei Kikuchi,L,Pittsburgh Pirates,9,2,5,2,7,0,51,False,True,0.7661912350597609,0.7540073539843252,0.8235434262948207,0.7941949412258829,0.8333666038939376,0.11428706131624433,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,154.0,-188.0,0.6237851395130107,,
823335,2026-09-05,Los Angeles Angels @ Pittsburgh Pirates,home,Braxton Ashcraft,R,Los Angeles Angels,9,3,6,0,3,0,293,False,True,0.6786494023904382,0.6918230992498764,0.6316908366533863,0.6487138107745001,0.6303518209528426,-0.08872772162485065,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,154.0,-188.0,0.6237851395130107,,
823419,2026-09-05,Atlanta Braves @ Philadelphia Phillies,away,Martín Pérez,L,Philadelphia Phillies,9,5,4,0,4,0,154,False,True,0.7316624169986721,0.7253025092712484,0.7018972111553785,0.6811283825864437,0.7081736534388183,-0.010905889138874914,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,137.0,-166.0,0.5966152073033878,,
823419,2026-09-05,Atlanta Braves @ Philadelphia Phillies,home,Zack Wheeler,R,Atlanta Braves,9,4,4,1,5,0,227,False,True,0.7373450199203188,0.7416442653534143,0.6475543160690571,0.6599061430015587,0.6787456385170522,-0.04033390406064108,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,137.0,-166.0,0.5966152073033878,,
823577,2026-09-05,San Francisco Giants @ New York Mets,away,Anthony Molina,R,New York Mets,9,5,3,1,6,0,30,True,False,0.7472589641434262,0.7431982249693583,0.5670334661354582,0.706140396574049,0.7208789777076576,0.0017994351299643885,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,141.0,-171.0,0.6032849760653483,,
823577,2026-09-05,San Francisco Giants @ New York Mets,home,Zac Thornton,L,San Francisco Giants,9,4,5,0,5,4,86,False,True,0.6279545816733068,0.6870292201617776,0.699515272244356,0.7138397108886856,0.6931560562661528,-0.0259234863115404,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,141.0,-171.0,0.6032849760653483,,
823823,2026-09-05,Chicago Cubs @ Miami Marlins,away,Javier Assad,R,Miami Marlins,9,5,4,0,5,0,164,False,True,0.7442494023904382,0.7445044674222034,0.7009482071713148,0.7049068463276021,0.7274854735122529,0.008405930934559658,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-126.0,105.0,0.466652901094363,,
823823,2026-09-05,Chicago Cubs @ Miami Marlins,home,Ryan Gusto,R,Chicago Cubs,9,3,4,2,5,0,137,False,True,0.7745572377158034,0.7757032284445708,0.7615019920318726,0.7523296956040434,0.8075000351159861,0.08842049253829287,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-126.0,105.0,0.466652901094363,,
823904,2026-09-05,Washington Nationals @ Los Angeles Dodgers,away,Cade Cavalli,R,Los Angeles Dodgers,9,3,4,2,5,0,265,False,True,0.7227981407702523,0.7238298010072151,0.6586029216467464,0.6673068949024057,0.6681081994881016,-0.050971343089591614,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,154.0,-188.0,0.6237851395130107,,
823904,2026-09-05,Washington Nationals @ Los Angeles Dodgers,home,Tyler Glasnow,R,Washington Nationals,9,6,2,1,7,0,78,False,True,0.7567362549800797,0.7485585689125253,0.5163317397078353,0.584599966636765,0.597611222964581,-0.12146831961311222,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,154.0,-188.0,0.6237851395130107,,
824066,2026-09-05,Toronto Blue Jays @ Kansas City Royals,away,Max Scherzer,R,Kansas City Royals,9,5,4,0,5,1,95,False,True,0.7743123505976096,0.7424404785066884,0.7456374501992031,0.7501421669733274,0.7718621431729978,0.052782600595304596,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-111.0,-108.0,0.49673031650536237,,
824066,2026-09-05,Toronto Blue Jays @ Kansas City Royals,home,Seth Lugo,R,Toronto Blue Jays,9,3,6,0,3,0,252,False,True,0.7158743691899071,0.7128674571204285,0.781857636122178,0.7827958476816002,0.7833466670718136,0.06426712449412031,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-111.0,-108.0,0.49673031650536237,,
824145,2026-09-05,Arizona Diamondbacks @ Houston Astros,away,Brandon Pfaadt,R,Houston Astros,9,2,7,0,2,0,215,False,True,0.7556265604249668,0.7509656580270626,0.597333598937583,0.6346284578096689,0.6770049340895565,-0.04207460848813671,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-113.0,-106.0,0.4923674110258199,,
824145,2026-09-05,Arizona Diamondbacks @ Houston Astros,home,Ethan Pecko,R,Arizona Diamondbacks,9,3,3,3,6,0,30,True,False,0.697196812749004,0.7141799816033573,0.8429933598937582,0.7743924034503502,0.7583589968390285,0.03927945426133528,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-113.0,-106.0,0.4923674110258199,,
824310,2026-09-05,St. Louis Cardinals @ Colorado Rockies,away,Matthew Liberatore,L,Colorado Rockies,9,5,3,1,4,1,154,False,True,0.6614403718459496,0.729804287798415,0.8244438247011953,0.7928967753828842,0.8265279941856388,0.10744845160794558,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-130.0,108.0,0.45963229416466833,,
824310,2026-09-05,St. Louis Cardinals @ Colorado Rockies,home,Mason Adams,R,St. Louis Cardinals,9,4,4,1,5,2,28,True,False,0.6649444887118195,0.7104020018600249,0.9366398406374501,0.7961595594980603,0.7833016696008354,0.06422212702314212,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-130.0,108.0,0.45963229416466833,,
824389,2026-09-05,Detroit Tigers @ Cleveland Guardians,away,Framber Valdez,L,Cleveland Guardians,9,2,3,4,7,0,162,False,True,0.6789484727755645,0.7030913357193321,0.7139354581673306,0.7128153535691405,0.6976568741464061,-0.02142266843128715,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,134.0,-163.0,0.5918810713509823,,
824389,2026-09-05,Detroit Tigers @ Cleveland Guardians,home,Parker Messick,L,Detroit Tigers,9,3,6,0,6,2,183,False,True,0.6783229747675963,0.6923922988627231,0.6189096945551128,0.6132654247788634,0.5962144635188996,-0.12286507905879362,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,134.0,-163.0,0.5918810713509823,,
824468,2026-09-05,Milwaukee Brewers @ Cincinnati Reds,away,Dustin May,R,Cincinnati Reds,9,4,4,1,5,1,224,False,True,0.6615203187250996,0.7271418630380382,0.7092233731739708,0.733564738634177,0.7373076162762656,0.018228073698572378,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,1,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-156.0,129.0,0.4174548300828387,,
824468,2026-09-05,Milwaukee Brewers @ Cincinnati Reds,home,Andrew Abbott,L,Milwaukee Brewers,9,3,5,1,6,0,174,False,True,0.7197694555112881,0.7326574036336299,0.7415203187250996,0.7350982096558176,0.7548427459675328,0.035763203389839515,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,1,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,-156.0,129.0,0.4174548300828387,,
824553,2026-09-05,Minnesota Twins @ Chicago White Sox,away,Taj Bradley,R,Chicago White Sox,9,5,3,1,6,0,277,False,True,0.7485742363877822,0.7530244233627048,0.688,0.6925848709138726,0.7166671236406725,-0.0024124189370207105,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,104.0,-126.0,0.532129844319311,,
824553,2026-09-05,Minnesota Twins @ Chicago White Sox,home,Anthony Kay,L,Minnesota Twins,9,2,5,2,7,1,168,False,True,0.6999367861885791,0.7376539532345102,0.7936605577689244,0.793273785543662,0.813891940577961,0.09481239800026775,xw+plat_consol_v12,xwOBA,2026-09-06T07:01:10.959162+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-06T07:01:10.959162+00:00,104.0,-126.0,0.532129844319311,,
