game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,starter_xwOBA,bullpen_xwOBA,expected_sp_ip,bullpen_pitchers,bullpen_relief_bf,opener,opener_reason,opener_confidence,pitching_basis,model_tag,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822706,2026-07-26,2026-07-26T17:35:00Z,Arizona Diamondbacks @ Washington Nationals,away,Kohl Drake,Washington Nationals,9,0.31314866068797265,0.33422697930858447,0.3167490888082717,0.33042788324995737,0.013678794441685682,0.286,0.2458613545816733,0.24409558804788326,0.28806889945329484,0.04397331140541158,0.415,0.4467965471447543,0.39883200937954005,0.46490894086843837,0.06607693148889832,46.2,42.43928286852589,39.38736501355175,49.77979278002713,10.392427766475379,87.7,88.78831341301462,88.93483436281298,87.55347905020164,-1.3813553126113334,19.0,13.69237715803453,13.963981239963637,18.728395918070895,4.764414678107258,23.8,23.846347941567068,22.16551999524226,25.604771786590934,3.439251791348674,9.5,8.65003984063745,8.935050083685207,9.19696898354296,0.2619188998577542,0.3195986728961982,0.3050861454276907,5.0,8.0,1116.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T17:35:00Z,posted,posted,9,9,0,0
822706,2026-07-26,2026-07-26T17:35:00Z,Arizona Diamondbacks @ Washington Nationals,home,Miles Mikolas,Arizona Diamondbacks,9,0.324818508293847,0.32383754938939896,0.3167490888082717,0.3320875526997022,0.01533846389143051,0.283,0.2569468791500664,0.24409558804788326,0.2978995539452536,0.053803965897370326,0.489,0.43304727755644096,0.39883200937954005,0.5309506602906152,0.13211865091107516,41.6,39.85859229747676,39.38736501355175,42.09769907188602,2.7103340583342685,89.9,88.74286852589641,88.93483436281298,89.70803416308343,0.7731998002704472,11.5,14.184143426294822,13.963981239963637,11.720162186331187,-2.24381905363245,12.2,19.132058432934926,22.16551999524226,10.530369372426492,-11.635150622815768,4.8,10.495378486055778,8.935050083685207,5.638224325687239,-3.2968257579979676,0.33281375513097045,0.3148711752159714,4.989583333333334,7.0,418.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T17:35:00Z,posted,posted,9,9,0,0
822870,2026-07-26,2026-07-26T18:35:00Z,Seattle Mariners @ Texas Rangers,away,Logan Gilbert,Texas Rangers,9,0.30762014274268135,0.3173907888469417,0.3167490888082717,0.3082433485054394,-0.008505740302832299,0.238,0.2483495351925631,0.24409558804788326,0.2421477170010758,-0.0019478710468074645,0.402,0.3974557768924303,0.39883200937954005,0.4006128358637041,0.0017808264841640553,42.8,39.0532802124834,39.38736501355175,42.436969127515745,3.0496041139639942,90.3,88.7253652058433,88.93483436281298,90.09053084303031,1.1556964802173297,17.9,13.194661354581672,13.963981239963637,17.130680114618034,3.166698874654397,27.3,21.270916334661354,22.16551999524226,26.198167968127933,4.032647972885673,5.3,7.557025232403719,8.935050083685207,4.482597563148792,-4.452452520536415,0.30576020870430903,0.3122399789025092,6.416666666666667,7.0,925.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T18:35:00Z,posted,posted,9,9,0,0
822870,2026-07-26,2026-07-26T18:35:00Z,Seattle Mariners @ Texas Rangers,home,Jacob deGrom,Seattle Mariners,9,0.30433709132612946,0.32761754899817797,0.3167490888082717,0.31477966457498907,-0.001969424233282613,0.231,0.24672828685258966,0.24409558804788326,0.23349145602651322,-0.010604132021370033,0.398,0.4138387782204515,0.39883200937954005,0.41297546299750226,0.01414345361796221,45.2,39.507038512616205,39.38736501355175,45.337334451183835,5.949969437632085,90.9,89.23258964143426,88.93483436281298,91.19775527862129,2.2629209158083086,16.0,13.391474103585656,13.963981239963637,15.427492863622021,1.463511623658384,30.2,23.059734395750336,22.16551999524226,31.418346102466373,9.252826107224113,5.7,8.771102257636123,8.935050083685207,5.59541159817491,-3.3396384855102967,0.30146618905587375,0.30920743932994044,5.662280701754385,9.0,1105.665541731567,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T18:35:00Z,posted,posted,9,9,0,0
822950,2026-07-26,2026-07-26T16:15:00Z,Cleveland Guardians @ Tampa Bay Rays,away,Parker Messick,Tampa Bay Rays,9,0.2990658854636867,0.3151261528702344,0.3167490888082717,0.29753355343650995,-0.01921553537176174,0.228,0.2515046480743692,0.24409558804788326,0.23492050888567234,-0.009175079162210914,0.343,0.37316812749003986,0.39883200937954005,0.3209287738168437,-0.07790323556269635,33.1,34.445338645418325,39.38736501355175,28.94686427414136,-10.440500739410389,87.2,87.72916334661355,88.93483436281298,85.99432898380059,-2.940505379012393,14.8,10.97104913678619,13.963981239963637,11.807067896822552,-2.1569133431410847,24.8,16.942895086321386,22.16551999524226,18.956640684764498,-3.208879310477762,7.7,7.932616201859229,8.935050083685207,6.836127854039238,-2.098922229645969,0.2940892645593888,0.30943473372895836,6.081250000000001,8.0,1087.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T16:15:00Z,posted,posted,9,9,0,0
822950,2026-07-26,2026-07-26T16:15:00Z,Cleveland Guardians @ Tampa Bay Rays,home,Drew Rasmussen,Cleveland Guardians,9,0.30329607604623576,0.3169645653563604,0.3167490888082717,0.30350240084344726,-0.013246687964824422,0.238,0.2458268260292165,0.24409558804788326,0.239688005272248,-0.004407582775635244,0.369,0.37036254980079686,0.39883200937954005,0.3426600113895092,-0.056171997990030864,33.9,34.09065073041169,39.38736501355175,29.341212832169184,-10.046152181382567,87.6,87.61266932270917,88.93483436281298,86.27783495989618,-2.656999402916796,11.4,15.132403718459496,13.963981239963637,12.568422478495862,-1.3955587614677754,24.8,18.79848605577689,22.16551999524226,21.032777678273977,-1.132742316968283,4.3,10.027915006640105,8.935050083685207,4.825942118364473,-4.109107965320733,0.29748131232939135,0.3109030166566858,5.1008771929824555,8.0,1151.9594746716698,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T16:15:00Z,posted,posted,9,9,0,0
823028,2026-07-26,2026-07-26T18:15:00Z,Cincinnati Reds @ St. Louis Cardinals,away,Andrew Abbott,St. Louis Cardinals,9,0.32184246709064923,0.3302336748378514,0.3167490888082717,0.33554388751709596,0.01879479870882428,0.256,0.2557559096945551,0.24409558804788326,0.268228989329223,0.024133401281339756,0.415,0.4156783532536521,0.39883200937954005,0.43252926681745707,0.033697257437917016,38.5,43.947197875166,39.38736501355175,42.95710356891726,3.569738555365511,89.8,89.89314741035858,88.93483436281298,90.75831304754558,1.8234786847326063,16.6,12.751341301460823,13.963981239963637,15.387360061497187,1.42337882153355,18.7,19.63652058432935,22.16551999524226,16.56640290892239,-5.599117086319868,10.4,7.92132802124834,8.935050083685207,9.220072707975786,0.2850226242905798,0.3243883591965991,0.31823917570746774,5.273809523809524,8.0,984.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T18:15:00Z,posted,posted,9,9,0,0
823028,2026-07-26,2026-07-26T18:15:00Z,Cincinnati Reds @ St. Louis Cardinals,home,Kyle Leahy,Cincinnati Reds,9,0.33018778274642846,0.31866054151417283,0.3167490888082717,0.3321803325376867,0.015431243729415012,0.272,0.24817423638778222,0.24409558804788326,0.2765449094648728,0.03244932141698956,0.461,0.40852217795484735,0.39883200937954005,0.4722006248449472,0.07336861546540713,50.3,36.55378486055777,39.38736501355175,46.68135017037676,7.293985156825009,91.6,89.27030544488713,88.93483436281298,91.93547108207414,3.0006367192611663,9.2,15.255830013280214,13.963981239963637,10.491848773316576,-3.4721324666470608,19.4,24.140929614873837,22.16551999524226,21.128944172258464,-1.0365758229837958,8.1,8.51652058432935,8.935050083685207,7.72058534501418,-1.214464738671027,0.33559069215454507,0.3232857308832296,5.048245614035087,7.0,1188.923076923077,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T18:15:00Z,posted,posted,9,9,0,0
823194,2026-07-26,2026-07-26T20:05:00Z,Los Angeles Angels @ San Francisco Giants,away,José Soriano,San Francisco Giants,9,0.31646039905588164,0.3233555666117158,0.3167490888082717,0.3230608556188277,0.006311766810556008,0.244,0.232739973439575,0.24409558804788326,0.2326488322604025,-0.01144675578748075,0.386,0.3856496679946879,0.39883200937954005,0.3732417868804741,-0.02559022249906595,37.6,35.80953519256308,39.38736501355175,34.18452904318712,-5.202835970364632,88.7,88.84435590969457,88.93483436281298,88.60952154688158,-0.3253128159313974,6.8,12.34483399734396,13.963981239963637,5.180852757380322,-8.783128482583315,24.8,23.698193891102257,22.16551999524226,26.51483965300551,4.34931965776325,11.0,9.285019920318724,8.935050083685207,11.430850209782028,2.495800126096821,0.3200486833452691,0.31118351039501774,5.357142857142857,8.0,1284.0526315789473,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T20:05:00Z,posted,posted,9,9,0,0
823194,2026-07-26,2026-07-26T20:05:00Z,Los Angeles Angels @ San Francisco Giants,home,Carson Whisenhunt,Los Angeles Angels,9,0.31794939423194063,0.32766031940497337,0.3167490888082717,0.3289019724117195,0.012152883603447795,0.267,0.2388143426294821,0.24409558804788326,0.2612231953555978,0.017127607307714537,0.453,0.4101314741035857,0.39883200937954005,0.4658341191268869,0.06700210974734683,41.2,39.95330677290837,39.38736501355175,41.79198680788802,2.404621794336272,89.3,88.4649667994688,88.93483436281298,88.83013243665582,-0.104701926157162,15.8,15.368818061088977,13.963981239963637,17.20483682112534,3.2408555811617035,13.0,24.512191235059767,22.16551999524226,14.376314479614091,-7.7892055156281685,13.0,8.74042496679947,8.935050083685207,12.716831299677388,3.781781215992181,0.32239035741298033,0.3114898114231556,5.333333333333333,7.0,828.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-26T19:37:58.278863+00:00,2026-07-26T20:05:00Z,posted,posted,9,9,0,0
