game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%
822711,2026-07-11,New York Yankees @ Washington Nationals,away,Cam Schlittler,Washington Nationals,9,0.267,0.333,0.318,0.28,-0.038,0.216,0.258,0.245,0.227,-0.018,0.351,0.432,0.4,0.379,-0.021,38.8,39.541,39.41,38.929,-0.481,87.7,89.123,88.954,87.869,-1.085,12.5,13.733,13.94,12.293,-1.647,29.6,19.094,22.115,25.557,3.442,4.8,8.504,8.995,4.538,-4.457
822711,2026-07-11,New York Yankees @ Washington Nationals,home,PJ Poulin,New York Yankees,9,0.358,0.322,0.318,0.363,0.045,0.259,0.243,0.245,0.257,0.012,0.451,0.413,0.4,0.466,0.066,45.6,40.455,39.41,46.809,7.399,91.4,89.212,88.954,91.658,2.704,13.4,15.385,13.94,14.845,0.905,15.1,22.895,22.115,15.633,-6.482,13.7,10.027,8.995,15.272,6.277
822875,2026-07-11,Houston Astros @ Texas Rangers,away,Peter Lambert,Texas Rangers,9,0.293,0.327,0.318,0.301,-0.017,0.209,0.256,0.245,0.218,-0.027,0.357,0.411,0.4,0.367,-0.033,38.2,43.366,39.41,42.035,2.625,89.1,89.865,88.954,90.011,1.057,18.3,12.513,13.94,16.873,2.933,22.4,21.728,22.115,22.008,-0.107,9.7,8.69,8.995,9.371,0.376
822875,2026-07-11,Houston Astros @ Texas Rangers,home,Kumar Rocker,Houston Astros,9,0.33,0.327,0.318,0.339,0.021,0.264,0.251,0.245,0.27,0.025,0.422,0.426,0.4,0.449,0.049,42.5,38.354,39.41,41.361,1.951,89.2,88.652,88.954,88.898,-0.056,11.5,14.396,13.94,11.956,-1.984,20.4,20.305,22.115,18.73,-3.385,8.8,8.881,8.995,8.688,-0.307
822953,2026-07-11,Seattle Mariners @ Tampa Bay Rays,away,Logan Gilbert,Tampa Bay Rays,9,0.296,0.314,0.318,0.292,-0.026,0.235,0.251,0.245,0.241,-0.004,0.392,0.377,0.4,0.369,-0.031,42.8,35.392,39.41,38.436,-0.974,90.3,88.424,88.954,89.77,0.816,18.2,10.899,13.94,15.159,1.219,27.2,17.139,22.115,21.08,-1.035,5.3,9.265,8.995,5.459,-3.536
822953,2026-07-11,Seattle Mariners @ Tampa Bay Rays,home,Griffin Jax,Seattle Mariners,9,0.346,0.326,0.318,0.355,0.037,0.268,0.25,0.245,0.273,0.028,0.471,0.41,0.4,0.483,0.083,41.7,38.585,39.41,40.827,1.417,89.0,89.053,88.954,89.099,0.145,10.7,13.726,13.94,10.486,-3.454,25.6,21.683,22.115,25.1,2.985,8.3,8.693,8.995,8.021,-0.974
823030,2026-07-11,Atlanta Braves @ St. Louis Cardinals,away,Reynaldo López,St. Louis Cardinals,9,0.327,0.336,0.318,0.346,0.028,0.251,0.262,0.245,0.268,0.023,0.412,0.426,0.4,0.439,0.039,34.6,42.202,39.41,37.051,-2.359,86.8,89.574,88.954,87.42,-1.534,16.9,12.029,13.94,14.989,1.049,21.3,18.712,22.115,18.022,-4.093,10.0,8.471,8.995,9.417,0.422
823030,2026-07-11,Atlanta Braves @ St. Louis Cardinals,home,Matthew Liberatore,Atlanta Braves,9,0.357,0.328,0.318,0.368,0.05,0.279,0.256,0.245,0.292,0.047,0.473,0.431,0.4,0.51,0.11,41.6,41.157,39.41,43.444,4.034,90.6,89.601,88.954,91.247,2.293,15.7,15.017,13.94,16.777,2.837,21.0,20.198,22.115,19.18,-2.935,9.0,7.609,8.995,7.613,-1.382
823198,2026-07-11,Colorado Rockies @ San Francisco Giants,away,Kyle Freeland,San Francisco Giants,9,0.365,0.322,0.318,0.37,0.052,0.299,0.265,0.245,0.323,0.078,0.507,0.427,0.4,0.541,0.141,44.6,37.994,39.41,42.998,3.588,91.0,88.879,88.954,90.925,1.971,14.8,15.327,13.94,16.187,2.247,18.5,18.338,22.115,15.34,-6.775,4.8,6.244,8.995,3.332,-5.663
823198,2026-07-11,Colorado Rockies @ San Francisco Giants,home,Tyler Mahle,Colorado Rockies,9,0.315,0.318,0.318,0.315,-0.003,0.246,0.25,0.245,0.251,0.006,0.399,0.392,0.4,0.391,-0.009,34.8,36.837,39.41,32.528,-6.882,89.4,87.958,88.954,88.404,-0.55,12.9,14.478,13.94,13.438,-0.502,22.4,21.232,22.115,21.506,-0.609,9.4,8.416,8.995,8.795,-0.2
