game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml
822852,2026-09-04,Tampa Bay Rays @ Texas Rangers,away,Nick Martinez,R,Texas Rangers,9,4,5,0,4,0,249,False,True,0.7045399734395751,0.7179604541567893,0.6839322709163347,0.6822770178393733,0.6823889044032145,-0.0367490020321688,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,100.0,-120.0,0.5217391304347826,,
822852,2026-09-04,Tampa Bay Rays @ Texas Rangers,home,Trevor Williams,R,Tampa Bay Rays,9,6,2,1,7,0,40,True,False,0.7684501992031872,0.76592062859082,0.7864342629482072,0.7638963094910631,0.7998200059027368,0.0806820994673535,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,100.0,-120.0,0.5217391304347826,,
823093,2026-09-04,Athletics @ Seattle Mariners,away,Kade Morris,R,Seattle Mariners,9,5,2,2,7,1,36,True,False,0.7932313413014609,0.7402937017791512,1.181,0.8831025015535835,0.8919221207115833,0.17278421427619994,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,192.0,-237.0,0.6725103008629402,,
823093,2026-09-04,Athletics @ Seattle Mariners,home,Logan Gilbert,R,Athletics,9,4,4,1,5,0,277,False,True,0.6928488711819388,0.7054062753330775,0.6552154050464807,0.6606003018777599,0.6456679063397912,-0.07347000009559213,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,192.0,-237.0,0.6725103008629402,,
823256,2026-09-04,New York Yankees @ San Diego Padres,away,Max Fried,L,San Diego Padres,9,2,7,0,7,0,84,False,True,0.7794332005312085,0.7499593826665564,0.5364616201859228,0.573423072149845,0.5985253292234397,-0.12061257721194363,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,-112.0,-107.0,0.49454957704717883,,
823256,2026-09-04,New York Yankees @ San Diego Padres,home,Walker Buehler,R,New York Yankees,9,8,1,0,8,0,248,False,True,0.7503750332005312,0.7536609681949173,0.7570440903054451,0.7563458189239154,0.7723846461201644,0.05324673968478111,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,-112.0,-107.0,0.49454957704717883,,
823338,2026-09-04,Los Angeles Angels @ Pittsburgh Pirates,away,Ryan Johnson,R,Pittsburgh Pirates,9,4,3,2,6,0,132,False,True,0.7482188579017265,0.7536151529563975,0.7781274900398408,0.7652361058219972,0.7926208591366015,0.07348295270121818,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,1,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,163.0,-198.0,0.6360260888682611,,
823338,2026-09-04,Los Angeles Angels @ Pittsburgh Pirates,home,Jared Jones,R,Los Angeles Angels,9,2,6,1,3,1,123,False,True,0.6790866845397676,0.6932727713698559,0.7253171314741036,0.7164305122800769,0.6973346191948321,-0.02180328724055125,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,1,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,163.0,-198.0,0.6360260888682611,,
823418,2026-09-04,Atlanta Braves @ Philadelphia Phillies,away,Chris Sale,L,Philadelphia Phillies,9,4,5,0,5,1,153,False,True,0.7459144754316069,0.7330802348113341,0.5912446215139442,0.5903940813658468,0.6146401503121757,-0.10449775612320766,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,102.0,-123.0,0.5270012302210156,,
823418,2026-09-04,Atlanta Braves @ Philadelphia Phillies,home,Cristopher Sánchez,L,Atlanta Braves,9,3,5,1,6,1,171,False,True,0.7052618857901727,0.7238012704369446,0.6043179282868525,0.6442446521808927,0.6526888867494253,-0.06644901968595807,xw+plat_consol_v12,xwOBA,2026-09-05T01:31:43.873417+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,,,2026-09-05T01:31:43.873417+00:00,102.0,-123.0,0.5270012302210156,,
