game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822701,2026-08-08,Cincinnati Reds @ Washington Nationals,away,Chase Burns,R,Washington Nationals,9,5,2,2,7,2,175,False,True,0.767196015936255,0.7305250768201286,0.6473041168658699,0.6584337392273228,0.6539119914477544,-0.06615265437565987,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
822701,2026-08-08,Cincinnati Reds @ Washington Nationals,home,Andrew Alvarez,L,Cincinnati Reds,9,1,7,1,8,1,80,False,True,0.7552084993359893,0.7418633318592056,0.7013290836653386,0.698951888141583,0.7186036404719971,-0.0014610053514171328,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
822864,2026-08-08,Baltimore Orioles @ Texas Rangers,away,Kyle Bradish,R,Texas Rangers,9,5,4,0,5,0,206,False,True,0.694327224435591,0.724706133552506,0.7198980079681274,0.7194930475612591,0.719385772649482,-0.0006788731739322262,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
822864,2026-08-08,Baltimore Orioles @ Texas Rangers,home,Jacob deGrom,R,Baltimore Orioles,9,4,4,1,5,0,192,False,True,0.6542690571049137,0.6885177593506754,0.665796015936255,0.6724454480495176,0.6389487414893353,-0.08111590433407889,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
823021,2026-08-08,Colorado Rockies @ St. Louis Cardinals,away,Kyle Freeland,L,St. Louis Cardinals,9,3,6,0,6,0,129,False,True,0.7390887118193892,0.7211997783645704,0.866644090305445,0.8513370167877371,0.8662009205795645,0.14613627475615032,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
823021,2026-08-08,Colorado Rockies @ St. Louis Cardinals,home,Matthew Liberatore,L,Colorado Rockies,9,2,5,2,7,0,115,False,True,0.770740770252324,0.7528298580275595,0.8183075697211156,0.802841435032092,0.845958886164354,0.12589424034093977,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
823102,2026-08-08,Tampa Bay Rays @ Seattle Mariners,away,Casey Legumina,R,Seattle Mariners,9,5,3,1,6,0,96,False,True,0.7350127490039841,0.7305613893852988,0.7046169986719788,0.7185575788458476,0.7220577151650158,0.0019930693416015943,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
823102,2026-08-08,Tampa Bay Rays @ Seattle Mariners,home,George Kirby,R,Tampa Bay Rays,9,5,4,0,5,1,247,False,True,0.7427620185922975,0.752969066172109,0.7434435590969456,0.7421262554873428,0.7719245025896415,0.051859856766227286,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
823188,2026-08-08,Detroit Tigers @ San Francisco Giants,away,Jackson Jobe,R,San Francisco Giants,9,5,4,0,5,2,0,True,False,0.8497428741092637,0.7556286823215396,,0.6858066660024263,0.7145808459745019,-0.005483799848912341,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
823188,2026-08-08,Detroit Tigers @ San Francisco Giants,home,Landen Roupp,R,Detroit Tigers,9,5,4,0,5,1,211,False,True,0.8127277556440903,0.790441367781559,0.6714183266932271,0.6741494614370589,0.7358438307866956,0.015779184963281345,woba+plat_consol_v5,wOBA,2026-08-09T00:35:04.060782+00:00,posted,posted,9,9,0,0
