game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,model_tag,snapshot_utc,scheduled_start_utc
824090,2026-07-17,2026-07-18T00:10:00Z,San Diego Padres @ Kansas City Royals,away,Michael King,Kansas City Royals,9,0.329,0.324,0.318,0.335,0.017,0.25,0.252,0.245,0.257,0.012,0.403,0.414,0.4,0.417,0.017,33.4,43.927,39.395,37.242,-2.153,87.3,90.314,88.956,88.658,-0.298,14.0,16.309,13.921,16.388,2.467,20.8,21.003,22.102,19.766,-2.336,9.7,8.742,8.987,9.436,0.449,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T00:10:00Z
824090,2026-07-17,2026-07-18T00:10:00Z,San Diego Padres @ Kansas City Royals,home,Seth Lugo,San Diego Padres,9,0.357,0.319,0.318,0.358,0.04,0.281,0.248,0.245,0.284,0.039,0.488,0.401,0.4,0.489,0.089,43.4,43.225,39.395,47.619,8.224,90.7,89.479,88.956,91.223,2.267,14.9,9.364,13.921,10.343,-3.578,19.1,21.422,22.102,18.512,-3.59,7.6,8.844,8.987,7.479,-1.508,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T00:10:00Z
824170,2026-07-17,2026-07-18T00:10:00Z,Baltimore Orioles @ Houston Astros,away,Dean Kremer,Houston Astros,9,0.327,0.333,0.318,0.342,0.024,0.231,0.256,0.245,0.241,-0.004,0.506,0.433,0.4,0.548,0.148,34.5,38.598,39.395,33.802,-5.593,88.5,88.78,88.956,88.324,-0.632,15.4,14.854,13.921,16.333,2.412,27.9,19.193,22.102,24.228,2.126,4.7,9.083,8.987,4.75,-4.237,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T00:10:00Z
824170,2026-07-17,2026-07-18T00:10:00Z,Baltimore Orioles @ Houston Astros,home,Peter Lambert,Baltimore Orioles,9,0.287,0.334,0.318,0.301,-0.017,0.204,0.247,0.245,0.206,-0.039,0.347,0.425,0.4,0.369,-0.031,37.2,44.176,39.395,41.715,2.32,88.8,90.203,88.956,90.047,1.091,18.6,14.118,13.921,18.797,4.876,22.9,23.672,22.102,24.527,2.425,9.3,11.028,8.987,11.412,2.425,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T00:10:00Z
824332,2026-07-17,2026-07-18T00:40:00Z,Cincinnati Reds @ Colorado Rockies,away,Brady Singer,Colorado Rockies,9,0.358,0.316,0.318,0.356,0.038,0.273,0.249,0.245,0.277,0.032,0.478,0.395,0.4,0.472,0.072,41.8,36.312,39.395,38.529,-0.866,91.2,87.811,88.956,90.055,1.099,14.1,15.465,13.921,15.644,1.723,18.9,21.047,22.102,17.998,-4.104,7.7,7.951,8.987,6.812,-2.175,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T00:40:00Z
824332,2026-07-17,2026-07-18T00:40:00Z,Cincinnati Reds @ Colorado Rockies,home,Gabriel Hughes,Cincinnati Reds,9,0.256,0.334,0.318,0.269,-0.049,0.215,0.244,0.245,0.214,-0.031,0.28,0.43,0.4,0.301,-0.099,16.7,40.079,39.395,16.99,-22.405,87.8,90.08,88.956,88.924,-0.032,19.6,16.623,13.921,22.302,8.381,22.9,24.8,22.102,25.695,3.593,8.6,10.522,8.987,10.069,1.082,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T00:40:00Z
824414,2026-07-17,2026-07-17T23:10:00Z,Pittsburgh Pirates @ Cleveland Guardians,away,Jared Jones,Cleveland Guardians,9,0.295,0.305,0.318,0.283,-0.035,0.225,0.235,0.245,0.216,-0.029,0.388,0.357,0.4,0.346,-0.054,38.3,33.426,39.395,32.497,-6.898,89.7,87.643,88.956,88.387,-0.569,12.8,15.414,13.921,14.293,0.372,27.1,20.526,22.102,25.168,3.066,7.6,10.485,8.987,8.867,-0.12,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-17T23:10:00Z
824414,2026-07-17,2026-07-17T23:10:00Z,Pittsburgh Pirates @ Cleveland Guardians,home,Gavin Williams,Pittsburgh Pirates,9,0.324,0.326,0.318,0.332,0.014,0.244,0.252,0.245,0.251,0.006,0.433,0.406,0.4,0.439,0.039,48.6,40.504,39.395,49.968,10.573,90.9,88.725,88.956,90.669,1.713,9.1,11.127,13.921,6.306,-7.615,29.1,22.545,22.102,29.683,7.581,8.0,9.059,8.987,8.064,-0.923,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-17T23:10:00Z
824655,2026-07-17,2026-07-18T00:05:00Z,Minnesota Twins @ Chicago Cubs,away,Bailey Ober,Chicago Cubs,9,0.322,0.326,0.318,0.33,0.012,0.243,0.243,0.245,0.241,-0.004,0.45,0.401,0.4,0.451,0.051,33.5,39.446,39.395,33.543,-5.852,88.2,88.667,88.956,87.911,-1.045,23.8,16.017,13.921,25.896,11.975,17.0,20.601,22.102,15.845,-6.257,6.3,11.237,8.987,7.877,-1.11,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T00:05:00Z
824655,2026-07-17,2026-07-18T00:05:00Z,Minnesota Twins @ Chicago Cubs,home,Colin Rea,Minnesota Twins,9,0.363,0.316,0.318,0.361,0.043,0.279,0.244,0.245,0.278,0.033,0.483,0.398,0.4,0.481,0.081,41.1,37.987,39.395,39.631,0.236,89.9,88.728,88.956,89.672,0.716,11.6,16.075,13.921,13.754,-0.167,16.8,19.99,22.102,15.195,-6.907,8.6,8.792,8.987,8.413,-0.574,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T00:05:00Z
824737,2026-07-17,2026-07-17T23:10:00Z,Tampa Bay Rays @ Boston Red Sox,away,Mason Englert,Boston Red Sox,9,0.332,0.319,0.318,0.333,0.015,0.26,0.249,0.245,0.264,0.019,0.485,0.4,0.4,0.485,0.085,37.9,37.079,39.395,35.672,-3.723,89.0,88.062,88.956,88.106,-0.85,19.7,13.394,13.921,19.173,5.252,20.9,20.474,22.102,19.361,-2.741,5.2,8.079,8.987,4.675,-4.312,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-17T23:10:00Z
824737,2026-07-17,2026-07-17T23:10:00Z,Tampa Bay Rays @ Boston Red Sox,home,Eduardo Rivera,Tampa Bay Rays,9,0.196,0.325,0.318,0.2,-0.118,0.153,0.25,0.245,0.156,-0.089,0.192,0.404,0.4,0.194,-0.206,31.3,39.731,39.395,31.567,-7.828,88.8,89.549,88.956,89.393,0.437,18.4,14.016,13.921,18.495,4.574,25.0,20.042,22.102,22.67,0.568,8.3,10.062,8.987,9.293,0.306,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-17T23:10:00Z
824766,2026-07-17,2026-07-17T17:35:00Z,Tampa Bay Rays @ Boston Red Sox,away,Griffin Jax,Boston Red Sox,9,0.352,0.303,0.318,0.335,0.017,0.273,0.242,0.245,0.27,0.025,0.473,0.377,0.4,0.446,0.046,41.1,35.729,39.395,37.275,-2.12,89.1,88.015,88.956,88.159,-0.797,10.6,12.692,13.921,9.371,-4.55,24.7,20.813,22.102,23.259,1.157,8.7,7.579,8.987,7.337,-1.65,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-17T17:35:00Z
824766,2026-07-17,2026-07-17T17:35:00Z,Tampa Bay Rays @ Boston Red Sox,home,Jake Bennett,Tampa Bay Rays,9,0.268,0.323,0.318,0.272,-0.046,0.223,0.259,0.245,0.236,-0.009,0.358,0.396,0.4,0.354,-0.046,35.5,36.492,39.395,32.884,-6.511,86.9,88.654,88.956,86.598,-2.358,11.4,10.151,13.921,7.63,-6.291,19.2,17.835,22.102,15.493,-6.609,4.4,9.56,8.987,4.681,-4.306,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-17T17:35:00Z
824901,2026-07-17,2026-07-17T23:15:00Z,Texas Rangers @ Atlanta Braves,away,Cal Quantrill,Atlanta Braves,9,0.33,0.328,0.318,0.34,0.022,0.249,0.256,0.245,0.26,0.015,0.444,0.434,0.4,0.482,0.082,34.0,40.665,39.395,35.096,-4.299,87.1,89.521,88.956,87.665,-1.291,19.6,14.903,13.921,20.582,6.661,14.5,19.437,22.102,12.752,-9.35,6.7,7.399,8.987,5.516,-3.471,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-17T23:15:00Z
824901,2026-07-17,2026-07-17T23:15:00Z,Texas Rangers @ Atlanta Braves,home,Chris Sale,Texas Rangers,9,0.289,0.327,0.318,0.297,-0.021,0.233,0.263,0.245,0.25,0.005,0.348,0.424,0.4,0.369,-0.031,32.5,42.639,39.395,35.176,-4.219,87.2,89.544,88.956,87.788,-1.168,10.8,11.545,13.921,8.424,-5.497,29.0,21.237,22.102,27.865,5.763,6.2,7.148,8.987,4.931,-4.056,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-17T23:15:00Z
824981,2026-07-17,2026-07-18T01:40:00Z,Washington Nationals @ Athletics,away,Cade Cavalli,Athletics,9,0.316,0.321,0.318,0.319,0.001,0.25,0.261,0.245,0.266,0.021,0.38,0.4,0.4,0.38,-0.02,40.1,39.751,39.395,40.462,1.067,89.3,88.734,88.956,89.078,0.122,8.4,10.772,13.921,5.251,-8.67,25.4,17.874,22.102,20.541,-1.561,7.4,8.398,8.987,6.915,-2.072,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T01:40:00Z
824981,2026-07-17,2026-07-18T01:40:00Z,Washington Nationals @ Athletics,home,Gage Jump,Washington Nationals,9,0.309,0.332,0.318,0.323,0.005,0.257,0.258,0.245,0.271,0.026,0.389,0.433,0.4,0.421,0.021,40.6,39.34,39.395,40.543,1.148,90.0,89.064,88.956,90.108,1.152,16.1,13.487,13.921,15.666,1.745,23.5,19.093,22.102,20.301,-1.801,7.4,8.448,8.987,6.956,-2.031,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T01:40:00Z
825060,2026-07-17,2026-07-18T01:40:00Z,St. Louis Cardinals @ Arizona Diamondbacks,away,Michael McGreevy,Arizona Diamondbacks,9,0.353,0.322,0.318,0.357,0.039,0.287,0.257,0.245,0.301,0.056,0.492,0.393,0.4,0.483,0.083,40.4,37.299,39.395,38.251,-1.144,89.8,88.387,88.956,89.231,0.275,10.5,13.662,13.921,10.241,-3.68,16.5,17.203,22.102,12.843,-9.259,5.7,9.157,8.987,5.808,-3.179,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T01:40:00Z
825060,2026-07-17,2026-07-18T01:40:00Z,St. Louis Cardinals @ Arizona Diamondbacks,home,Merrill Kelly,St. Louis Cardinals,9,0.405,0.335,0.318,0.427,0.109,0.306,0.26,0.245,0.325,0.08,0.578,0.424,0.4,0.613,0.213,43.7,41.907,39.395,46.487,7.092,90.0,89.601,88.956,90.645,1.689,13.4,11.938,13.921,11.417,-2.504,14.4,18.723,22.102,12.198,-9.904,9.2,8.517,8.987,8.719,-0.268,xw+plat_consol_v3,2026-07-17T21:32:05.615997+00:00,2026-07-18T01:40:00Z
