game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,model_tag,snapshot_utc,scheduled_start_utc
822787,2026-07-21,2026-07-21T23:07:00Z,Tampa Bay Rays @ Toronto Blue Jays,away,Drew Rasmussen,Toronto Blue Jays,9,0.299,0.31,0.317,0.293,-0.024,0.235,0.239,0.244,0.23,-0.014,0.366,0.365,0.4,0.334,-0.066,33.8,35.127,39.409,30.127,-9.282,87.7,87.671,88.956,86.415,-2.541,11.2,13.403,13.939,10.664,-3.275,25.0,20.038,22.154,22.612,0.458,4.3,8.036,8.958,3.857,-5.101,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:07:00Z
822787,2026-07-21,2026-07-21T23:07:00Z,Tampa Bay Rays @ Toronto Blue Jays,home,Kevin Gausman,Tampa Bay Rays,9,0.31,0.314,0.317,0.307,-0.01,0.24,0.246,0.244,0.242,-0.002,0.404,0.368,0.4,0.372,-0.028,40.2,34.544,39.409,35.237,-4.172,88.9,88.106,88.956,88.05,-0.906,15.9,11.29,13.939,13.251,-0.688,24.7,17.714,22.154,19.75,-2.404,6.8,9.2,8.958,6.984,-1.974,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:07:00Z
822871,2026-07-21,2026-07-22T00:05:00Z,Chicago White Sox @ Texas Rangers,away,Noah Schultz,Texas Rangers,9,0.337,0.321,0.317,0.342,0.025,0.262,0.25,0.244,0.268,0.024,0.468,0.403,0.4,0.472,0.072,39.6,41.986,39.409,42.189,2.78,89.1,89.566,88.956,89.71,0.754,17.2,13.331,13.939,16.592,2.653,20.3,21.889,22.154,20.057,-2.097,12.6,8.901,8.958,12.52,3.562,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T00:05:00Z
822871,2026-07-21,2026-07-22T00:05:00Z,Chicago White Sox @ Texas Rangers,home,Kumar Rocker,Chicago White Sox,9,0.326,0.323,0.317,0.332,0.015,0.265,0.247,0.244,0.268,0.024,0.43,0.412,0.4,0.443,0.043,43.2,41.519,39.409,45.513,6.104,89.4,89.526,88.956,89.97,1.014,12.2,13.692,13.939,11.953,-1.986,20.5,22.681,22.154,20.988,-1.166,8.7,9.22,8.958,8.954,-0.004,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T00:05:00Z
823114,2026-07-21,2026-07-22T01:40:00Z,Cincinnati Reds @ Seattle Mariners,away,Chase Burns,Seattle Mariners,9,0.296,0.323,0.317,0.302,-0.015,0.205,0.246,0.244,0.207,-0.037,0.347,0.414,0.4,0.359,-0.041,37.4,39.636,39.409,37.615,-1.794,89.2,89.265,88.956,89.509,0.553,19.9,13.608,13.939,19.569,5.63,28.6,23.088,22.154,29.806,7.652,9.0,8.786,8.958,8.827,-0.131,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T01:40:00Z
823114,2026-07-21,2026-07-22T01:40:00Z,Cincinnati Reds @ Seattle Mariners,home,Luis Castillo,Cincinnati Reds,9,0.323,0.325,0.317,0.331,0.014,0.259,0.242,0.244,0.257,0.013,0.432,0.425,0.4,0.459,0.059,43.6,39.751,39.409,43.978,4.569,90.2,89.97,88.956,91.214,2.258,16.6,16.99,13.939,19.651,5.712,20.8,25.185,22.154,23.646,1.492,7.2,10.511,8.958,8.448,-0.51,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T01:40:00Z
823437,2026-07-21,2026-07-21T22:40:00Z,Los Angeles Dodgers @ Philadelphia Phillies,away,Justin Wrobleski,Philadelphia Phillies,9,0.315,0.324,0.317,0.322,0.005,0.264,0.256,0.244,0.277,0.033,0.416,0.428,0.4,0.445,0.045,42.9,42.458,39.409,46.219,6.81,89.9,89.938,88.956,90.882,1.926,14.8,13.1,13.939,13.961,0.022,18.3,23.896,22.154,19.739,-2.415,5.0,8.013,8.958,4.473,-4.485,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T22:40:00Z
823437,2026-07-21,2026-07-21T22:40:00Z,Los Angeles Dodgers @ Philadelphia Phillies,home,Zack Wheeler,Los Angeles Dodgers,9,0.287,0.335,0.317,0.303,-0.014,0.201,0.262,0.244,0.216,-0.028,0.311,0.426,0.4,0.331,-0.069,34.5,38.414,39.409,33.629,-5.78,86.3,89.679,88.956,87.023,-1.933,13.3,14.938,13.939,14.299,0.36,30.4,17.621,22.154,24.18,2.026,6.2,9.938,8.958,6.878,-2.08,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T22:40:00Z
823519,2026-07-21,2026-07-21T23:05:00Z,Pittsburgh Pirates @ New York Yankees,away,Bubba Chandler,New York Yankees,9,0.315,0.32,0.317,0.318,0.001,0.225,0.243,0.244,0.224,-0.02,0.367,0.417,0.4,0.383,-0.017,37.5,41.303,39.409,39.302,-0.107,89.0,89.342,88.956,89.386,0.43,17.2,15.311,13.939,18.572,4.633,20.2,23.613,22.154,21.53,-0.624,13.1,9.626,8.958,14.077,5.119,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:05:00Z
823519,2026-07-21,2026-07-21T23:05:00Z,Pittsburgh Pirates @ New York Yankees,home,Will Warren,Pittsburgh Pirates,9,0.321,0.32,0.317,0.324,0.007,0.26,0.243,0.244,0.259,0.015,0.415,0.406,0.4,0.421,0.021,40.0,41.319,39.409,41.939,2.53,90.2,89.09,88.956,90.334,1.378,13.5,12.105,13.939,11.666,-2.273,22.4,24.178,22.154,24.446,2.292,7.7,9.093,8.958,7.816,-1.142,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:05:00Z
823760,2026-07-21,2026-07-21T23:40:00Z,New York Mets @ Milwaukee Brewers,away,Zac Thornton,Milwaukee Brewers,9,0.316,0.328,0.317,0.327,0.01,0.243,0.252,0.244,0.251,0.007,0.406,0.426,0.4,0.432,0.032,38.3,43.553,39.409,42.327,2.918,90.0,90.479,88.956,91.523,2.567,14.3,9.257,13.939,9.618,-4.321,22.4,22.218,22.154,22.465,0.311,7.5,11.695,8.958,9.792,0.834,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:40:00Z
823760,2026-07-21,2026-07-21T23:40:00Z,New York Mets @ Milwaukee Brewers,home,Brandon Sproat,New York Mets,9,0.326,0.326,0.317,0.335,0.018,0.242,0.261,0.244,0.259,0.015,0.408,0.432,0.4,0.441,0.041,42.7,41.971,39.409,45.476,6.067,90.0,89.614,88.956,90.658,1.702,13.0,11.928,13.939,10.989,-2.95,24.7,21.268,22.154,23.712,1.558,11.1,8.931,8.958,11.067,2.109,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:40:00Z
824005,2026-07-21,2026-07-22T01:38:00Z,St. Louis Cardinals @ Los Angeles Angels,away,Matthew Liberatore,Los Angeles Angels,9,0.334,0.318,0.317,0.335,0.018,0.275,0.239,0.244,0.269,0.025,0.462,0.409,0.4,0.472,0.072,42.6,39.954,39.409,43.189,3.78,90.7,88.652,88.956,90.396,1.44,15.7,15.795,13.939,17.556,3.617,21.4,24.604,22.154,23.767,1.613,8.7,8.377,8.958,8.136,-0.822,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T01:38:00Z
824005,2026-07-21,2026-07-22T01:38:00Z,St. Louis Cardinals @ Los Angeles Angels,home,Walbert Ureña,St. Louis Cardinals,9,0.301,0.325,0.317,0.308,-0.009,0.197,0.256,0.244,0.207,-0.037,0.29,0.412,0.4,0.299,-0.101,32.3,41.249,39.409,33.808,-5.601,86.7,89.265,88.956,87.009,-1.947,5.7,11.832,13.939,3.593,-10.346,22.0,19.204,22.154,19.071,-3.083,13.0,8.637,8.958,12.534,3.576,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T01:38:00Z
824085,2026-07-21,2026-07-21T23:40:00Z,San Francisco Giants @ Kansas City Royals,away,Tyler Mahle,Kansas City Royals,9,0.317,0.315,0.317,0.315,-0.002,0.251,0.246,0.244,0.253,0.009,0.399,0.395,0.4,0.394,-0.006,34.9,40.497,39.409,35.864,-3.545,89.4,89.277,88.956,89.721,0.765,13.5,13.868,13.939,13.429,-0.51,21.7,21.484,22.154,21.044,-1.11,9.5,7.978,8.958,8.461,-0.497,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:40:00Z
824085,2026-07-21,2026-07-21T23:40:00Z,San Francisco Giants @ Kansas City Royals,home,Luinder Avila,San Francisco Giants,9,0.325,0.321,0.317,0.329,0.012,0.243,0.252,0.244,0.251,0.007,0.403,0.409,0.4,0.412,0.012,36.2,39.42,39.409,36.21,-3.199,88.2,88.988,88.956,88.232,-0.724,10.8,13.832,13.939,10.693,-3.246,20.2,19.834,22.154,18.085,-4.069,13.7,6.189,8.958,9.465,0.507,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:40:00Z
824165,2026-07-21,2026-07-22T00:10:00Z,Miami Marlins @ Houston Astros,away,Tyler Phillips,Houston Astros,9,0.327,0.323,0.317,0.333,0.016,0.263,0.251,0.244,0.271,0.027,0.417,0.418,0.4,0.436,0.036,43.9,37.157,39.409,41.391,1.982,90.2,88.575,88.956,89.819,0.863,9.9,14.376,13.939,10.337,-3.602,17.3,20.459,22.154,15.976,-6.178,10.8,8.482,8.958,10.226,1.268,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T00:10:00Z
824165,2026-07-21,2026-07-22T00:10:00Z,Miami Marlins @ Houston Astros,home,Tatsuya Imai,Miami Marlins,9,0.328,0.318,0.317,0.329,0.012,0.235,0.252,0.244,0.243,-0.001,0.42,0.39,0.4,0.409,0.009,45.9,39.068,39.409,45.503,6.094,90.2,88.736,88.956,89.98,1.024,11.1,12.19,13.939,9.351,-4.588,27.0,18.469,22.154,22.509,0.355,14.2,8.747,8.958,13.866,4.908,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T00:10:00Z
824329,2026-07-21,2026-07-22T00:40:00Z,Washington Nationals @ Colorado Rockies,away,Carson Palmquist,Colorado Rockies,9,0.314,0.318,0.317,0.315,-0.002,0.221,0.25,0.244,0.226,-0.018,0.359,0.396,0.4,0.355,-0.045,29.6,37.771,39.409,28.37,-11.039,89.6,88.197,88.956,88.841,-0.115,13.0,14.297,13.939,13.358,-0.581,27.9,21.54,22.154,27.127,4.973,4.7,8.571,8.958,4.497,-4.461,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T00:40:00Z
