game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,model_tag,snapshot_utc,scheduled_start_utc
824329,2026-07-21,2026-07-22T00:40:00Z,Washington Nationals @ Colorado Rockies,home,Michael Lorenzen,Washington Nationals,9,0.34,0.327,0.317,0.35,0.033,0.292,0.257,0.244,0.308,0.064,0.468,0.427,0.4,0.5,0.1,46.4,39.07,39.409,46.001,6.592,90.6,88.919,88.956,90.563,1.607,11.4,13.127,13.939,10.588,-3.351,15.8,19.081,22.154,13.608,-8.546,8.2,8.554,8.958,7.83,-1.128,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T00:40:00Z
824409,2026-07-21,2026-07-21T22:40:00Z,Minnesota Twins @ Cleveland Guardians,away,Kendry Rojas,Cleveland Guardians,9,0.314,0.311,0.317,0.308,-0.009,0.187,0.232,0.244,0.178,-0.066,0.284,0.356,0.4,0.253,-0.147,36.2,34.219,39.409,31.433,-7.976,86.1,87.643,88.956,84.787,-4.169,13.0,15.225,13.939,14.286,0.347,25.6,23.014,22.154,26.594,4.44,18.6,9.713,8.958,20.168,11.21,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T22:40:00Z
824409,2026-07-21,2026-07-21T22:40:00Z,Minnesota Twins @ Cleveland Guardians,home,Parker Messick,Minnesota Twins,9,0.298,0.318,0.317,0.299,-0.018,0.228,0.244,0.244,0.228,-0.016,0.34,0.401,0.4,0.341,-0.059,32.9,37.696,39.409,31.47,-7.939,87.2,88.738,88.956,86.982,-1.974,14.4,15.93,13.939,16.391,2.452,24.7,20.113,22.154,22.424,0.27,8.1,8.947,8.958,8.09,-0.868,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T22:40:00Z
824652,2026-07-21,2026-07-22T00:05:00Z,Detroit Tigers @ Chicago Cubs,away,Framber Valdez,Chicago Cubs,9,0.317,0.323,0.317,0.323,0.006,0.249,0.242,0.244,0.247,0.003,0.394,0.406,0.4,0.4,-0.0,41.4,40.378,39.409,42.418,3.009,89.6,89.036,88.956,89.68,0.724,7.1,16.121,13.939,9.282,-4.657,18.6,21.856,22.154,18.35,-3.804,7.7,11.394,8.958,9.794,0.836,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T00:05:00Z
824652,2026-07-21,2026-07-22T00:05:00Z,Detroit Tigers @ Chicago Cubs,home,David Peterson,Detroit Tigers,9,0.335,0.325,0.317,0.343,0.026,0.283,0.249,0.244,0.289,0.045,0.432,0.42,0.4,0.454,0.054,43.0,39.536,39.409,43.139,3.73,90.4,88.481,88.956,89.925,0.969,8.5,16.729,13.939,11.29,-2.649,18.3,21.765,22.154,17.979,-4.175,9.7,9.976,8.958,10.802,1.844,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T00:05:00Z
824735,2026-07-21,2026-07-21T23:10:00Z,Baltimore Orioles @ Boston Red Sox,away,Kyle Bradish,Boston Red Sox,9,0.309,0.316,0.317,0.308,-0.009,0.228,0.245,0.244,0.229,-0.015,0.366,0.393,0.4,0.36,-0.04,36.0,37.866,39.409,34.59,-4.819,88.0,88.53,88.956,87.574,-1.382,9.6,14.333,13.939,9.994,-3.945,23.3,21.683,22.154,22.805,0.651,11.0,7.869,8.958,9.663,0.705,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:10:00Z
824735,2026-07-21,2026-07-21T23:10:00Z,Baltimore Orioles @ Boston Red Sox,home,Eduardo Rivera,Baltimore Orioles,9,0.312,0.318,0.317,0.313,-0.004,0.178,0.224,0.244,0.163,-0.081,0.309,0.381,0.4,0.294,-0.106,39.1,39.708,39.409,39.397,-0.012,90.5,89.12,88.956,90.664,1.708,12.9,17.935,13.939,16.896,2.957,25.0,25.557,22.154,28.84,6.686,11.1,9.081,8.958,11.252,2.294,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:10:00Z
824895,2026-07-21,2026-07-21T23:15:00Z,San Diego Padres @ Atlanta Braves,away,Walker Buehler,Atlanta Braves,9,0.322,0.323,0.317,0.328,0.011,0.258,0.256,0.244,0.271,0.027,0.414,0.42,0.4,0.435,0.035,42.2,43.003,39.409,46.049,6.64,90.4,90.326,88.956,91.77,2.814,10.9,13.373,13.939,10.334,-3.605,20.9,21.061,22.154,19.869,-2.285,9.0,8.118,8.958,8.156,-0.802,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:15:00Z
824895,2026-07-21,2026-07-21T23:15:00Z,San Diego Padres @ Atlanta Braves,home,Reynaldo López,San Diego Padres,9,0.321,0.317,0.317,0.321,0.004,0.252,0.241,0.244,0.249,0.005,0.417,0.388,0.4,0.404,0.004,35.2,41.109,39.409,36.718,-2.691,87.4,89.206,88.956,87.65,-1.306,15.6,9.93,13.939,11.591,-2.348,20.8,20.36,22.154,19.116,-3.038,9.6,9.209,8.958,9.869,0.911,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-21T23:15:00Z
825056,2026-07-21,2026-07-22T01:40:00Z,Athletics @ Arizona Diamondbacks,away,Jack Perkins,Arizona Diamondbacks,9,0.317,0.318,0.317,0.318,0.001,0.238,0.245,0.244,0.239,-0.005,0.398,0.381,0.4,0.379,-0.021,39.4,36.741,39.409,36.733,-2.676,89.1,88.362,88.956,88.506,-0.45,14.9,14.388,13.939,15.349,1.41,27.3,20.529,22.154,25.298,3.144,8.7,9.048,8.958,8.787,-0.171,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T01:40:00Z
825056,2026-07-21,2026-07-22T01:40:00Z,Athletics @ Arizona Diamondbacks,home,Kohl Drake,Athletics,9,0.317,0.316,0.317,0.316,-0.001,,0.248,0.244,,,,0.393,0.4,,,,38.674,39.409,,,,88.65,88.956,,,,11.239,13.939,,,,19.911,22.154,,,,7.941,8.958,,,xw+plat_consol_v5,2026-07-21T19:56:17.349104+00:00,2026-07-22T01:40:00Z
