game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS
822884,2026-07-02,Detroit Tigers @ Texas Rangers,away,Framber Valdez,L,Texas Rangers,9,5,4,0,4,3,98,False,True,0.716,0.72,0.679,0.681,0.691,-0.055
822884,2026-07-02,Detroit Tigers @ Texas Rangers,home,Nathan Eovaldi,R,Detroit Tigers,9,5,4,0,5,0,184,False,True,0.756,0.76,0.715,0.723,0.731,-0.015
823119,2026-07-02,Los Angeles Angels @ Seattle Mariners,away,Walbert Ureña,R,Seattle Mariners,9,6,2,1,7,0,152,False,True,0.758,0.758,0.651,0.679,0.673,-0.073
823119,2026-07-02,Los Angeles Angels @ Seattle Mariners,home,Bryce Miller,R,Los Angeles Angels,9,3,6,0,3,0,75,False,True,0.703,0.708,0.583,0.63,0.606,-0.14
823442,2026-07-02,Pittsburgh Pirates @ Philadelphia Phillies,away,Jared Jones,R,Philadelphia Phillies,9,6,2,1,7,0,51,False,True,0.772,0.777,0.852,0.803,0.814,0.068
823442,2026-07-02,Pittsburgh Pirates @ Philadelphia Phillies,home,Alan Rangel,R,Pittsburgh Pirates,9,2,4,3,5,1,27,True,False,0.813,0.803,0.669,0.732,0.788,0.042
823765,2026-07-02,Cincinnati Reds @ Milwaukee Brewers,away,Chase Burns,R,Milwaukee Brewers,9,6,3,0,6,0,146,False,True,0.803,0.797,0.638,0.662,0.697,-0.049
823765,2026-07-02,Cincinnati Reds @ Milwaukee Brewers,home,Jacob Misiorowski,R,Cincinnati Reds,9,3,4,2,5,0,176,False,True,0.724,0.741,0.416,0.483,0.473,-0.273
823935,2026-07-02,San Diego Padres @ Los Angeles Dodgers,away,Randy Vásquez,R,Los Angeles Dodgers,9,5,3,1,6,0,148,False,True,0.831,0.821,0.841,0.829,0.896,0.15
823935,2026-07-02,San Diego Padres @ Los Angeles Dodgers,home,Roki Sasaki,R,San Diego Padres,9,3,6,0,3,0,142,False,True,0.66,0.676,0.789,0.77,0.705,-0.041
824093,2026-07-02,Tampa Bay Rays @ Kansas City Royals,away,Ian Seymour,L,Kansas City Royals,9,3,5,1,6,0,82,False,True,0.737,0.724,0.665,0.68,0.673,-0.073
824093,2026-07-02,Tampa Bay Rays @ Kansas City Royals,home,Stephen Kolek,R,Tampa Bay Rays,9,4,4,1,5,0,95,False,True,0.783,0.78,0.736,0.742,0.769,0.023
824335,2026-07-02,Miami Marlins @ Colorado Rockies,away,Ryan Gusto,R,Colorado Rockies,9,6,1,2,8,0,39,True,False,0.804,0.802,0.815,0.798,0.828,0.082
824335,2026-07-02,Miami Marlins @ Colorado Rockies,home,Michael Lorenzen,R,Miami Marlins,9,6,2,1,7,0,194,False,True,0.767,0.766,1.02,0.955,0.953,0.207
824416,2026-07-02,Chicago White Sox @ Cleveland Guardians,away,Davis Martin,R,Cleveland Guardians,9,6,1,2,8,1,154,False,True,0.699,0.714,0.651,0.683,0.628,-0.118
824416,2026-07-02,Chicago White Sox @ Cleveland Guardians,home,Slade Cecconi,R,Chicago White Sox,9,6,2,1,7,1,171,False,True,0.774,0.776,0.727,0.743,0.759,0.013
824906,2026-07-02,St. Louis Cardinals @ Atlanta Braves,away,Dustin May,R,Atlanta Braves,9,6,2,1,7,1,132,False,True,0.748,0.754,0.732,0.732,0.718,-0.028
824906,2026-07-02,St. Louis Cardinals @ Atlanta Braves,home,Hurston Waldrep,R,St. Louis Cardinals,9,4,5,0,4,0,6,True,False,0.78,0.772,0.75,0.746,0.772,0.026
