game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822706,2026-07-26,Arizona Diamondbacks @ Washington Nationals,away,Kohl Drake,L,Washington Nationals,9,4,5,0,5,1,12,True,False,0.7872831341301462,0.7647538367498922,1.0156905710491368,0.7439164148080187,0.8075354422238604,0.08643012769023795,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
822706,2026-07-26,Arizona Diamondbacks @ Washington Nationals,home,Miles Mikolas,R,Arizona Diamondbacks,9,3,3,3,6,0,192,False,True,0.7013917662682604,0.7205425086141416,0.8119561752988048,0.8037464209181933,0.792274129169092,0.07116881463546954,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
822870,2026-07-26,Seattle Mariners @ Texas Rangers,away,Logan Gilbert,R,Texas Rangers,9,5,4,0,5,0,214,False,True,0.730269588313413,0.7395832477512101,0.6397147410358567,0.6498479820649207,0.6638152854586693,-0.057290029074953175,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
822870,2026-07-26,Seattle Mariners @ Texas Rangers,home,Jacob deGrom,R,Seattle Mariners,9,4,4,1,5,0,177,False,True,0.706883930942895,0.7188060411575515,0.6469030544488712,0.6577321613501439,0.6513742228389611,-0.0697310916946614,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
822950,2026-07-26,Cleveland Guardians @ Tampa Bay Rays,away,Parker Messick,L,Tampa Bay Rays,9,3,6,0,6,0,135,False,True,0.7265065073041169,0.7288131828209153,0.6095211155378486,0.6119350815551878,0.6239983448386824,-0.09710696969494004,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
822950,2026-07-26,Cleveland Guardians @ Tampa Bay Rays,home,Drew Rasmussen,R,Cleveland Guardians,9,4,2,3,7,0,168,False,True,0.723522443559097,0.7236974020081081,0.6050334661354582,0.6223027529370795,0.6091372502114258,-0.11196806432219664,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823028,2026-07-26,Cincinnati Reds @ St. Louis Cardinals,away,Andrew Abbott,L,St. Louis Cardinals,9,4,5,0,5,0,144,False,True,0.7260499335989377,0.7210092584306664,0.7142653386454183,0.7076448108478639,0.7230686756170739,0.0019633610834514093,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823028,2026-07-26,Cincinnati Reds @ St. Louis Cardinals,home,Kyle Leahy,R,Cincinnati Reds,9,2,5,2,4,0,211,False,True,0.6983787516600265,0.7116582400011964,0.7337227091633466,0.7358121738512863,0.7285055108866537,0.007400196353031241,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823194,2026-07-26,Los Angeles Angels @ San Francisco Giants,away,José Soriano,R,San Francisco Giants,9,5,4,0,5,0,228,False,True,0.779332005312085,0.76862255603008,0.6338669322709164,0.6473327142577665,0.6855922598796126,-0.03551305465400989,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823194,2026-07-26,Los Angeles Angels @ San Francisco Giants,home,Carson Whisenhunt,L,Los Angeles Angels,9,1,8,0,8,0,16,True,False,0.7637495351925631,0.7493935739982253,0.7954517928286853,0.7477968686111297,0.7755734995254496,0.05446818499182715,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823354,2026-07-26,Chicago Cubs @ Pittsburgh Pirates,away,Jameson Taillon,R,Pittsburgh Pirates,9,3,4,2,5,1,156,False,True,0.8188371845949536,0.7828731087853485,0.8714023904382471,0.8412155792948718,0.906119015895384,0.18501370136176154,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,1
823354,2026-07-26,Chicago Cubs @ Pittsburgh Pirates,home,Braxton Ashcraft,R,Chicago Cubs,9,3,4,2,5,0,209,False,True,0.7567981407702523,0.7601488074344667,0.6992382470119523,0.7074882988097314,0.7424941723782259,0.021388857844603426,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,1
823433,2026-07-26,New York Yankees @ Philadelphia Phillies,away,Will Warren,R,Philadelphia Phillies,9,6,3,0,6,0,191,False,True,0.7369152722443559,0.742819486149954,0.7667322709163347,0.7708307944969096,0.7826427067053012,0.06153739217167875,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823433,2026-07-26,New York Yankees @ Philadelphia Phillies,home,Cristopher Sánchez,L,New York Yankees,9,2,6,1,7,1,134,False,True,0.7714533864541833,0.7465875365424162,0.6750828685258965,0.6950920007458575,0.7207163082554039,-0.00038900627821858436,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823599,2026-07-26,Los Angeles Dodgers @ New York Mets,away,Emmet Sheehan,R,New York Mets,9,3,4,2,5,0,176,False,True,0.6710332005312086,0.6885729416006698,0.7746956175298806,0.7682912866006586,0.7278878087707221,0.0067824942370996455,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823599,2026-07-26,Los Angeles Dodgers @ New York Mets,home,Freddy Peralta,R,Los Angeles Dodgers,9,4,3,2,6,0,184,False,True,0.7808929614873839,0.7795478215681876,0.7874318725099603,0.7843515687658814,0.8361598693162298,0.11505455478260729,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823678,2026-07-26,Athletics @ Minnesota Twins,away,Jeffrey Springs,L,Minnesota Twins,9,2,6,1,7,2,130,False,True,0.7024010624169987,0.7271699001138126,0.8716122177954848,0.8496676841537946,0.8612134113002533,0.14010809676663083,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823678,2026-07-26,Athletics @ Minnesota Twins,home,Connor Prielipp,L,Athletics,9,4,4,1,5,2,82,False,True,0.6901343957503321,0.7123812219269068,0.7296839309428951,0.7044227421734838,0.7114408306539336,-0.009664483879688879,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823755,2026-07-26,Colorado Rockies @ Milwaukee Brewers,away,Kyle Freeland,L,Milwaukee Brewers,9,2,5,2,7,2,114,False,True,0.7193237715803452,0.7607598646199004,0.9173434262948209,0.8928145310097478,0.9479750858554039,0.22686977132178143,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823755,2026-07-26,Colorado Rockies @ Milwaukee Brewers,home,Jacob Misiorowski,R,Colorado Rockies,9,4,3,2,6,1,202,False,True,0.8092236387782205,0.7979829333099832,0.4209508632138114,0.47267821858660974,0.5153821280535974,-0.20572318648002508,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
823840,2026-07-26,San Diego Padres @ Miami Marlins,away,Walker Buehler,R,Miami Marlins,9,4,4,1,5,0,196,False,True,0.7738836653386454,0.7640009042354527,0.7534252324037186,0.7508166053332702,0.7905706453552321,0.06946533082160966,xw+plat_consol_v8,2026-07-27T01:15:37.106479+00:00,posted,posted,9,9,0,0
