game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822946,2026-07-30,Texas Rangers @ Tampa Bay Rays,away,Cole Winn,R,Tampa Bay Rays,9,4,4,1,5,0,67,False,True,0.7567139442231077,0.7524442050413102,0.8076374501992032,0.7710817779890468,0.800605754992128,0.0801803236749814,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
822946,2026-07-30,Texas Rangers @ Tampa Bay Rays,home,Shane McClanahan,L,Texas Rangers,9,4,5,0,5,2,91,False,True,0.7272098273572378,0.7385802133225964,0.5619003984063745,0.599770138574759,0.6282937498804727,-0.09213168143667394,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823023,2026-07-30,Chicago Cubs @ St. Louis Cardinals,away,Javier Assad,R,St. Louis Cardinals,9,4,5,0,4,1,138,False,True,0.7088318725099602,0.7283459085875049,0.6936409030544489,0.7038340648977088,0.712978861387875,-0.007446569929271618,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823023,2026-07-30,Chicago Cubs @ St. Louis Cardinals,home,Andre Pallante,R,Chicago Cubs,9,3,4,2,5,1,237,False,True,0.8271537848605577,0.7739013333215652,0.6705314741035857,0.6782215129365604,0.7245306009524439,0.004105169635297279,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823271,2026-07-30,San Francisco Giants @ San Diego Padres,away,Robbie Ray,L,San Diego Padres,9,2,6,1,7,1,129,False,True,0.6578087649402392,0.6968956345738447,0.6885657370517929,0.6886226800822667,0.6695857176803813,-0.050839713636765316,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823271,2026-07-30,San Francisco Giants @ San Diego Padres,home,JP Sears,L,San Francisco Giants,9,5,4,0,4,2,31,True,False,0.6219102257636122,0.7124433299857336,0.6142029216467464,0.6775854714870881,0.6909650819664149,-0.029460349350731718,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823595,2026-07-30,Miami Marlins @ New York Mets,away,Eury Pérez,R,New York Mets,9,3,4,2,5,0,175,False,True,0.6673452855245684,0.6819361262016569,0.670921646746348,0.6747070130300892,0.6347321714129283,-0.08569325990421839,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823595,2026-07-30,Miami Marlins @ New York Mets,home,Nolan McLean,R,Miami Marlins,9,6,2,1,7,0,206,False,True,0.7765962815405046,0.7710659512381359,0.64787197875166,0.6590967755277073,0.6898166643656867,-0.030608766951459976,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823674,2026-07-30,Kansas City Royals @ Minnesota Twins,away,Noah Cameron,L,Minnesota Twins,9,2,4,3,7,1,122,False,True,0.7095827357237716,0.7098204130729693,0.7341739707835325,0.7254719845055465,0.7189573546174568,-0.0014680766996898464,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823674,2026-07-30,Kansas City Royals @ Minnesota Twins,home,Bailey Ober,R,Kansas City Royals,9,5,3,1,6,1,155,False,True,0.7570998671978751,0.7281977403603647,0.7450294820717133,0.7433319545184645,0.7411309029885176,0.020705471671370934,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823921,2026-07-30,Seattle Mariners @ Los Angeles Dodgers,away,Bryan Woo,R,Los Angeles Dodgers,9,4,4,1,5,1,195,False,True,0.9761707835325365,0.7918646420604486,0.655800796812749,0.6695289790831335,0.7314028905170105,0.010977459199863815,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
823921,2026-07-30,Seattle Mariners @ Los Angeles Dodgers,home,Roki Sasaki,R,Seattle Mariners,9,5,3,1,6,0,174,False,True,0.7142730411686588,0.7245725191364085,0.7819003984063745,0.7785616070240572,0.7734351434827149,0.05300971216556827,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
824488,2026-07-30,Pittsburgh Pirates @ Cincinnati Reds,away,Yohan Ramírez,R,Cincinnati Reds,9,2,6,1,3,0,122,False,True,0.7296302788844621,0.7300551259227265,0.6655126162018593,0.6848010655043089,0.7011163332090115,-0.019309098108135192,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
824488,2026-07-30,Pittsburgh Pirates @ Cincinnati Reds,home,Rhett Lowder,R,Pittsburgh Pirates,9,3,3,3,6,0,132,False,True,0.8091537848605577,0.7970306106862329,0.7929745019920319,0.7826031926523156,0.8526067402074968,0.13218130889035018,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
824568,2026-07-30,New York Yankees @ Chicago White Sox,away,Ryan Weathers,L,Chicago White Sox,9,4,4,1,5,1,111,False,True,0.7315800796812749,0.7458045402457455,0.7149505976095617,0.7019165599485382,0.7424988731768067,0.022073441859660092,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
824568,2026-07-30,New York Yankees @ Chicago White Sox,home,Sean Burke,R,New York Yankees,9,4,4,1,5,0,195,False,True,0.7033126162018593,0.7195529882278221,0.6528260292164675,0.6634829791894313,0.6573231139930402,-0.06310231732410643,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
824894,2026-07-30,Washington Nationals @ Atlanta Braves,away,Jake Irvin,R,Atlanta Braves,9,5,3,1,6,0,84,False,True,0.7797806108897742,0.7773396722367373,0.7266653386454183,0.7307956593997695,0.7767570304520085,0.056331599134861854,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
824894,2026-07-30,Washington Nationals @ Atlanta Braves,home,Grant Holmes,R,Washington Nationals,9,6,2,1,7,0,183,False,True,0.7649516600265606,0.7752233285227168,0.7228658698539177,0.7363141949279373,0.7734779711482637,0.05305253983111702,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
824974,2026-07-30,Boston Red Sox @ Athletics,away,Sonny Gray,R,Athletics,9,6,2,1,7,1,159,False,True,0.7630794156706509,0.7536602040559791,0.6873891102257635,0.6973058111274111,0.713845352121811,-0.006580079195335653,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
824974,2026-07-30,Boston Red Sox @ Athletics,home,Mason Barnett,R,Boston Red Sox,9,3,5,1,4,0,52,False,True,0.7219237715803454,0.7255033424451878,0.7620478087649403,0.7448455288091693,0.7481166227888213,0.027691191471674648,xw+plat_consol_v10,2026-07-31T01:16:26.508758+00:00,posted,posted,9,9,0,0
