game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822702,2026-07-29,Toronto Blue Jays @ Washington Nationals,away,Trey Yesavage,R,Washington Nationals,9,6,3,0,6,1,162,False,True,0.7911792828685259,0.7756421713175772,0.6354448871181939,0.6539667961996461,0.6926093089291062,-0.02867289430162412,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
822702,2026-07-29,Toronto Blue Jays @ Washington Nationals,home,Zack Littell,R,Toronto Blue Jays,9,4,5,0,4,0,199,False,True,0.7040632138114209,0.705326746082903,0.7830945551128818,0.7821306186087182,0.7661240333795524,0.04484183014882204,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
822947,2026-07-29,Texas Rangers @ Tampa Bay Rays,away,MacKenzie Gore,L,Tampa Bay Rays,9,3,6,0,6,1,125,False,True,0.7528589641434263,0.7453808408193018,0.7263346613545817,0.7068064859384734,0.7385411863895548,0.01725898315882446,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
822947,2026-07-29,Texas Rangers @ Tampa Bay Rays,home,Casey Legumina,R,Texas Rangers,9,3,6,0,3,1,86,False,True,0.7033622841965472,0.7169424130395583,0.8007521912350597,0.7372154086571613,0.7431603588493672,0.02187815561863682,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823022,2026-07-29,Chicago Cubs @ St. Louis Cardinals,away,Matthew Boyd,L,St. Louis Cardinals,9,3,6,0,6,0,56,False,True,0.6993389110225763,0.7050437788833843,0.6656090305444887,0.6872236755395118,0.680992546511003,-0.040289656719727285,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823022,2026-07-29,Chicago Cubs @ St. Louis Cardinals,home,Dustin May,R,Chicago Cubs,9,3,4,2,5,0,174,False,True,0.782137583001328,0.7780029822463103,0.6930090305444887,0.7022316407000987,0.7534655317778813,0.032183328547151,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823192,2026-07-29,Milwaukee Brewers @ San Francisco Giants,away,Thomas Pannone,L,San Francisco Giants,9,5,4,0,4,2,5,True,False,0.7140202111613877,0.718596752293165,1.201094289508632,0.7154576504153947,0.7342928878622632,0.013010684631532876,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,1
823192,2026-07-29,Milwaukee Brewers @ San Francisco Giants,home,Logan Webb,R,Milwaukee Brewers,9,5,3,1,6,0,190,False,True,0.7859625498007968,0.7746477658884043,0.6390754316069057,0.653440295273369,0.6924828974903541,-0.028799305740376258,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,1
823273,2026-07-29,Colorado Rockies @ San Diego Padres,away,Gabriel Hughes,R,San Diego Padres,9,3,5,1,4,1,40,True,False,0.6774746347941567,0.6973645673249877,0.6363498007968126,0.6797981813261538,0.659244759735841,-0.06203744349488938,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823273,2026-07-29,Colorado Rockies @ San Diego Padres,home,Kyle Hart,L,Colorado Rockies,9,4,3,2,5,1,78,False,True,0.7090316069057104,0.7282088024110993,0.6631490039840637,0.6761892902330671,0.6980168838696951,-0.023265319361035264,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823351,2026-07-29,Arizona Diamondbacks @ Pittsburgh Pirates,away,Eduardo Rodriguez,L,Pittsburgh Pirates,9,2,6,1,7,1,156,False,True,0.6937787516600266,0.7251595849026521,0.6791731739707836,0.68195408669529,0.688984594221708,-0.03229760900902234,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823351,2026-07-29,Arizona Diamondbacks @ Pittsburgh Pirates,home,Jared Jones,R,Arizona Diamondbacks,9,2,3,4,6,0,82,False,True,0.7050321381142098,0.7210513125977348,0.6512332005312086,0.6784549245360807,0.6661751263596306,-0.055107076871099725,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823596,2026-07-29,Atlanta Braves @ New York Mets,away,AJ Smith-Shawver,R,New York Mets,9,4,3,2,6,0,6,True,False,0.6719901726427623,0.6905248887528755,0.6299306772908365,0.7177754077642942,0.6769879988582534,-0.044294204372476886,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823596,2026-07-29,Atlanta Braves @ New York Mets,home,Sean Manaea,L,Atlanta Braves,9,3,5,1,6,0,136,False,True,0.7196252324037186,0.7298787436363063,0.7867468791500665,0.7741879276173256,0.7924849549026399,0.07120275167190959,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823598,2026-07-29,Atlanta Braves @ New York Mets,away,Chris Sale,L,New York Mets,9,1,7,1,8,0,112,False,True,0.7460841965471448,0.7245410992472413,0.5935747675962816,0.6048644420118553,0.6048493584433524,-0.11643284478737792,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823598,2026-07-29,Atlanta Braves @ New York Mets,home,Christian Scott,R,Atlanta Braves,9,5,3,1,6,0,106,False,True,0.7849667994687916,0.7759224572001758,0.6671155378486057,0.676479462810197,0.7172196782014928,-0.00406252502923754,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823677,2026-07-29,Kansas City Royals @ Minnesota Twins,away,Randy Dobnak,R,Minnesota Twins,9,3,3,3,6,0,29,True,False,0.7287758300132802,0.7415806663708474,0.6856579017264276,0.7019860094196623,0.7106877743684977,-0.010594428862232608,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823677,2026-07-29,Kansas City Royals @ Minnesota Twins,home,Joe Ryan,R,Kansas City Royals,9,4,4,1,5,0,202,False,True,0.7233739707835324,0.717695512980472,0.6687134130146083,0.6783105467386932,0.671089342726355,-0.050192860504375325,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823837,2026-07-29,Philadelphia Phillies @ Miami Marlins,away,Jesús Luzardo,L,Miami Marlins,9,3,5,1,6,2,137,False,True,0.7158247011952191,0.7517978862958734,0.6291806108897743,0.6594622023659572,0.700393152388663,-0.02088905084206738,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823837,2026-07-29,Philadelphia Phillies @ Miami Marlins,home,Ryan Gusto,R,Philadelphia Phillies,9,4,5,0,4,1,71,False,True,0.7363049136786189,0.7221152810609537,0.7143211155378486,0.7297298968071385,0.7333928287564558,0.012110625525725505,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823924,2026-07-29,Seattle Mariners @ Los Angeles Dodgers,away,Emerson Hancock,R,Los Angeles Dodgers,9,5,3,1,6,0,178,False,True,0.8287269588313413,0.8130388912903134,0.6136613545816734,0.6343769319814081,0.70432920681329,-0.016952996417440303,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
823924,2026-07-29,Seattle Mariners @ Los Angeles Dodgers,home,Eric Lauer,L,Seattle Mariners,9,4,4,1,5,0,71,False,True,0.7201747675962815,0.700724793779409,0.7877880478087649,0.7710592869111605,0.7663677425849581,0.045085539354227766,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
824002,2026-07-29,Houston Astros @ Los Angeles Angels,away,Hayden Wesneski,R,Los Angeles Angels,9,3,5,1,4,0,0,True,False,0.7112871181938912,0.7144407201117444,,0.7187201107348365,0.7144407201117444,-0.006841483118985914,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
824002,2026-07-29,Houston Astros @ Los Angeles Angels,home,Grayson Rodriguez,R,Houston Astros,9,3,6,0,3,1,79,False,True,0.7555606905710492,0.7706403452598393,0.89417609561753,0.8560190782053688,0.9264975282397023,0.205215325008972,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
824242,2026-07-29,Baltimore Orioles @ Detroit Tigers,away,Trevor Rogers,L,Detroit Tigers,9,4,5,0,5,4,120,False,True,0.7273930942895087,0.7169816469800662,0.6597649402390439,0.6869346093344089,0.6982912034542994,-0.02299099977643093,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
824242,2026-07-29,Baltimore Orioles @ Detroit Tigers,home,Tarik Skubal,L,Baltimore Orioles,9,3,5,1,6,2,92,False,True,0.8024775564409031,0.7242599937768035,0.6097742363877823,0.6075340211755393,0.6153584979439646,-0.10592370528676576,xw+plat_consol_v10,2026-07-30T00:13:34.128576+00:00,posted,posted,9,9,0,0
