game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,starter_rate_basis,starter_rate_bf,opp_xwOBA_neutral,opp_xwOBA_vs_sp,platoon_delta_sp,opp_xwOBA_sd,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,starter_xwOBA,mx_xwOBA_sp,edge_xwOBA_sp,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,bullpen_xwOBA,expected_sp_ip,expected_sp_ip_raw,sp_share,bp_share,mx_xwOBA_bp,edge_xwOBA_bp,bullpen_pitchers,bullpen_relief_bf,sp_bf_per_ip,bp_bf_per_ip,opener,opener_reason,opener_confidence,pitching_basis,model_tag,model_metric,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822857,2026-08-21,2026-08-22T00:15:00Z,Los Angeles Angels @ Texas Rangers,away,Reid Detmers,Texas Rangers,9,measured,579.0,0.30964488198911805,0.31431154865578476,0.004666666666666708,0.022370191649067495,0.2946227153875979,0.31431154865578476,0.3151189812091221,0.2921001206465037,-0.02301886056261837,0.28773033596599734,0.28699308161543363,-0.02812589959368844,0.214,0.22683346613545816,0.24329775409212026,0.19951833067315683,-0.04377942341896343,0.363,0.378470385126162,0.3956413883794166,0.3472456467801241,-0.0483957415992925,38.2,39.23192563081009,39.1588749922134,38.27126186324169,-0.887613128971708,90.0,88.59662682602922,88.88498899455958,89.71163783146964,0.8266488369100671,18.4,14.911500664010624,14.032418289796087,19.279082374214536,5.246664084418448,28.8,24.077131474103588,22.104882859812438,31.369602401958492,9.264719542146054,7.4,8.247888446215141,8.914001453438074,6.847023171445802,-2.066978281992272,0.3053628376718289,5.592975608237072,5.686666666666666,0.6091093858042271,0.39089061419577287,0.30005821760386714,-0.015060763605254934,8.0,346.0,4.048951048951049,4.265502096169726,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-22T00:15:00Z,posted,posted,9,9,0,0
822857,2026-08-21,2026-08-22T00:15:00Z,Los Angeles Angels @ Texas Rangers,home,MacKenzie Gore,Los Angeles Angels,9,measured,597.0,0.30943761174036644,0.31755421200597067,0.008116600265604235,0.02516163779801353,0.30198820589527536,0.31755421200597067,0.3151189812091221,0.30143244420918147,-0.013686536999940602,0.3055952627272772,0.3079568944903307,-0.007162086718791372,0.236,0.22529960159362553,0.24329775409212026,0.21854170489368144,-0.024756049198438823,0.378,0.393260026560425,0.3956413883794166,0.3757248215327877,-0.019916566846628903,42.0,39.28472775564409,39.1588749922134,42.13498385909044,2.9761088668770412,89.0,88.59035856573705,88.88498899455958,88.70536957117748,-0.1796194233820927,16.2,14.926427622841967,14.032418289796087,17.09400933304588,3.0615910432497913,25.8,26.225976095617533,22.104882859812438,30.609987284622672,8.505104424810234,8.5,8.41410358565737,8.914001453438074,8.023319364672403,-0.8906820887656703,0.29607542587644015,5.557121164070048,5.639423076923077,0.6211009822416547,0.37889901775834534,0.29073739806685245,-0.024381583142269625,9.0,1412.6455971659918,4.274463007159905,4.208922734460979,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-22T00:15:00Z,posted,posted,9,9,0,0
823101,2026-08-21,2026-08-22T02:10:00Z,Chicago Cubs @ Seattle Mariners,away,Matthew Boyd,Seattle Mariners,9,measured,354.0,0.3251992747134206,0.3230810808223183,-0.0021181938911022935,0.018456938606205908,0.32697423544262977,0.3230810808223183,0.3151189812091221,0.33592336875414797,0.020804387545025893,0.3352993350680886,0.34377133093392603,0.02865234972480396,0.267,0.24039468791500665,0.24329775409212026,0.26381411498358576,0.020516360891465496,0.448,0.38744940239043824,0.3956413883794166,0.43872389838157483,0.043082510002158236,37.9,39.64188579017264,39.1588749922134,38.36748302259182,-0.7913919696215785,88.0,89.1202390438247,88.88498899455958,88.23525004926513,-0.6497389452944446,14.6,14.187118193891102,14.032418289796087,14.754699904095016,0.7222816142989288,19.2,21.762098273572377,22.104882859812438,18.90226197996396,-3.202620879848478,7.3,10.304196547144754,8.914001453438074,8.438481324808913,-0.47552012862916015,0.3100608781759942,6.020504584274825,6.25,0.6701422887677988,0.3298577112322012,0.31997936878618183,0.004860387577059755,6.0,840.2173913043479,4.1647058823529415,4.14222917129329,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-22T02:10:00Z,projected,posted,0,9,0,0
823101,2026-08-21,2026-08-22T02:10:00Z,Chicago Cubs @ Seattle Mariners,home,Emerson Hancock,Chicago Cubs,9,measured,516.0,0.32159688940842185,0.3199910461149291,-0.0016058432934927258,0.014653203866685637,0.30593872943842165,0.3199910461149291,0.3151189812091221,0.31127437549386844,-0.003844605715253635,0.3091556787677146,0.31393554485885167,-0.001183436350270406,0.244,0.23885551128818064,0.24329775409212026,0.2395449352658189,-0.0037528188263013518,0.41,0.39337264276228423,0.3956413883794166,0.40764891709930956,0.012007528719892968,41.1,38.93181938911023,39.1588749922134,40.86168913715229,1.7028141449388912,89.5,88.45575033200531,88.88498899455958,89.07076133744575,0.1857723428861675,14.0,16.781381142098276,14.032418289796087,16.74896285230219,2.716544562506101,23.1,22.350730411686587,22.104882859812438,23.356915111666012,1.2520322518535743,6.2,11.063771580345286,8.914001453438074,7.695240364997245,-1.2187610884408286,0.3010063488115894,5.580546800855477,5.670289855072464,0.6052498369053013,0.3947501630946987,0.30719414329964617,-0.007924837909475901,7.0,1065.0,4.03125,4.290890774296494,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-22T02:10:00Z,projected,posted,0,9,0,0
823262,2026-08-21,2026-08-22T01:40:00Z,Minnesota Twins @ San Diego Padres,away,Connor Prielipp,San Diego Padres,9,measured,382.0,0.3178688483567305,0.32453843667014354,0.006669588313413022,0.022129972929046816,0.3106513375732125,0.32453843667014354,0.3151189812091221,0.317272811662192,0.002153830453069938,0.31740227825915396,0.32688998544777537,0.011771004238653293,0.237,0.2513752988047809,0.24329775409212026,0.24486845774242422,0.0015707036503039562,0.399,0.3935442231075697,0.3956413883794166,0.3968850318292169,0.0012436434498003246,41.1,41.273359893758304,39.1588749922134,43.31930097508614,4.160425982872745,90.2,89.32337317397078,88.88498899455958,90.6383841794112,1.7533951848516267,12.6,9.19128818061089,14.032418289796087,7.758869890814804,-6.2735483989812835,24.6,20.757423638778224,22.104882859812438,23.100444582870644,0.9955617230582057,9.4,8.21269588313413,8.914001453438074,8.660458684543464,-0.2535427688946097,0.3012472896110818,5.21135428590891,5.1838235294117645,0.5821141795263902,0.4178858204736098,0.3038761062625861,-0.011242874946535975,8.0,1077.7142857142858,4.357414448669202,4.302738274908923,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-22T01:40:00Z,posted,posted,9,9,0,0
823262,2026-08-21,2026-08-22T01:40:00Z,Minnesota Twins @ San Diego Padres,home,Randy Vásquez,Minnesota Twins,9,measured,474.0,0.32235896857075796,0.3200564453303861,-0.00230252324037189,0.018061063549954213,0.3152895686047238,0.3200564453303861,0.3151189812091221,0.321174630629558,0.006055649420435905,0.3563099270399167,0.3618927944192774,0.046773813210155335,0.292,0.24937981407702522,0.24329775409212026,0.2992995392917594,0.05600178519963914,0.505,0.4153030544488713,0.3956413883794166,0.5300963161507073,0.1344549277712907,44.1,40.09011952191235,39.1588749922134,45.148750347600384,5.989875355386985,91.4,89.14913678618858,88.88498899455958,91.66414779162899,2.779158797069414,16.4,16.91702523240372,14.032418289796087,19.284606942607635,5.252188652811547,15.0,20.67293492695883,22.104882859812438,14.02830432854932,-8.076578531263118,6.8,8.649296148738381,8.914001453438074,6.598070924560634,-2.3159305288774394,0.27050580678593866,4.587530244627893,4.3618421052631575,0.521930202025571,0.47806979797442894,0.2767207882347383,-0.038398192974383794,7.0,1432.475867269985,4.27027027027027,4.066599859716636,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-22T01:40:00Z,posted,posted,9,9,0,0
823420,2026-08-21,2026-08-21T22:40:00Z,St. Louis Cardinals @ Philadelphia Phillies,away,Hunter Dobbins,Philadelphia Phillies,9,measured,212.0,0.32436940659938174,0.32570273993271504,0.0013333333333332975,0.027220738536840816,0.30750501345430087,0.32570273993271504,0.3151189812091221,0.31729561539792184,0.0021766341887997642,0.30484582731061605,0.31508454625978816,-3.443494933391689e-05,0.23,0.2611423638778221,0.24329775409212026,0.24686928950917245,0.003571535417052185,0.357,0.41019601593625504,0.3956413883794166,0.3701331104136365,-0.02550827796578009,38.6,39.81654714475432,39.1588749922134,39.24828586350163,0.08941087128823,88.2,89.41819389110226,88.88498899455958,88.73320489654269,-0.15178409801688986,11.3,12.409933598937585,14.032418289796087,9.677515309141498,-4.35490298065459,23.1,19.565205843293494,22.104882859812438,20.445991858285495,-1.6588910015269427,9.9,8.882204515272242,8.914001453438074,9.864685928145063,0.9506844747069891,0.3113645155914036,5.333856186581057,5.345238095238096,0.5920672949614427,0.4079327050385573,0.3205047273603075,0.005385746151185422,9.0,1412.0,4.24,4.250256249830841,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-21T22:40:00Z,posted,posted,9,9,0,0
823420,2026-08-21,2026-08-21T22:40:00Z,St. Louis Cardinals @ Philadelphia Phillies,home,Jesús Luzardo,St. Louis Cardinals,9,measured,621.0,0.3204236455475306,0.32844144103225836,0.008017795484727752,0.02009849402982879,0.275168184331215,0.32844144103225836,0.3151189812091221,0.28460053847639055,-0.03051844273273152,0.27109001126340115,0.28255103392110476,-0.03256794728801732,0.207,0.24973917662682604,0.24329775409212026,0.2124804224135141,-0.030817331678606175,0.304,0.4290778220451527,0.3956413883794166,0.32969163927975087,-0.06594974909966572,31.8,42.47301460823374,39.1588749922134,34.49133471812976,-4.667540274083642,87.2,89.7521646746348,88.88498899455958,88.06717568007521,-0.8178133144843684,8.8,12.800743691899072,14.032418289796087,7.568325402102985,-6.464092887693102,29.8,21.336308100929617,22.104882859812438,28.76387020189338,6.658987342080941,7.4,7.42207171314741,8.914001453438074,6.161467547899856,-2.7525339055382174,0.2845020534658544,6.308896911306207,6.63,0.6959319836416958,0.30406801635830416,0.28929131716375517,-0.025827664045366905,8.0,1223.7142857142858,4.130820399113082,4.231198051250048,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-21T22:40:00Z,posted,posted,9,9,0,0
823510,2026-08-21,2026-08-21T23:05:00Z,Toronto Blue Jays @ New York Yankees,away,Mason Fluharty,New York Yankees,9,measured,213.0,0.3174522632097404,0.3222918382429409,0.004839575033200483,0.02019498280268726,0.2777358695034258,0.3222918382429409,0.3151189812091221,0.280851355991206,-0.0342676252179161,0.27692938696777064,0.2832329580619685,-0.03188602314715355,0.189,0.2473617529880478,0.24329775409212026,0.19215701965353726,-0.051140734438582997,0.314,0.4112464807436919,0.3956413883794166,0.32638495047864763,-0.06925643790076896,32.4,40.666002656042494,39.1588749922134,33.64699538272671,-5.511879609486691,86.2,88.82007968127492,88.88498899455958,86.13509068671534,-2.7498983078442336,17.3,13.085471447543163,14.032418289796087,16.353053157747077,2.3206348679509894,26.3,25.318990703851263,22.104882859812438,30.12408886010891,8.019206000296471,9.4,7.946879150066401,8.914001453438074,8.38014940886201,-0.5338520445760633,0.27800326294409783,2.2047873918274394,1.222222222222222,0.24899843796349663,0.7510015620365034,0.2800617235517442,-0.03505725765737788,6.0,1099.8759983186212,4.176470588235294,4.087119277496924,True,repeated_short_starts,high,opener_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-21T23:05:00Z,posted,posted,9,9,0,0
823510,2026-08-21,2026-08-21T23:05:00Z,Toronto Blue Jays @ New York Yankees,home,Cam Schlittler,Toronto Blue Jays,9,measured,602.0,0.3040931647772306,0.302640840740046,-0.0014523240371845936,0.013951062542928067,0.27853564183481905,0.302640840740046,0.3151189812091221,0.2680042851308162,-0.04711469607830587,0.27299700587024534,0.2621868192740102,-0.052932161935111854,0.21,0.24961513944223107,0.24329775409212026,0.21545278738175674,-0.027844966710363517,0.34,0.3683442231075697,0.3956413883794166,0.3165417965232507,-0.07909959185616589,40.1,31.251660026560426,39.1588749922134,32.00274694598008,-7.15612804623332,88.4,86.93737051792829,88.88498899455958,86.45238152336871,-2.432607471190863,13.6,12.702762284196549,14.032418289796087,12.27034399440046,-1.762074295395628,31.4,19.114714475431608,22.104882859812438,27.152463930028045,5.047581070215607,5.6,6.976361221779549,8.914001453438074,4.382725653123754,-4.53127580031432,0.28774165805270596,5.692122632948604,5.817307692307692,0.6243630642462912,0.3756369357537088,0.2776737570671039,-0.037445224142018174,8.0,1435.7833333333333,3.960526315789474,4.100235831799954,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-08-21T22:37:07.029091+00:00,2026-08-21T23:05:00Z,posted,posted,9,9,0,0
