game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,opp_xwOBA_neutral,opp_xwOBA_vs_sp,platoon_delta_sp,pit_xwOBA,opp_xwOBA,lg_xwOBA,lg_xwOBA_pit,mx_xwOBA,edge_xwOBA,starter_xwOBA,mx_xwOBA_sp,edge_xwOBA_sp,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,bullpen_xwOBA,expected_sp_ip,sp_share,bp_share,mx_xwOBA_bp,edge_xwOBA_bp,bullpen_pitchers,bullpen_relief_bf,sp_bf_per_ip,bp_bf_per_ip,opener,opener_reason,opener_confidence,pitching_basis,model_tag,model_metric,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822867,2026-08-03,2026-08-04T00:05:00Z,San Francisco Giants @ Texas Rangers,away,Logan Webb,Texas Rangers,9,0.3143046712980521,0.31558222773895517,0.0012775564409030493,0.3092053929801412,0.31558222773895517,0.31626787355915426,0.31534834614626456,0.30899495766591584,-0.007272915893238419,0.308424632448168,0.3086533789919299,-0.00761449456722435,0.257,0.23822443559096948,0.24375020625604035,0.2511738590389889,0.00742365278294857,0.382,0.39520982735723775,0.3971276901680692,0.38015519387875585,-0.016972496289313355,39.3,40.05471447543161,39.30657693123688,40.04801236287475,0.7414354316378677,88.4,89.16945551128819,88.90825455945561,88.66120095183258,-0.2470536076230303,5.8,13.147091633466138,13.956325876334835,4.990765757131301,-8.965560119203534,19.1,23.563266932270917,22.154320376525312,20.314701185022844,-1.839619191502468,6.2,8.49527224435591,8.900766093864178,5.917545451656756,-2.9832206422074217,0.31065910407646463,5.932017543859649,0.650583823895577,0.349416176104423,0.3096309487134984,-0.006636924845655867,6.0,725.0,4.084033613445378,4.241100936918928,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-04T00:05:00Z,projected,posted,0,9,0,0
822867,2026-08-03,2026-08-04T00:05:00Z,San Francisco Giants @ Texas Rangers,home,Cal Quantrill,San Francisco Giants,9,0.315386471774123,0.31661090736509245,0.0012244355909694637,0.31193698313782575,0.31661090736509245,0.31626787355915426,0.31534834614626456,0.31263321339203654,-0.0036346601671177203,0.3229479501851761,0.3242409379638868,0.007973064404732555,0.25,0.2426199203187251,0.24375020625604035,0.248840733352931,0.005090527096890646,0.431,0.3814371845949535,0.3971276901680692,0.4139712002727615,0.016843510104692316,34.9,37.06634794156707,39.30657693123688,32.91091832859798,-6.395658602638903,87.9,88.05282868525896,88.90825455945561,87.04457412580335,-1.863680433652263,18.2,13.835484727755647,13.956325876334835,18.079158851420807,4.122832975085972,15.7,21.881434262948208,22.154320376525312,15.506615057002598,-6.647705319522714,7.2,8.053173970783533,8.900766093864178,6.514366513868108,-2.3863995799960698,0.2997593052731796,4.6875,0.5251569425838295,0.4748430574161705,0.29979554618536325,-0.016472327373791007,7.0,854.097619047619,4.244318181818182,4.171392808425066,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-04T00:05:00Z,projected,posted,0,9,0,0
823431,2026-08-03,2026-08-03T22:40:00Z,Washington Nationals @ Philadelphia Phillies,away,Andrew Alvarez,Philadelphia Phillies,9,0.32028658734521454,0.32139946915132345,0.0011128818061089119,0.31572377955659287,0.32139946915132345,0.31626787355915426,0.31534834614626456,0.3212355827109533,0.00496770915179906,0.32368987106427966,0.329901057040797,0.013633183481642719,0.261,0.2538926958831342,0.24375020625604035,0.27186025662637114,0.02811005037033079,0.381,0.42050119521912355,0.3971276901680692,0.4034242873134403,0.006296597145371119,43.9,40.92693227091633,39.30657693123688,45.709712393332275,6.403135462095392,89.8,89.2756706507304,88.90825455945561,90.16741609127477,1.25916153181916,8.2,13.05760956175299,13.956325876334835,7.301283685418154,-6.6550421909166815,23.0,23.04010624169987,22.154320376525312,23.91959827937679,1.7652779028514765,11.1,7.527250996015935,8.900766093864178,9.387111758096253,0.4863456642320756,0.30785408882545856,4.4523809523809526,0.4969562357230397,0.5030437642769603,0.31267497266164,-0.0035929008975142396,7.0,473.0,4.369942196531792,4.330834194142774,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-03T22:40:00Z,projected,posted,0,9,0,0
823431,2026-08-03,2026-08-03T22:40:00Z,Washington Nationals @ Philadelphia Phillies,home,Aaron Nola,Washington Nationals,9,0.3237619194269268,0.32718024612015384,0.0034183266932270584,0.31074791270514723,0.32718024612015384,0.31626787355915426,0.31534834614626456,0.3211965667311451,0.00492869317199085,0.32005490738231845,0.3320633979819285,0.015795524422774265,0.249,0.24871235059760957,0.24375020625604035,0.25406901700732454,0.010318810751284185,0.432,0.40630889774236384,0.3971276901680692,0.44198742160340593,0.044859731435336725,41.2,38.82525896414343,39.30657693123688,40.695496637141886,1.3889197059050034,88.6,88.94520584329351,88.90825455945561,88.63695128383789,-0.2713032756177256,14.1,12.856254980079681,13.956325876334835,12.999929103744845,-0.95639677258999,23.3,20.66517928286852,22.154320376525312,21.733850062086848,-0.4204703144384645,7.8,8.805657370517928,8.900766093864178,7.716653461704587,-1.1841126321595903,0.29543531540903706,5.568181818181818,0.6219679559567166,0.3780320440432834,0.3033176040154805,-0.012950269543673731,8.0,1170.9136363636364,4.368421052631579,4.3079854994517985,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-03T22:40:00Z,projected,posted,0,9,0,0
823520,2026-08-03,2026-08-03T23:05:00Z,St. Louis Cardinals @ New York Yankees,away,Michael McGreevy,New York Yankees,9,0.315320257130467,0.3221542544744246,0.006833997343957565,0.33921430808361924,0.3221542544744246,0.31626787355915426,0.31534834614626456,0.3436726503235605,0.027404776764406225,0.35297686224011676,0.3605948764004116,0.044327002841257346,0.29,0.24244249667994683,0.24375020625604035,0.2884441622311131,0.044693955975072724,0.499,0.41670013280212487,0.3971276901680692,0.5235932205590107,0.1264655303909415,42.6,45.18294820717132,39.30657693123688,48.96874121073279,9.662164279495904,90.2,90.45729083665339,88.90825455945561,91.74903627719776,2.8407817177421464,10.4,15.609375830013281,13.956325876334835,12.053049953678448,-1.9032759226563876,16.2,25.074316069057105,22.154320376525312,18.335201144294103,-3.819119232231209,6.2,8.77734395750332,8.900766093864178,6.114027934520735,-2.786738159343443,0.31967112326790914,5.404761904761905,0.5867813001242269,0.4132186998757731,0.31964264920948704,0.003374775650332784,7.0,1111.0,4.043103448275862,4.2802335345235125,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-03T23:05:00Z,posted,posted,9,9,0,0
823520,2026-08-03,2026-08-03T23:05:00Z,St. Louis Cardinals @ New York Yankees,home,Cam Schlittler,St. Louis Cardinals,9,0.3156897666443974,0.31679733636551294,0.001107569721115531,0.2789971010823153,0.31679733636551294,0.31626787355915426,0.31534834614626456,0.2799624063979061,-0.03630546716124816,0.2728915903050571,0.27414549650148845,-0.042122377057665805,0.212,0.2537365205843294,0.24375020625604035,0.22068552552268786,-0.023064680733352494,0.342,0.4143402390438247,0.3971276901680692,0.35682317113928036,-0.04030451902878884,39.4,42.92377158034529,39.30657693123688,43.025791923427775,3.719214992190892,88.2,89.96098273572377,88.90825455945561,89.25272817626818,0.3444736168125644,13.6,12.042443559096947,13.956325876334835,11.686117682762111,-2.2702081935727243,30.7,20.012881806108897,22.154320376525312,27.7325352800511,5.578214903525787,4.8,8.85479415670651,8.900766093864178,4.775208280272759,-4.125557813591419,0.29271415629147945,6.311594202898551,0.6919919055161566,0.30800809448384336,0.29303107126589706,-0.023236802293257197,8.0,1276.2740740740742,3.936585365853659,4.113628182159485,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-03T23:05:00Z,posted,posted,9,9,0,0
823757,2026-08-03,2026-08-03T23:40:00Z,Pittsburgh Pirates @ Milwaukee Brewers,away,Bubba Chandler,Milwaukee Brewers,9,0.33118518555359916,0.33246805407949565,0.0012828685258964856,0.3042353028642102,0.33246805407949565,0.31626787355915426,0.31534834614626456,0.3202266875707574,0.00395881401160314,0.309305212459372,0.3260968492770086,0.009828975717854349,0.222,0.249935192563081,0.24375020625604035,0.22763309045458088,-0.01611711580145947,0.362,0.4144650730411687,0.3971276901680692,0.3778038151341345,-0.01932387503393468,36.8,42.49320053120851,39.30657693123688,39.78341289510161,0.4768359638647297,88.8,90.23551128818062,88.90825455945561,90.12725672872499,1.2190021692693733,16.9,8.456812749003985,13.956325876334835,11.40048687266915,-2.5558390036656853,20.1,22.290756972111556,22.154320376525312,20.223785136473396,-1.930535240051917,12.3,10.547250996015936,8.900766093864178,14.575283282685898,5.674517188821721,0.29761365328050243,5.029166666666667,0.566361550448743,0.43363844955125697,0.31255985385530227,-0.0037080197038519835,7.0,767.6086956521739,4.423566878980892,4.289641399848655,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-03T23:40:00Z,projected,projected,0,0,0,0
823757,2026-08-03,2026-08-03T23:40:00Z,Pittsburgh Pirates @ Milwaukee Brewers,home,Brandon Sproat,Pittsburgh Pirates,9,0.329561959097518,0.3265367266937996,-0.0030252324037184364,0.3150112087103991,0.3265367266937996,0.31626787355915426,0.31534834614626456,0.3275195037005896,0.01125163014143532,0.33345147512977197,0.3452821444308197,0.02901427087166547,0.244,0.23997583001328024,0.24375020625604035,0.24022175579918859,-0.003528450456851767,0.41,0.39474369189907044,0.3971276901680692,0.4075387279343935,0.010411037766324294,43.2,38.86786188579018,39.30657693123688,42.71782903923552,3.411252107998635,89.9,88.68741035856574,88.90825455945561,89.67915579911015,0.7709012396545347,13.1,13.055059760956176,13.956325876334835,12.198733884621342,-1.7575919917134932,24.1,22.753173970783532,22.154320376525312,24.75144727422628,2.597126897700967,11.6,9.874794156706507,8.900766093864178,12.869410454091124,3.9686443602269463,0.294354568169131,4.652777777777778,0.5283446223012794,0.47165537769872057,0.30762193409483923,-0.008645939464315022,8.0,1264.2788235294117,4.294964028776978,4.10362341801441,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-03T23:40:00Z,projected,projected,0,0,0,0
824160,2026-08-03,2026-08-04T00:10:00Z,Toronto Blue Jays @ Houston Astros,away,Shane Bieber,Houston Astros,9,0.33208489664582164,0.32653111178526384,-0.005553784860557798,0.3279690626790577,0.32653111178526384,0.31626787355915426,0.31534834614626456,0.34203854096762754,0.02577066740847328,0.3683852058698193,0.38144874488139213,0.06518087132223788,0.307,0.25194794156706507,0.24375020625604035,0.31732493378832666,0.0735747275322863,0.554,0.42149322709163345,0.3971276901680692,0.5879903456491333,0.19086265548106413,45.5,37.66770252324037,39.30657693123688,43.60289291549625,4.2963159842593655,89.0,88.41758300132803,88.90825455945561,88.5093284418724,-0.3989261175832155,8.1,14.126879150066403,13.956325876334835,8.270553273731567,-5.685772602603269,15.6,20.433970783532537,22.154320376525312,14.38861309240954,-7.765707284115772,12.8,8.53195219123506,8.900766093864178,12.269616670759719,3.3688505768955412,0.2851679308823046,4.470238095238096,0.5143298888743312,0.4856701111256688,0.3003027097209804,-0.015965163838173868,8.0,1331.831490326943,4.5,4.193410789408492,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-04T00:10:00Z,projected,projected,0,0,0,0
824160,2026-08-03,2026-08-04T00:10:00Z,Toronto Blue Jays @ Houston Astros,home,Cristian Javier,Toronto Blue Jays,9,0.313064460580189,0.31267402233317704,-0.0003904382470119594,0.31292712459364447,0.31267402233317704,0.31626787355915426,0.31534834614626456,0.3105054262816326,-0.005762447277521676,0.33728275927674856,0.33442241982705534,0.018154546267901084,0.258,0.2486605577689243,0.24375020625604035,0.2631974138187736,0.019447207562733243,0.419,0.380333598937583,0.3971276901680692,0.40128095295345506,0.004153262785385858,39.7,35.912669322709164,39.30657693123688,36.27212246453661,-3.034454466700275,90.9,87.99450199203187,88.90825455945561,89.98624743257626,1.0779928731206496,23.3,13.360876494023906,13.956325876334835,22.704550617689073,8.748224741354237,20.8,19.054475431606907,22.154320376525312,17.8896523225049,-4.264668054020412,14.9,7.077556440903056,8.900766093864178,11.847922960491264,2.947156866627086,0.2984995051090301,3.0833333333333335,0.37200641860071937,0.6279935813992806,0.29633764594746975,-0.019930227611684503,7.0,1220.1272727272726,4.734375,4.164959680582303,False,,,starter_bullpen_sequential,split+plat_consol_v1,wOBA/xwOBA,2026-08-03T20:22:53.096028+00:00,2026-08-04T00:10:00Z,projected,projected,0,0,0,0
