game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%
823278,2026-07-10,Toronto Blue Jays @ San Diego Padres,away,Shane Bieber,San Diego Padres,9,0.502,0.315,0.318,0.497,0.179,0.374,0.246,0.245,0.376,0.131,0.759,0.399,0.4,0.757,0.357,54.2,42.939,39.409,59.055,19.646,93.6,89.505,88.953,94.152,5.199,16.2,9.618,13.94,11.878,-2.062,14.1,21.826,22.115,13.916,-8.199,10.9,8.33,8.996,10.093,1.097
823278,2026-07-10,Toronto Blue Jays @ San Diego Padres,home,JP Sears,Toronto Blue Jays,9,0.368,0.303,0.318,0.351,0.033,0.277,0.25,0.245,0.283,0.038,0.499,0.373,0.4,0.465,0.065,50.0,33.951,39.409,43.075,3.666,91.2,87.566,88.953,89.813,0.86,17.3,13.358,13.94,16.718,2.778,20.9,17.72,22.115,16.746,-5.369,10.4,7.431,8.996,8.591,-0.405
823357,2026-07-10,Milwaukee Brewers @ Pittsburgh Pirates,away,Brandon Sproat,Pittsburgh Pirates,9,0.331,0.325,0.318,0.338,0.02,0.243,0.253,0.245,0.251,0.006,0.404,0.405,0.4,0.409,0.009,43.4,40.348,39.409,44.434,5.025,90.0,88.456,88.953,89.503,0.55,13.2,10.54,13.94,9.8,-4.14,25.0,22.131,22.115,25.018,2.903,11.0,9.118,8.996,11.149,2.153
823357,2026-07-10,Milwaukee Brewers @ Pittsburgh Pirates,home,Braxton Ashcraft,Milwaukee Brewers,9,0.278,0.328,0.318,0.287,-0.031,0.222,0.256,0.245,0.232,-0.013,0.347,0.41,0.4,0.356,-0.044,40.6,41.196,39.409,42.441,3.032,90.2,89.699,88.953,90.946,1.993,12.9,8.123,13.94,7.083,-6.857,27.8,20.49,22.115,25.757,3.642,5.7,10.538,8.996,6.677,-2.319
823604,2026-07-10,Boston Red Sox @ New York Mets,away,Sonny Gray,New York Mets,9,0.299,0.349,0.318,0.328,0.01,0.242,0.265,0.245,0.262,0.017,0.383,0.456,0.4,0.437,0.037,37.1,43.153,39.409,40.625,1.216,89.2,90.267,88.953,90.514,1.561,10.6,12.59,13.94,9.25,-4.69,22.8,21.17,22.115,21.826,-0.289,6.4,10.009,8.996,7.121,-1.875
823604,2026-07-10,Boston Red Sox @ New York Mets,home,Nolan McLean,Boston Red Sox,9,0.288,0.306,0.318,0.277,-0.041,0.214,0.245,0.245,0.214,-0.031,0.329,0.378,0.4,0.311,-0.089,34.5,35.811,39.409,31.35,-8.059,87.0,87.613,88.953,85.66,-3.293,8.2,12.223,13.94,6.483,-7.457,28.0,19.996,22.115,25.317,3.202,8.8,7.649,8.996,7.482,-1.514
823685,2026-07-10,Los Angeles Angels @ Minnesota Twins,away,Grayson Rodriguez,Minnesota Twins,9,0.4,0.315,0.318,0.396,0.078,0.314,0.242,0.245,0.31,0.065,0.545,0.396,0.4,0.54,0.14,51.8,37.722,39.409,49.583,10.174,91.7,88.694,88.953,91.441,2.488,16.8,16.116,13.94,18.976,5.036,19.5,20.225,22.115,17.833,-4.282,12.2,8.714,8.996,11.818,2.822
823685,2026-07-10,Los Angeles Angels @ Minnesota Twins,home,Zebby Matthews,Los Angeles Angels,9,0.326,0.309,0.318,0.317,-0.001,0.246,0.241,0.245,0.242,-0.003,0.459,0.393,0.4,0.451,0.051,40.0,37.816,39.409,38.383,-1.026,90.5,88.26,88.953,89.807,0.854,15.5,14.664,13.94,16.224,2.284,20.5,23.964,22.115,22.214,0.099,6.4,6.718,8.996,4.779,-4.217
823845,2026-07-10,Cleveland Guardians @ Miami Marlins,away,Parker Messick,Miami Marlins,9,0.28,0.324,0.318,0.285,-0.033,0.229,0.258,0.245,0.241,-0.004,0.341,0.4,0.4,0.341,-0.059,33.5,38.877,39.409,33.048,-6.361,87.4,88.786,88.953,87.233,-1.72,14.8,12.653,13.94,13.513,-0.427,25.8,18.199,22.115,21.231,-0.884,7.6,9.022,8.996,7.622,-1.374
823845,2026-07-10,Cleveland Guardians @ Miami Marlins,home,Sandy Alcantara,Cleveland Guardians,9,0.302,0.305,0.318,0.29,-0.028,0.257,0.238,0.245,0.25,0.005,0.366,0.355,0.4,0.325,-0.075,35.3,33.089,39.409,29.639,-9.77,88.2,87.479,88.953,86.726,-2.227,11.2,14.846,13.94,12.106,-1.834,17.8,19.847,22.115,15.975,-6.14,6.4,10.442,8.996,7.429,-1.567
823927,2026-07-10,Arizona Diamondbacks @ Los Angeles Dodgers,away,Eduardo Rodriguez,Los Angeles Dodgers,9,0.343,0.356,0.318,0.384,0.066,0.266,0.276,0.245,0.3,0.055,0.458,0.458,0.4,0.524,0.124,37.2,43.757,39.409,41.304,1.895,88.5,90.196,88.953,89.743,0.79,12.8,15.143,13.94,14.003,0.063,16.9,18.965,22.115,14.493,-7.622,8.7,10.499,8.996,10.154,1.158
823927,2026-07-10,Arizona Diamondbacks @ Los Angeles Dodgers,home,Kyle Hurt,Arizona Diamondbacks,9,0.284,0.327,0.318,0.292,-0.026,0.209,0.262,0.245,0.224,-0.021,0.319,0.401,0.4,0.32,-0.08,37.0,37.581,39.409,35.284,-4.125,88.7,88.403,88.953,88.15,-0.803,10.8,13.327,13.94,10.187,-3.753,29.4,16.602,22.115,22.071,-0.044,11.9,9.13,8.996,12.077,3.081
824252,2026-07-10,Philadelphia Phillies @ Detroit Tigers,away,Aaron Nola,Detroit Tigers,9,0.319,0.324,0.318,0.325,0.007,0.25,0.239,0.245,0.244,-0.001,0.427,0.407,0.4,0.434,0.034,38.8,39.876,39.409,39.26,-0.149,88.3,88.754,88.953,88.101,-0.852,14.2,18.384,13.94,18.644,4.704,23.2,23.781,22.115,24.948,2.833,7.2,10.693,8.996,8.558,-0.438
824252,2026-07-10,Philadelphia Phillies @ Detroit Tigers,home,Jack Flaherty,Philadelphia Phillies,9,0.321,0.32,0.318,0.323,0.005,0.238,0.253,0.245,0.246,0.001,0.389,0.412,0.4,0.401,0.001,47.2,41.621,39.409,49.849,10.44,90.7,89.509,88.953,91.256,2.303,21.3,12.351,13.94,19.711,5.771,26.5,21.678,22.115,25.976,3.861,10.7,8.06,8.996,9.587,0.591
824493,2026-07-10,Chicago Cubs @ Cincinnati Reds,away,Shota Imanaga,Cincinnati Reds,9,0.298,0.331,0.318,0.31,-0.008,0.227,0.245,0.245,0.227,-0.018,0.402,0.428,0.4,0.43,0.03,36.0,40.047,39.409,36.583,-2.826,87.8,90.152,88.953,88.999,0.046,17.4,16.192,13.94,19.652,5.712,24.1,24.144,22.115,26.311,4.196,6.3,9.873,8.996,6.914,-2.082
824493,2026-07-10,Chicago Cubs @ Cincinnati Reds,home,Hunter Greene,Chicago Cubs,9,0.458,0.328,0.318,0.472,0.154,0.341,0.245,0.245,0.341,0.096,0.578,0.404,0.4,0.584,0.184,66.7,39.784,39.409,67.335,27.926,93.9,88.676,88.953,93.623,4.67,19.9,16.078,13.94,22.038,8.098,35.0,20.421,22.115,32.319,10.204,20.0,11.281,8.996,25.08,16.084
824575,2026-07-10,Athletics @ Chicago White Sox,away,Jacob Lopez,Chicago White Sox,9,0.312,0.338,0.318,0.332,0.014,0.234,0.252,0.245,0.241,-0.004,0.358,0.433,0.4,0.388,-0.012,30.9,41.549,39.409,32.578,-6.831,85.0,88.924,88.953,84.971,-3.982,20.7,14.963,13.94,21.723,7.783,16.3,22.67,22.115,16.709,-5.406,13.2,9.878,8.996,14.494,5.498
824575,2026-07-10,Athletics @ Chicago White Sox,home,Sean Burke,Athletics,9,0.3,0.318,0.318,0.3,-0.018,0.231,0.257,0.245,0.242,-0.003,0.373,0.397,0.4,0.37,-0.03,36.5,38.805,39.409,35.941,-3.468,89.1,88.472,88.953,88.619,-0.334,17.6,11.312,13.94,14.972,1.032,25.8,18.408,22.115,21.475,-0.64,8.0,8.579,8.996,7.629,-1.367
824817,2026-07-10,Kansas City Royals @ Baltimore Orioles,away,Luinder Avila,Baltimore Orioles,9,0.327,0.338,0.318,0.348,0.03,0.231,0.255,0.245,0.24,-0.005,0.383,0.429,0.4,0.411,0.011,33.8,43.84,39.409,37.6,-1.809,87.7,90.207,88.953,88.954,0.001,11.7,13.492,13.94,11.252,-2.688,21.0,22.763,22.115,21.615,-0.5,13.8,10.929,8.996,16.765,7.769
824817,2026-07-10,Kansas City Royals @ Baltimore Orioles,home,Brandon Young,Kansas City Royals,9,0.322,0.326,0.318,0.33,0.012,0.256,0.253,0.245,0.264,0.019,0.404,0.418,0.4,0.422,0.022,41.7,44.758,39.409,47.36,7.951,89.4,90.459,88.953,90.906,1.953,14.4,15.972,13.94,16.432,2.492,18.5,21.268,22.115,17.791,-4.324,8.9,8.608,8.996,8.516,-0.48
