game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,starter_xwOBA,bullpen_xwOBA,expected_sp_ip,bullpen_pitchers,bullpen_relief_bf,opener,opener_reason,opener_confidence,pitching_basis,model_tag,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822704,2026-07-25,2026-07-25T20:05:00Z,Arizona Diamondbacks @ Washington Nationals,away,Mitch Bratt,Washington Nationals,9,0.31218562142403505,0.3282768875384411,0.316943979273189,0.3233483859524622,0.006404406679273167,0.245,0.25805152722443564,0.24426408668199445,0.2588289790315994,0.014564892349604952,0.451,0.4288664010624171,0.3991845252393535,0.4845346817068499,0.08535015646749639,37.8,39.095458167330676,39.39813826592769,37.509597756885334,-1.8885405090423575,87.9,88.94531208499336,88.9377854801901,87.90752660480327,-1.030258875386835,19.7,13.15808764940239,13.949343674393864,18.908743975008527,4.9594003006146625,13.7,19.110756972111556,22.15156137400913,11.819364156655965,-10.332197217353166,11.8,8.52116865869854,8.93871435434611,11.248797778592653,2.3100834242465424,0.3216962699817569,0.30597458563123714,3.5555555555555554,8.0,1093.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T20:05:00Z,projected,projected,0,0,0,0
822704,2026-07-25,2026-07-25T20:05:00Z,Arizona Diamondbacks @ Washington Nationals,home,Foster Griffin,Arizona Diamondbacks,9,0.3114307724480549,0.31881366964150964,0.316943979273189,0.3132679397511854,-0.003676039522003627,0.243,0.24673598937583002,0.24426408668199445,0.2454591103946609,0.0011950237126664431,0.403,0.3867782204515272,0.3991845252393535,0.39047511360442616,-0.008709411634927333,37.2,36.958061088977416,39.39813826592769,34.89606192125452,-4.502076344673171,87.5,88.42262948207171,88.9377854801901,86.98484400188163,-1.9529414783084746,12.1,14.597981407702525,13.949343674393864,12.74863773330866,-1.2007059410852037,23.5,20.318140770252327,22.15156137400913,21.554973035045837,-0.5965883389632936,5.7,9.261806108897742,8.93871435434611,5.906027727024176,-3.032686627321935,0.3097698065696741,0.31544652539451973,6.366666666666667,7.0,400.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T20:05:00Z,projected,projected,0,0,0,0
822869,2026-07-25,2026-07-25T23:15:00Z,Seattle Mariners @ Texas Rangers,away,Bryan Woo,Texas Rangers,9,0.30517354311417816,0.3212444858612777,0.316943979273189,0.30931434060047985,-0.00762963867270916,0.237,0.2555598937583001,0.24426408668199445,0.24795988490755805,0.0036957982255635957,0.382,0.40079468791500666,0.3991845252393535,0.38354084665915017,-0.015643678580203324,42.7,40.48873837981408,39.39813826592769,43.882000645528535,4.483862379600843,89.6,89.219203187251,88.9377854801901,89.88141770706089,0.9436322268707897,17.4,11.736095617529882,13.949343674393864,15.186751943136018,1.2374082687421541,24.2,20.81463479415671,22.15156137400913,22.739442764951562,0.5878813909424316,4.9,8.070597609561753,8.93871435434611,4.424118135917934,-4.514596218428177,0.3004951175522539,0.3133295149494044,5.719298245614034,7.0,898.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T23:15:00Z,projected,projected,0,0,0,0
822869,2026-07-25,2026-07-25T23:15:00Z,Seattle Mariners @ Texas Rangers,home,Nathan Eovaldi,Seattle Mariners,9,0.3117595194682196,0.32337675338782185,0.316943979273189,0.31808706849257545,0.0011430892193864395,0.243,0.24587808764940242,0.24426408668199445,0.2446056483800287,0.0003415616980342595,0.413,0.4119909694555113,0.3991845252393535,0.426249665572837,0.027065140333483506,40.8,39.37046480743692,39.39813826592769,40.771341866491184,1.3732036005634924,88.8,89.21290836653385,88.9377854801901,89.07512288634375,0.1373374061536481,9.8,13.442470119521914,13.949343674393864,9.29312644512805,-4.656217229265813,25.3,23.001115537848605,22.15156137400913,26.270302724139242,4.118741350130112,5.8,8.829136786188581,8.93871435434611,5.7288991827997435,-3.209815171546367,0.31273829264470904,0.31000571773565283,5.776315789473684,9.0,1097.665541731567,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T23:15:00Z,projected,projected,0,0,0,0
822948,2026-07-25,2026-07-25T22:10:00Z,Cleveland Guardians @ Tampa Bay Rays,away,Tanner Bibee,Tampa Bay Rays,9,0.31809012252054414,0.3123505394927339,0.316943979273189,0.31348007179200105,-0.0034639074811879667,0.258,0.2460427622841966,0.24426408668199445,0.25987869740329694,0.015614610721302491,0.433,0.3669492695883135,0.3991845252393535,0.39803405113579715,-0.0011504741035563426,40.5,34.26985391766269,39.39813826592769,35.22829110089316,-4.169847165034533,89.6,87.92565737051794,88.9377854801901,88.58787189032783,-0.3499135898622683,16.2,11.070464807436919,13.949343674393864,13.321121133043052,-0.6282225413508122,19.1,17.77840637450199,22.15156137400913,15.329283386380586,-6.822277987628544,7.3,9.079070385126164,8.93871435434611,7.414624876025512,-1.5240894783205992,0.3224243600695117,0.31010600071981437,5.833333333333334,8.0,1154.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T22:10:00Z,projected,projected,0,0,0,0
822948,2026-07-25,2026-07-25T22:10:00Z,Cleveland Guardians @ Tampa Bay Rays,home,Nick Martinez,Cleveland Guardians,9,0.32020300125652557,0.31547572111428557,0.316943979273189,0.318719645522246,0.0017756662490570063,0.28,0.24358379814077027,0.24426408668199445,0.27922018502953017,0.03495609834753571,0.439,0.37952695883134124,0.3991845252393535,0.41738174802005923,0.018197222780705735,32.7,35.650411686586985,39.39813826592769,29.589430198014576,-9.808708067913116,87.1,88.24812749003983,88.9377854801901,86.41034200984971,-2.527443470340387,16.5,16.31043824701195,13.949343674393864,18.861094572618086,4.911750898224222,13.7,20.094103585657372,22.15156137400913,12.427531155727394,-9.724030218281737,4.4,10.046640106241702,8.93871435434611,4.945366270259032,-3.9933480840870788,0.3246432510278317,0.3123885199844958,5.739035087719298,9.0,1187.8692307692309,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T22:10:00Z,projected,projected,0,0,0,0
823027,2026-07-25,2026-07-25T23:15:00Z,Cincinnati Reds @ St. Louis Cardinals,away,Hunter Greene,St. Louis Cardinals,9,0.31835227296390767,0.32401861232007784,0.316943979273189,0.32545834109628674,0.008514361823097727,0.249,0.2540629482071713,0.24426408668199445,0.25898884671468525,0.014724760032690798,0.441,0.40877768924302793,0.3991845252393535,0.4515980694594404,0.05241354422008693,43.2,41.10244355909695,39.39813826592769,45.06876821863903,5.670629952711337,91.3,89.27011952191235,88.9377854801901,91.63233404172225,2.6945485615321445,25.0,11.928871181938911,13.949343674393864,22.979527507545043,9.03018383315118,38.2,19.206852589641432,22.15156137400913,33.12189856671547,10.970337192706342,7.4,8.464037184594952,8.93871435434611,7.007033974136259,-1.931680380209852,0.3180206674902882,0.3188600438453874,5.444444444444444,8.0,973.8333333333334,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T23:15:00Z,projected,projected,0,0,0,0
823027,2026-07-25,2026-07-25T23:15:00Z,Cincinnati Reds @ St. Louis Cardinals,home,Andre Pallante,Cincinnati Reds,9,0.31239035999938936,0.32705159490804614,0.316943979273189,0.32235275680575637,0.005408777532567355,0.24,0.2428284196547145,0.24426408668199445,0.23858939522699554,-0.005674691454998909,0.374,0.4268228419654714,0.3991845252393535,0.39989461715573804,0.0007100919163845476,34.5,39.6522443559097,39.39813826592769,34.722514577851534,-4.675623688076158,87.6,89.93049136786189,88.9377854801901,88.59270588767178,-0.3450795925183172,6.2,16.793864541832672,13.949343674393864,9.044520867438807,-4.904822806955057,16.9,24.851049136786187,22.15156137400913,18.95950914342592,-3.1920522305832115,7.0,10.455405046480744,8.93871435434611,8.18773622515193,-0.7509781291941806,0.30643008393070775,0.32250168247595695,5.662280701754385,7.0,1179.923076923077,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T23:15:00Z,projected,projected,0,0,0,0
823197,2026-07-25,2026-07-25T20:05:00Z,Los Angeles Angels @ San Francisco Giants,away,Ryan Johnson,San Francisco Giants,9,0.31704427798278406,0.3185504959494327,0.316943979273189,0.3186513030502896,0.001707323777100589,0.247,0.2604185922974767,0.24426408668199445,0.2633354463655514,0.019071359683556943,0.438,0.41752908366533864,0.3991845252393535,0.45812832683271903,0.05894380159336554,36.1,39.24483399734395,39.39813826592769,35.95952929911262,-3.4386089668150746,87.5,89.079203187251,88.9377854801901,87.64141770706088,-1.2963677731292194,18.0,14.92515272244356,13.949343674393864,18.97580904804969,5.026465373655826,17.8,20.341195219123506,22.15156137400913,16.345271052776724,-5.806290321232407,9.5,6.534475431606906,8.93871435434611,6.9447925215422925,-1.9939218328038182,0.32150771976127457,0.31168424964616886,4.910714285714286,8.0,1268.2432432432433,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T20:05:00Z,projected,projected,0,0,0,0
823197,2026-07-25,2026-07-25T20:05:00Z,Los Angeles Angels @ San Francisco Giants,home,Robbie Ray,Los Angeles Angels,9,0.32053729723695557,0.31714699622730885,0.316943979273189,0.3207426158737572,0.0037986366005681726,0.239,0.2373322709163347,0.24426408668199445,0.23221757041529592,-0.012046516266698531,0.423,0.405799203187251,0.3991845252393535,0.4300093117218984,0.030824786482544886,38.4,40.085099601593626,39.39813826592769,39.06955740678704,-0.3285808591406507,89.2,88.66042496679947,88.9377854801901,88.92263948660938,-0.015145993580716777,19.1,15.747197875166005,13.949343674393864,20.897854200772137,6.948510526378273,20.6,24.769774236387782,22.15156137400913,23.03482543078356,0.8832640567744292,11.6,8.357901726427624,8.93871435434611,10.84626448314923,1.9075501288031198,0.3247325899813264,0.3124167949721004,5.934210526315789,8.0,868.0,False,,,starter_bullpen_blend,xw+plat_consol_v7,2026-07-25T10:02:22.161434+00:00,2026-07-25T20:05:00Z,projected,projected,0,0,0,0
