game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822696,2026-08-13,Chicago Cubs @ Washington Nationals,away,Kevin Gausman,R,Washington Nationals,9,4,3,2,6,0,246,False,True,0.6841535192563081,0.7000855683819719,0.6999678618857903,0.709119887339916,0.6786204319669553,-0.04117631410752409,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,projected,projected,0,0,0,0
822696,2026-08-13,Chicago Cubs @ Washington Nationals,home,Cade Cavalli,R,Chicago Cubs,9,3,5,1,4,0,226,False,True,0.7448879150066402,0.7483193432726271,0.6983235059760956,0.7075860459951948,0.7375439351841357,0.017747189109656336,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,projected,projected,0,0,0,0
822776,2026-08-13,Boston Red Sox @ Toronto Blue Jays,away,Payton Tolle,L,Toronto Blue Jays,9,2,6,1,7,1,132,False,True,0.6508985391766269,0.6771788024652924,0.6433221779548474,0.6511938650668472,0.6135114392059444,-0.10628530686853499,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,posted,posted,9,9,0,0
822776,2026-08-13,Boston Red Sox @ Toronto Blue Jays,home,Max Scherzer,R,Boston Red Sox,9,3,5,1,4,0,53,False,True,0.7391229747675964,0.7391224318630534,0.832867197875166,0.8095540777006658,0.830437244269148,0.11064049819466859,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,posted,posted,9,9,0,0
823508,2026-08-13,Seattle Mariners @ New York Yankees,away,Logan Gilbert,R,New York Yankees,9,6,3,0,6,2,237,False,True,0.7390098273572377,0.749019452082619,0.645980079681275,0.6575094275746517,0.6736492714064976,-0.04614747466798186,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,posted,posted,9,9,0,0
823508,2026-08-13,Seattle Mariners @ New York Yankees,home,Max Fried,L,Seattle Mariners,9,3,4,2,6,1,76,False,True,0.663003187250996,0.691317777129653,0.4932815405046481,0.5493459680182778,0.5341798612913162,-0.18561688478316318,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,posted,posted,9,9,0,0
823669,2026-08-13,Philadelphia Phillies @ Minnesota Twins,away,Aaron Nola,R,Minnesota Twins,9,2,4,3,5,0,203,False,True,0.751120849933599,0.7491171162355109,0.8464637450199204,0.8353069973822405,0.8636470304961035,0.14385028442162406,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,projected,projected,0,0,0,0
823669,2026-08-13,Philadelphia Phillies @ Minnesota Twins,home,Taj Bradley,R,Philadelphia Phillies,9,6,3,0,6,0,230,False,True,0.7678332005312085,0.7627361433785022,0.6706666666666667,0.6790132699117866,0.7091280816157016,-0.010668664458777788,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,projected,projected,0,0,0,0
823829,2026-08-13,Pittsburgh Pirates @ Miami Marlins,away,Braxton Ashcraft,R,Miami Marlins,9,3,5,1,4,0,228,False,True,0.7349102257636122,0.7326680920638161,0.6885195219123507,0.6947645844967518,0.7078124108588612,-0.011984335215618258,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,posted,posted,9,9,0,0
823829,2026-08-13,Pittsburgh Pirates @ Miami Marlins,home,Tyler Phillips,R,Pittsburgh Pirates,9,3,4,2,5,1,179,False,True,0.745569721115538,0.7593638267458324,0.7216918990703852,0.718993163880531,0.7532996140126914,0.033502867938212,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,posted,posted,9,9,0,0
823915,2026-08-13,Milwaukee Brewers @ Los Angeles Dodgers,away,Shane Drohan,L,Los Angeles Dodgers,9,5,4,0,4,1,116,False,True,0.7704868525896413,0.7633786957446969,0.6763187250996017,0.6825141117964022,0.7461441576507459,0.026347411576266522,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,projected,projected,0,0,0,0
823915,2026-08-13,Milwaukee Brewers @ Los Angeles Dodgers,home,Roki Sasaki,R,Milwaukee Brewers,9,5,4,0,5,0,191,False,True,0.7573917662682604,0.756996459175639,0.78365604249668,0.7742220873616028,0.808607750171807,0.08881100409732756,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,projected,projected,0,0,0,0
823995,2026-08-13,Texas Rangers @ Los Angeles Angels,away,Jacob deGrom,R,Los Angeles Angels,9,4,5,0,4,0,200,False,True,0.6991551128818061,0.7039971813163115,0.6686719787516602,0.6704001592094475,0.6574476616381859,-0.0623490844362935,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,projected,projected,0,0,0,0
823995,2026-08-13,Texas Rangers @ Los Angeles Angels,home,Walbert Ureña,R,Texas Rangers,9,5,4,0,5,0,202,False,True,0.7183697211155379,0.7290008531059022,0.611005577689243,0.6290095386891327,0.633163667571612,-0.08663307850286739,woba+plat_consol_v5,wOBA,2026-08-13T18:03:41.378883+00:00,projected,projected,0,0,0,0
