game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,hybrid_price_source,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml
822844,2026-09-20,Toronto Blue Jays @ Texas Rangers,away,Spencer Miles,R,Texas Rangers,9,3,6,0,3,0,173,False,True,0.689992828685259,0.7067969903661723,0.5195577689243028,0.5697912669405121,0.562952258304332,-0.15664509017623895,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,145.0,-176.0,0.6097285067873303,,
822844,2026-09-20,Toronto Blue Jays @ Texas Rangers,home,Jacob deGrom,R,Toronto Blue Jays,9,4,5,0,4,0,256,False,True,0.7214092961487384,0.7240229046496444,0.6394687915006639,0.6434193856232392,0.6482430514588022,-0.07135429702176876,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,145.0,-176.0,0.6097285067873303,,
822922,2026-09-20,Boston Red Sox @ Tampa Bay Rays,away,Patrick Sandoval,L,Tampa Bay Rays,9,2,6,1,7,0,85,False,True,0.7320847277556441,0.7306909434412105,0.8008047808764941,0.7769643711031758,0.7915358243151756,0.07193847583460455,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,127.0,-153.0,0.5785510819409971,,
822922,2026-09-20,Boston Red Sox @ Tampa Bay Rays,home,Griffin Jax,R,Boston Red Sox,9,2,4,3,5,1,178,False,True,0.6801492695883133,0.7056056461404535,0.6804873837981408,0.6890767298918913,0.6717780751551261,-0.04781927332544489,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,127.0,-153.0,0.5785510819409971,,
823001,2026-09-20,Washington Nationals @ St. Louis Cardinals,away,Jake Irvin,R,St. Louis Cardinals,9,3,5,1,4,0,179,False,True,0.7368446215139441,0.7315481879285987,0.7729721115537848,0.754670591825426,0.7658764562482684,0.04627910776769739,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,108.0,-131.0,0.541193294669103,,
823001,2026-09-20,Washington Nationals @ St. Louis Cardinals,home,Quinn Mathews,L,Washington Nationals,9,5,4,0,4,1,52,False,True,0.7319054448871181,0.7356724521758058,0.7051529880478087,0.6911210947049987,0.7255073776174072,0.005910029136836248,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,108.0,-131.0,0.541193294669103,,
823247,2026-09-20,Miami Marlins @ San Diego Padres,away,Sandy Alcantara,R,San Diego Padres,9,3,6,0,3,0,355,False,True,0.7085091633466135,0.7252958889786818,0.6609721115537849,0.6738825758286856,0.6846926946953813,-0.0349046537851897,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,129.0,-156.0,0.5825451699171612,,
823247,2026-09-20,Miami Marlins @ San Diego Padres,home,Walker Buehler,R,Miami Marlins,9,5,4,0,5,0,270,False,True,0.7472642762284196,0.7465302728641852,0.7423179282868526,0.7431497785832037,0.7669132286024174,0.0473158801218464,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,129.0,-156.0,0.5825451699171612,,
823329,2026-09-20,Kansas City Royals @ Pittsburgh Pirates,away,Michael Wacha,R,Pittsburgh Pirates,9,3,4,2,5,0,330,False,True,0.7926581673306773,0.7802712208275596,0.6914140770252324,0.6895095150883851,0.7407127471394417,0.021115398658870688,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,101.0,-122.0,0.524849107486837,,
823329,2026-09-20,Kansas City Royals @ Pittsburgh Pirates,home,Lake Bachar,R,Kansas City Royals,9,3,6,0,3,1,149,False,True,0.6914788844621514,0.7185069176244773,0.6193027888446215,0.6472956357781287,0.6528548640786433,-0.06674248440192765,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,101.0,-122.0,0.524849107486837,,
823570,2026-09-20,Philadelphia Phillies @ New York Mets,away,Cristopher Sánchez,L,New York Mets,9,3,5,1,6,1,186,False,True,0.6646555112881807,0.7078196029091846,0.6367564409030545,0.6698085146622823,0.6616472112961274,-0.05795013718444364,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-160.0,132.0,0.41191381495564006,,
823570,2026-09-20,Philadelphia Phillies @ New York Mets,home,Jonah Tong,R,Philadelphia Phillies,9,5,4,0,5,0,46,True,False,0.7524180610889775,0.7503598536136421,0.6332193891102257,0.6757546179674466,0.6999850391033355,-0.01961230937723546,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-160.0,132.0,0.41191381495564006,,
823896,2026-09-20,San Francisco Giants @ Los Angeles Dodgers,away,Matt Wilkinson,L,Los Angeles Dodgers,9,4,4,1,5,1,28,True,False,0.7848127490039841,0.7553845154621992,0.6105320053120851,0.6843679586515058,0.7304887182365685,0.010891369755997471,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,229.0,-287.0,0.7092914071948498,,
823896,2026-09-20,San Francisco Giants @ Los Angeles Dodgers,home,Jack Dreyer,L,San Francisco Giants,9,3,6,0,6,2,109,False,True,0.5960637450199203,0.6541471864760443,0.6367035856573705,0.6532510112086541,0.6007155017570027,-0.11888184672356827,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,229.0,-287.0,0.7092914071948498,,
823975,2026-09-20,Minnesota Twins @ Los Angeles Angels,away,Dean Kremer,R,Los Angeles Angels,9,3,6,0,3,1,138,False,True,0.6406244355909695,0.6790427712738323,0.7426533864541832,0.6992198340457091,0.6666353817955006,-0.05296196668507036,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-111.0,-109.0,0.4978354041300489,,
823975,2026-09-20,Minnesota Twins @ Los Angeles Angels,home,Ryan Johnson,R,Minnesota Twins,9,3,3,3,6,0,159,False,True,0.7536863213811421,0.7330570312215748,0.7581928286852591,0.7559955039023954,0.7606235344195675,0.04102618593899654,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-111.0,-109.0,0.4978354041300489,,
824139,2026-09-20,Atlanta Braves @ Houston Astros,away,Martín Pérez,L,Houston Astros,9,1,8,0,8,0,169,False,True,0.750932802124834,0.7467617632172,0.6607370517928287,0.6666601672665113,0.6905272522912904,-0.02907009618928058,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,133.0,-161.0,0.5897065065316837,,
824139,2026-09-20,Atlanta Braves @ Houston Astros,home,Hunter Brown,R,Atlanta Braves,9,4,4,1,5,0,177,False,True,0.7550223107569721,0.7524987037511577,0.6425019920318725,0.6558099365387523,0.6815833634657752,-0.038013985014795804,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,133.0,-161.0,0.5897065065316837,,
824300,2026-09-20,Seattle Mariners @ Colorado Rockies,away,Kade Anderson,L,Colorado Rockies,9,4,3,2,5,1,30,True,False,0.722402390438247,0.7483059351699347,0.7655498007968128,0.7026802664936757,0.7455760709871129,0.025978722506541874,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-163.0,135.0,0.4070892345793669,,
824300,2026-09-20,Seattle Mariners @ Colorado Rockies,home,Tomoyuki Sugano,R,Seattle Mariners,9,5,2,2,7,0,278,False,True,0.7644517928286853,0.7414788957656513,0.8509338645418327,0.8419720469747733,0.8515071342244432,0.13190978574387224,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-163.0,135.0,0.4070892345793669,,
824381,2026-09-20,Athletics @ Cleveland Guardians,away,Jack Perkins,R,Cleveland Guardians,9,5,1,3,8,0,232,False,True,0.7205811420982736,0.7230420167003332,0.802379282868526,0.79894223023217,0.7819421447195287,0.06234479623895772,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,213.0,-265.0,0.6944200259533677,,
824381,2026-09-20,Athletics @ Cleveland Guardians,home,Gavin Williams,R,Athletics,9,3,5,1,4,0,295,False,True,0.6926796812749003,0.7040352207567491,0.6716454183266932,0.6654729941442508,0.654308362820182,-0.06528898566038899,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,213.0,-265.0,0.6944200259533677,,
824462,2026-09-20,Chicago Cubs @ Cincinnati Reds,away,David Peterson,L,Cincinnati Reds,9,2,4,3,7,2,188,False,True,0.6416520584329349,0.7472984229825114,0.7497763612217797,0.7536733114065068,0.7852365793361573,0.06563923085558632,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-168.0,139.0,0.40028677261321544,,
824462,2026-09-20,Chicago Cubs @ Cincinnati Reds,home,Rhett Lowder,R,Chicago Cubs,9,3,4,2,5,0,221,False,True,0.7740058432934928,0.7766784983520261,0.8038557768924304,0.7991845914788219,0.8586931337770213,0.13909578529645028,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-168.0,139.0,0.40028677261321544,,
824546,2026-09-20,Detroit Tigers @ Chicago White Sox,away,Troy Melton,R,Chicago White Sox,9,6,3,0,6,1,191,False,True,0.7058621513944222,0.745974946023621,0.6813333333333333,0.6881469618276803,0.7044447490809866,-0.015152599399584354,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-101.0,-120.0,0.5205006473888649,,
824546,2026-09-20,Detroit Tigers @ Chicago White Sox,home,Davis Martin,R,Detroit Tigers,9,4,5,0,4,0,255,False,True,0.7573652058432936,0.7599001671363966,0.7137131474103585,0.7135629416451816,0.7549118725944143,0.03531452411384328,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-101.0,-120.0,0.5205006473888649,,
824789,2026-09-20,Milwaukee Brewers @ Baltimore Orioles,away,Jacob Misiorowski,R,Baltimore Orioles,9,4,4,1,5,0,288,False,True,0.6918571049136787,0.6981988466506757,0.4722233731739708,0.4934064314753741,0.4760112575827244,-0.2435860908978466,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-217.0,177.0,0.34528205295777104,,
824789,2026-09-20,Milwaukee Brewers @ Baltimore Orioles,home,Brandon Young,R,Milwaukee Brewers,9,5,4,0,5,0,261,False,True,0.7842897742363878,0.7772651125479375,0.7435192563081009,0.7392048933864033,0.7952687715493221,0.07567142306875108,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,-217.0,177.0,0.34528205295777104,,
825028,2026-09-20,New York Yankees @ Arizona Diamondbacks,away,Will Warren,R,Arizona Diamondbacks,9,4,3,2,6,0,282,False,True,0.7299564409030544,0.7396594093253932,0.768054448871182,0.766103280004029,0.7781384664652358,0.05854111798466477,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,105.0,-126.0,0.533347098905637,,
825028,2026-09-20,New York Yankees @ Arizona Diamondbacks,home,Corbin Burnes,R,New York Yankees,9,5,4,0,5,0,20,True,False,0.733469588313413,0.7366461856070166,1.0753213811420983,0.823821962320104,0.8390499050001861,0.11945255651961506,xw+starter_blend_v13,xwOBA,2026-09-21T05:51:15.127596+00:00,posted,posted,9,9,0,0,lean,,,2026-09-21T05:51:15.127596+00:00,saved_pregame,105.0,-126.0,0.533347098905637,,
