game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822693,2026-08-25,Colorado Rockies @ Washington Nationals,away,Mason Adams,R,Washington Nationals,9,4,4,1,5,0,8,True,False,0.7292217795484729,0.7127211037050689,0.8434138114209828,0.7366746103536518,0.7262727142934755,0.007343972001321641,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
822693,2026-08-25,Colorado Rockies @ Washington Nationals,home,Andrew Alvarez,L,Colorado Rockies,9,3,4,2,6,0,104,False,True,0.7471567065073041,0.738909363049966,0.6852865869853918,0.6846678313112792,0.7133698662498532,-0.005558876042300653,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
822773,2026-08-25,Kansas City Royals @ Toronto Blue Jays,away,Seth Lugo,R,Toronto Blue Jays,9,4,4,1,5,0,232,False,True,0.7205309428950862,0.7234264684584562,0.7755304116865871,0.7747954928087794,0.7747288850503853,0.05580014275823142,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
822773,2026-08-25,Kansas City Royals @ Toronto Blue Jays,home,Max Scherzer,R,Kansas City Royals,9,4,4,1,5,0,79,False,True,0.7338717131474104,0.7281839739450507,0.8142536520584329,0.7982188143115901,0.8036112255603163,0.08468248326816241,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
823016,2026-08-25,Baltimore Orioles @ St. Louis Cardinals,away,Chris Bassitt,R,St. Louis Cardinals,9,5,4,0,5,1,130,False,True,0.6576661354581674,0.7099061542812644,0.7843729083665338,0.7873856716788985,0.7735535659073206,0.05462482361516674,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
823016,2026-08-25,Baltimore Orioles @ St. Louis Cardinals,home,Matthew Liberatore,L,Baltimore Orioles,9,4,5,0,5,1,138,False,True,0.7259397078353254,0.7161642720820282,0.8224347941567065,0.7927999647353546,0.8058499475361496,0.08692120524399571,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
823098,2026-08-25,Philadelphia Phillies @ Seattle Mariners,away,Aaron Nola,R,Seattle Mariners,9,4,4,1,5,0,235,False,True,0.7148321381142098,0.7175282785423062,0.8200613545816734,0.8115513801429318,0.8061167070867407,0.08718796479458679,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
823098,2026-08-25,Philadelphia Phillies @ Seattle Mariners,home,George Kirby,R,Philadelphia Phillies,9,7,2,0,7,0,285,False,True,0.7411266932270916,0.7586617933005484,0.766239309428951,0.7650936496999896,0.7913864058437501,0.07245766355159622,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
823181,2026-08-25,Cincinnati Reds @ San Francisco Giants,away,Brady Singer,R,San Francisco Giants,9,6,3,0,6,5,215,False,False,0.6846451527224436,0.732513633626483,0.8075378486055779,0.8059632569944825,0.8106853821316052,0.09175663983945137,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
823181,2026-08-25,Cincinnati Reds @ San Francisco Giants,home,Adrian Houser,R,Cincinnati Reds,9,3,5,1,4,0,186,False,True,0.666913678618858,0.6825715839016174,0.6990818061088978,0.725098762740519,0.6884158575496583,-0.030512884742495583,xw+plat_consol_v12,xwOBA,2026-08-26T05:14:50.769016+00:00,posted,posted,9,9,0,0
