game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%
822877,2026-07-09,Los Angeles Angels @ Texas Rangers,away,Reid Detmers,Texas Rangers,9,0.279,0.329,0.318,0.289,-0.029,0.215,0.262,0.245,0.23,-0.015,0.34,0.416,0.4,0.354,-0.046,37.0,42.755,39.371,40.18,0.809,89.5,89.687,88.953,90.234,1.281,18.6,11.962,13.954,16.608,2.654,27.1,21.163,22.102,25.949,3.847,7.9,7.961,8.995,6.992,-2.003
822877,2026-07-09,Los Angeles Angels @ Texas Rangers,home,Nathan Eovaldi,Los Angeles Angels,9,0.311,0.322,0.318,0.315,-0.003,0.245,0.237,0.245,0.237,-0.008,0.412,0.411,0.4,0.423,0.023,39.2,39.379,39.371,39.208,-0.163,88.6,88.625,88.953,88.272,-0.681,10.1,15.752,13.954,11.898,-2.056,25.2,23.847,22.102,27.19,5.088,5.5,9.777,8.995,5.978,-3.017
822954,2026-07-09,New York Yankees @ Tampa Bay Rays,away,Paul Blackburn,Tampa Bay Rays,9,0.292,0.326,0.318,0.299,-0.019,0.237,0.262,0.245,0.253,0.008,0.348,0.398,0.4,0.346,-0.054,32.8,36.53,39.371,30.433,-8.938,86.4,88.729,88.953,86.176,-2.777,5.4,9.43,13.954,0.876,-13.078,17.9,17.206,22.102,13.935,-8.167,8.4,9.655,8.995,9.016,0.021
822954,2026-07-09,New York Yankees @ Tampa Bay Rays,home,Drew Rasmussen,New York Yankees,9,0.278,0.321,0.318,0.281,-0.037,0.23,0.241,0.245,0.226,-0.019,0.361,0.403,0.4,0.364,-0.036,33.5,40.574,39.371,34.524,-4.847,87.6,89.413,88.953,88.06,-0.893,11.2,15.739,13.954,12.985,-0.969,25.4,22.909,22.102,26.327,4.225,4.5,10.562,8.995,5.284,-3.711
823034,2026-07-09,Milwaukee Brewers @ St. Louis Cardinals,away,Logan Henderson,St. Louis Cardinals,9,0.27,0.34,0.318,0.289,-0.029,0.218,0.264,0.245,0.235,-0.01,0.343,0.431,0.4,0.37,-0.03,29.6,42.089,39.371,31.643,-7.728,87.0,89.642,88.953,87.689,-1.264,25.3,12.006,13.954,23.352,9.398,33.3,18.312,22.102,27.59,5.488,6.7,8.745,8.995,6.514,-2.481
823034,2026-07-09,Milwaukee Brewers @ St. Louis Cardinals,home,Andre Pallante,Milwaukee Brewers,9,0.299,0.334,0.318,0.314,-0.004,0.238,0.26,0.245,0.253,0.008,0.374,0.419,0.4,0.392,-0.008,34.6,41.731,39.371,36.674,-2.697,87.3,90.07,88.953,88.417,-0.536,6.7,9.239,13.954,1.985,-11.969,17.6,19.5,22.102,15.528,-6.574,6.8,10.36,8.995,7.832,-1.163
823201,2026-07-09,Colorado Rockies @ San Francisco Giants,away,Ryan Feltner,San Francisco Giants,9,0.34,0.322,0.318,0.344,0.026,0.261,0.26,0.245,0.277,0.032,0.461,0.435,0.4,0.501,0.101,40.2,40.167,39.371,41.013,1.642,88.2,89.276,88.953,88.523,-0.43,13.2,16.242,13.954,15.488,1.534,18.0,19.746,22.102,16.081,-6.021,8.2,6.329,8.995,5.77,-3.225
823201,2026-07-09,Colorado Rockies @ San Francisco Giants,home,Carson Whisenhunt,Colorado Rockies,9,0.327,0.313,0.318,0.322,0.004,0.283,0.245,0.245,0.283,0.038,0.389,0.391,0.4,0.38,-0.02,36.8,35.088,39.371,32.797,-6.574,88.6,87.272,88.953,86.919,-2.034,13.4,15.477,13.954,14.923,0.969,8.7,21.649,22.102,8.522,-13.58,8.7,7.948,8.995,7.687,-1.308
823277,2026-07-09,Arizona Diamondbacks @ San Diego Padres,away,Merrill Kelly,San Diego Padres,9,0.412,0.318,0.318,0.412,0.094,0.311,0.248,0.245,0.315,0.07,0.594,0.398,0.4,0.591,0.191,43.9,42.103,39.371,46.946,7.575,90.1,89.176,88.953,90.323,1.37,13.8,9.153,13.954,8.999,-4.955,13.7,20.894,22.102,12.951,-9.151,9.0,9.039,8.995,9.044,0.049
823277,2026-07-09,Arizona Diamondbacks @ San Diego Padres,home,Griffin Canning,Arizona Diamondbacks,9,0.337,0.332,0.318,0.352,0.034,0.245,0.26,0.245,0.26,0.015,0.408,0.409,0.4,0.417,0.017,49.0,38.281,39.371,47.643,8.272,90.8,88.498,88.953,90.345,1.392,11.2,13.675,13.954,10.921,-3.033,22.0,17.401,22.102,17.321,-4.781,13.2,9.795,8.995,14.374,5.379
