game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%
822714,2026-07-03,Pittsburgh Pirates @ Washington Nationals,away,Mitch Keller,Washington Nationals,9,0.343,0.326,0.318,0.352,0.034,0.283,0.254,0.245,0.293,0.048,0.427,0.421,0.4,0.449,0.049,41.5,40.367,39.497,42.414,2.917,88.9,89.512,88.996,89.416,0.42,13.0,13.437,13.974,12.463,-1.511,18.2,20.405,22.092,16.81,-5.282,8.2,8.011,9.023,7.28,-1.743
822714,2026-07-03,Pittsburgh Pirates @ Washington Nationals,home,Foster Griffin,Pittsburgh Pirates,9,0.307,0.328,0.318,0.317,-0.001,0.238,0.258,0.245,0.251,0.006,0.406,0.409,0.4,0.415,0.015,37.4,40.738,39.497,38.575,-0.922,87.7,88.604,88.996,87.308,-1.688,12.8,9.402,13.974,8.228,-5.746,24.5,22.882,22.092,25.376,3.284,6.3,9.041,9.023,6.313,-2.71
823120,2026-07-03,Toronto Blue Jays @ Seattle Mariners,away,Dylan Cease,Seattle Mariners,9,0.271,0.33,0.318,0.281,-0.037,0.2,0.253,0.245,0.207,-0.038,0.289,0.417,0.4,0.301,-0.099,34.3,38.779,39.497,33.676,-5.821,86.2,89.036,88.996,86.24,-2.756,11.7,13.824,13.974,11.55,-2.424,36.7,21.419,22.092,35.582,13.49,11.5,8.686,9.023,11.07,2.047
823120,2026-07-03,Toronto Blue Jays @ Seattle Mariners,home,Luis Castillo,Toronto Blue Jays,9,0.331,0.301,0.318,0.313,-0.005,0.259,0.253,0.245,0.267,0.022,0.431,0.373,0.4,0.402,0.002,43.2,35.542,39.497,38.874,-0.623,90.3,87.821,88.996,89.125,0.129,17.3,12.782,13.974,16.108,2.134,21.5,17.842,22.092,17.364,-4.728,7.7,6.731,9.023,5.744,-3.279
823527,2026-07-03,Minnesota Twins @ New York Yankees,away,Mike Paredes,New York Yankees,9,0.356,0.324,0.318,0.363,0.045,0.285,0.245,0.245,0.285,0.04,0.459,0.411,0.4,0.472,0.072,51.8,39.972,39.497,52.423,12.926,91.9,89.071,88.996,91.975,2.979,14.9,15.406,13.974,16.332,2.358,11.8,22.071,22.092,11.789,-10.303,8.2,10.365,9.023,9.42,0.397
823527,2026-07-03,Minnesota Twins @ New York Yankees,home,Gerrit Cole,Minnesota Twins,9,0.292,0.314,0.318,0.288,-0.03,0.238,0.242,0.245,0.235,-0.01,0.369,0.395,0.4,0.364,-0.036,37.7,36.923,39.497,35.243,-4.254,89.9,88.447,88.996,89.351,0.355,20.0,15.263,13.974,21.289,7.315,21.3,19.9,22.092,19.187,-2.905,6.3,8.42,9.023,5.879,-3.144
823933,2026-07-03,San Diego Padres @ Los Angeles Dodgers,away,Michael King,Los Angeles Dodgers,9,0.336,0.356,0.318,0.376,0.058,0.253,0.269,0.245,0.278,0.033,0.417,0.462,0.4,0.482,0.082,35.3,44.246,39.497,39.544,0.047,87.5,90.285,88.996,88.789,-0.207,13.4,14.914,13.974,14.34,0.366,20.9,20.95,22.092,19.82,-2.272,9.8,10.872,9.023,11.808,2.785
823933,2026-07-03,San Diego Padres @ Los Angeles Dodgers,home,Shohei Ohtani,San Diego Padres,9,0.257,0.322,0.318,0.26,-0.058,0.201,0.245,0.245,0.201,-0.044,0.284,0.408,0.4,0.29,-0.11,35.5,43.751,39.497,39.324,-0.173,87.3,89.667,88.996,87.971,-1.025,11.4,10.21,13.974,7.636,-6.338,27.5,21.648,22.092,26.947,4.855,7.7,9.348,9.023,7.977,-1.046
824013,2026-07-03,Boston Red Sox @ Los Angeles Angels,away,Jake Bennett,Los Angeles Angels,9,0.255,0.31,0.318,0.249,-0.069,0.211,0.236,0.245,0.203,-0.042,0.327,0.398,0.4,0.325,-0.075,35.4,39.153,39.497,35.092,-4.405,88.2,88.735,88.996,87.939,-1.057,11.1,16.657,13.974,13.783,-0.191,19.4,23.528,22.092,20.661,-1.431,5.4,7.244,9.023,4.335,-4.688
824013,2026-07-03,Boston Red Sox @ Los Angeles Angels,home,Reid Detmers,Boston Red Sox,9,0.273,0.307,0.318,0.264,-0.054,0.211,0.241,0.245,0.208,-0.037,0.331,0.39,0.4,0.323,-0.077,36.8,37.649,39.497,35.078,-4.419,89.3,88.35,88.996,88.654,-0.342,18.1,14.135,13.974,18.261,4.287,27.6,22.82,22.092,28.51,6.418,7.6,7.089,9.023,5.971,-3.052
824173,2026-07-03,Tampa Bay Rays @ Houston Astros,away,Nick Martinez,Houston Astros,9,0.33,0.329,0.318,0.341,0.023,0.28,0.25,0.245,0.286,0.041,0.44,0.43,0.4,0.473,0.073,32.9,38.948,39.497,32.443,-7.054,87.0,88.921,88.996,86.925,-2.071,16.7,15.12,13.974,17.846,3.872,15.0,20.761,22.092,14.096,-7.996,4.4,9.293,9.023,4.532,-4.491
824173,2026-07-03,Tampa Bay Rays @ Houston Astros,home,Spencer Arrighetti,Tampa Bay Rays,9,0.338,0.325,0.318,0.345,0.027,0.238,0.253,0.245,0.246,0.001,0.387,0.398,0.4,0.385,-0.015,31.2,39.737,39.497,31.39,-8.107,87.7,89.241,88.996,87.945,-1.051,17.3,12.845,13.974,16.171,2.197,24.0,18.148,22.092,19.715,-2.377,11.9,9.852,9.023,12.993,3.97
824336,2026-07-03,San Francisco Giants @ Colorado Rockies,away,Logan Webb,Colorado Rockies,9,0.296,0.319,0.318,0.297,-0.021,0.249,0.246,0.245,0.25,0.005,0.365,0.404,0.4,0.369,-0.031,42.2,37.377,39.497,39.935,0.438,89.6,87.998,88.996,88.602,-0.394,6.2,14.914,13.974,7.14,-6.834,21.1,21.779,22.092,20.801,-1.291,6.1,8.113,9.023,5.485,-3.538
