game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS
822710,2026-07-08,Houston Astros @ Washington Nationals,away,Spencer Arrighetti,R,Washington Nationals,9,6,2,1,7,0,143,False,True,0.813,0.813,0.697,0.715,0.782,0.061
822710,2026-07-08,Houston Astros @ Washington Nationals,home,Foster Griffin,L,Houston Astros,9,1,8,0,8,2,121,False,True,0.732,0.738,0.663,0.667,0.681,-0.04
822880,2026-07-08,Los Angeles Angels @ Texas Rangers,away,Walbert Ureña,R,Texas Rangers,9,6,3,0,6,0,158,False,True,0.717,0.725,0.625,0.65,0.644,-0.077
822880,2026-07-08,Los Angeles Angels @ Texas Rangers,home,MacKenzie Gore,L,Los Angeles Angels,9,1,8,0,8,2,97,False,True,0.782,0.756,0.647,0.666,0.692,-0.029
822957,2026-07-08,New York Yankees @ Tampa Bay Rays,away,Gerrit Cole,R,Tampa Bay Rays,9,3,5,1,4,0,59,False,True,0.78,0.77,0.762,0.738,0.787,0.066
822957,2026-07-08,New York Yankees @ Tampa Bay Rays,home,Shane McClanahan,L,New York Yankees,9,3,5,1,6,1,68,False,True,0.766,0.749,0.589,0.615,0.652,-0.069
823032,2026-07-08,Milwaukee Brewers @ St. Louis Cardinals,away,Kyle Harrison,L,St. Louis Cardinals,9,2,7,0,7,2,94,False,True,0.73,0.738,0.636,0.655,0.672,-0.049
823032,2026-07-08,Milwaukee Brewers @ St. Louis Cardinals,home,Michael McGreevy,R,Milwaukee Brewers,9,3,4,2,5,2,135,False,True,0.776,0.773,0.665,0.683,0.73,0.009
823202,2026-07-08,Toronto Blue Jays @ San Francisco Giants,away,Dylan Cease,R,San Francisco Giants,9,5,4,0,5,0,172,False,True,0.79,0.781,0.546,0.577,0.619,-0.102
823202,2026-07-08,Toronto Blue Jays @ San Francisco Giants,home,Logan Webb,R,Toronto Blue Jays,9,2,6,1,3,1,159,False,True,0.711,0.711,0.614,0.638,0.64,-0.081
823279,2026-07-08,Arizona Diamondbacks @ San Diego Padres,away,Jose Cabrera,R,San Diego Padres,9,4,5,0,4,1,24,True,False,0.693,0.695,0.852,0.768,0.74,0.019
823279,2026-07-08,Arizona Diamondbacks @ San Diego Padres,home,Michael King,R,Arizona Diamondbacks,9,3,4,2,5,1,169,False,True,0.686,0.71,0.635,0.647,0.632,-0.089
823360,2026-07-08,Atlanta Braves @ Pittsburgh Pirates,away,Grant Holmes,R,Pittsburgh Pirates,9,2,5,2,4,0,149,False,True,0.788,0.778,0.733,0.727,0.777,0.056
823360,2026-07-08,Atlanta Braves @ Pittsburgh Pirates,home,Jared Jones,R,Atlanta Braves,9,4,4,1,5,0,51,False,True,0.77,0.763,0.804,0.741,0.774,0.053
823605,2026-07-08,Kansas City Royals @ New York Mets,away,Steven Cruz,R,New York Mets,9,5,2,2,7,0,47,True,False,0.747,0.746,0.833,0.795,0.806,0.085
823605,2026-07-08,Kansas City Royals @ New York Mets,home,Christian Scott,R,Kansas City Royals,9,3,5,1,4,1,79,False,True,0.729,0.726,0.729,0.713,0.715,-0.006
823684,2026-07-08,Cleveland Guardians @ Minnesota Twins,away,Slade Cecconi,R,Minnesota Twins,9,2,4,3,5,0,177,False,True,0.76,0.755,0.76,0.759,0.782,0.061
823684,2026-07-08,Cleveland Guardians @ Minnesota Twins,home,Connor Prielipp,L,Cleveland Guardians,9,4,4,1,5,2,67,False,True,0.655,0.686,0.75,0.716,0.694,-0.027
823848,2026-07-08,Seattle Mariners @ Miami Marlins,away,George Kirby,R,Miami Marlins,9,6,2,1,7,0,206,False,True,0.788,0.783,0.727,0.743,0.788,0.067
823848,2026-07-08,Seattle Mariners @ Miami Marlins,home,Tyler Phillips,R,Seattle Mariners,9,6,2,1,7,0,139,False,True,0.748,0.749,0.775,0.751,0.757,0.036
823928,2026-07-08,Colorado Rockies @ Los Angeles Dodgers,away,Gabriel Hughes,R,Los Angeles Dodgers,9,4,3,2,6,1,5,True,False,0.828,0.821,0.563,0.718,0.802,0.081
823928,2026-07-08,Colorado Rockies @ Los Angeles Dodgers,home,Roki Sasaki,R,Colorado Rockies,9,6,2,1,7,0,154,False,True,0.807,0.794,0.818,0.811,0.872,0.151
824253,2026-07-08,Athletics @ Detroit Tigers,away,Jeffrey Springs,L,Detroit Tigers,9,2,7,0,7,2,121,False,True,0.729,0.725,0.837,0.821,0.835,0.114
824253,2026-07-08,Athletics @ Detroit Tigers,home,Troy Melton,R,Athletics,9,5,4,0,5,1,61,False,True,0.772,0.767,0.559,0.623,0.652,-0.069
824496,2026-07-08,Philadelphia Phillies @ Cincinnati Reds,away,Alan Rangel,R,Cincinnati Reds,9,2,5,2,4,0,27,True,False,0.688,0.702,0.623,0.709,0.693,-0.028
824496,2026-07-08,Philadelphia Phillies @ Cincinnati Reds,home,Chase Burns,R,Philadelphia Phillies,9,6,3,0,6,0,154,False,True,0.778,0.776,0.651,0.666,0.703,-0.018
824578,2026-07-08,Boston Red Sox @ Chicago White Sox,away,Jake Bennett,L,Chicago White Sox,9,3,5,1,6,3,38,True,False,0.8,0.775,0.562,0.632,0.687,-0.034
824578,2026-07-08,Boston Red Sox @ Chicago White Sox,home,Davis Martin,R,Boston Red Sox,9,4,4,1,5,1,156,False,True,0.7,0.709,0.688,0.69,0.68,-0.041
824815,2026-07-08,Chicago Cubs @ Baltimore Orioles,away,Colin Rea,R,Baltimore Orioles,9,5,3,1,6,0,163,False,True,0.769,0.761,0.78,0.78,0.813,0.092
824815,2026-07-08,Chicago Cubs @ Baltimore Orioles,home,Dean Kremer,R,Chicago Cubs,9,3,5,1,4,0,13,True,False,0.75,0.749,0.603,0.741,0.771,0.05
