game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
823838,2026-07-28,Philadelphia Phillies @ Miami Marlins,away,Aaron Nola,R,Miami Marlins,9,5,3,1,6,0,194,False,True,0.7697466135458167,0.7656089305831043,0.8552066401062419,0.8425679370055694,0.8824941542776483,0.1612675525640057,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
823838,2026-07-28,Philadelphia Phillies @ Miami Marlins,home,Sandy Alcantara,R,Philadelphia Phillies,9,5,4,0,5,1,252,False,True,0.7794204515272244,0.7167361363614259,0.6860278884462151,0.6894899147663014,0.6808999388607657,-0.04032666285287689,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
823923,2026-07-28,Seattle Mariners @ Los Angeles Dodgers,away,Luis Castillo,R,Los Angeles Dodgers,9,5,3,1,6,0,173,False,True,0.8215691899070385,0.8082190316480016,0.7673333333333334,0.7737419335223994,0.8563700464709317,0.13514344475728912,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
823923,2026-07-28,Seattle Mariners @ Los Angeles Dodgers,home,Justin Wrobleski,L,Seattle Mariners,9,4,4,1,5,1,108,False,True,0.652542363877822,0.6803749049767728,0.6078626826029218,0.6089404371121231,0.5886663220539906,-0.132560279659652,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824003,2026-07-28,Houston Astros @ Los Angeles Angels,away,Peter Lambert,R,Los Angeles Angels,9,2,7,0,2,0,197,False,True,0.7397837981407702,0.7315420996350316,0.7046053120849933,0.671033528019013,0.6929958277977633,-0.02823077391587936,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,1,0
824003,2026-07-28,Houston Astros @ Los Angeles Angels,home,Reid Detmers,L,Houston Astros,9,3,6,0,6,3,134,False,True,0.7260668465227818,0.7390260273519077,0.6376111553784861,0.6431159616078441,0.667634064080917,-0.053592537632725645,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,1,0
824243,2026-07-28,Baltimore Orioles @ Detroit Tigers,away,Dean Kremer,R,Detroit Tigers,9,4,5,0,4,1,62,False,True,0.7779763612217795,0.7727304032475965,0.8954456839309429,0.828661477346416,0.8898897781759387,0.16866317646229612,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824243,2026-07-28,Baltimore Orioles @ Detroit Tigers,home,Troy Melton,R,Baltimore Orioles,9,3,5,1,4,0,108,False,True,0.6472087649402389,0.6889373490933636,0.5359290836653386,0.597800569131143,0.5725702764190566,-0.14865632529458606,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824489,2026-07-28,Cleveland Guardians @ Cincinnati Reds,away,Gavin Williams,R,Cincinnati Reds,9,2,5,2,4,1,205,False,True,0.7255553784860558,0.7178238252199441,0.6763681274900398,0.6746955353978908,0.6701059344634337,-0.05112066725020892,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824489,2026-07-28,Cleveland Guardians @ Cincinnati Reds,home,Caleb Ferguson,L,Cleveland Guardians,9,4,3,2,5,0,45,True,False,0.6639721115537849,0.6900241533927065,0.7938579017264276,0.7408693639943983,0.7244425182512918,0.0032159165376491883,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824490,2026-07-28,Cleveland Guardians @ Cincinnati Reds,away,Slade Cecconi,R,Cincinnati Reds,9,2,4,3,5,1,199,False,True,0.7604980079681276,0.7444055352982584,0.7998517928286853,0.7888660728180058,0.8095342837131693,0.08830768199952665,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824490,2026-07-28,Cleveland Guardians @ Cincinnati Reds,home,Chase Burns,R,Cleveland Guardians,9,5,0,4,9,0,287,False,True,0.6948932270916335,0.704988744515111,0.702,0.6945031650884771,0.6538516224324532,-0.0673749792811894,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824569,2026-07-28,New York Yankees @ Chicago White Sox,away,Gerrit Cole,R,Chicago White Sox,9,5,3,1,6,0,95,False,True,0.7827147410358566,0.7777550419300914,0.6826666666666666,0.6934268016304542,0.7368416905903119,0.015615088876669292,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824569,2026-07-28,New York Yankees @ Chicago White Sox,home,Anthony Kay,L,New York Yankees,9,4,4,1,5,0,124,False,True,0.7397065073041169,0.7312327098237401,0.7104996015936256,0.738773629912098,0.765790560978341,0.04456395926469836,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824976,2026-07-28,Boston Red Sox @ Athletics,away,Jake Bennett,L,Athletics,9,3,5,1,6,1,63,False,True,0.7043250996015935,0.7107812422834263,0.5499543160690571,0.6133447022395168,0.6116004319085819,-0.10962616980506068,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
824976,2026-07-28,Boston Red Sox @ Athletics,home,Gage Jump,L,Boston Red Sox,9,2,6,1,7,0,71,False,True,0.7719049136786189,0.7513813352941062,0.7687370517928288,0.7552333811309618,0.7892980425828171,0.0680714408691745,xw+plat_consol_v9,2026-07-29T04:40:12.217371+00:00,posted,posted,9,9,0,0
