game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,hybrid_price_source,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml
822683,2026-09-15,Philadelphia Phillies @ Washington Nationals,away,Cristopher Sánchez,L,Washington Nationals,9,1,7,1,8,2,177,False,True,0.8297118193891102,0.7486724223935584,0.7127123505976096,0.7133152621321145,0.740672902768852,0.02055955850079505,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,-222.0,181.0,0.3404453278636527,,
822683,2026-09-15,Philadelphia Phillies @ Washington Nationals,home,Jackson Kent,L,Philadelphia Phillies,9,4,5,0,5,0,28,True,False,0.7402892430278885,0.7339342844802684,0.7629548472775566,0.728065792169983,0.7576669648955806,0.037553620627523654,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,-222.0,181.0,0.3404453278636527,,
822762,2026-09-15,Detroit Tigers @ Toronto Blue Jays,away,Drew Anderson,R,Toronto Blue Jays,9,4,5,0,4,0,190,False,True,0.7508486055776893,0.7404467021290595,0.7412045152722444,0.7284668176787733,0.7505898436284949,0.030476499360437947,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,115.0,-138.0,0.554890592855807,,
822762,2026-09-15,Detroit Tigers @ Toronto Blue Jays,home,Braydon Fisher,R,Detroit Tigers,9,4,5,0,4,1,142,False,True,0.7730037184594954,0.7598404682355743,0.6444807436918991,0.6653372161654961,0.7027055208387839,-0.01740782342927305,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,115.0,-138.0,0.554890592855807,,
822849,2026-09-15,Boston Red Sox @ Texas Rangers,away,Patrick Sandoval,L,Texas Rangers,9,2,7,0,7,0,75,False,True,0.8345617529880478,0.7943992800129484,0.8343452855245684,0.7987777424351391,0.8861427325318052,0.16602938826374825,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,123.0,-148.0,0.5709639471316864,,
822849,2026-09-15,Boston Red Sox @ Texas Rangers,home,Jacob deGrom,R,Boston Red Sox,9,3,3,3,6,0,242,False,True,0.7684661354581673,0.7601097544550376,0.6263290836653387,0.638141621774572,0.6650593282562478,-0.05505401601180915,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,123.0,-148.0,0.5709639471316864,,
822925,2026-09-15,Athletics @ Tampa Bay Rays,away,Jack Perkins,R,Tampa Bay Rays,9,6,3,0,6,0,221,False,True,0.7845091633466135,0.7815414879867522,0.8327450199203187,0.816104187946151,0.8751925490007116,0.15507920473265469,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,189.0,-233.0,0.669107783419617,,
822925,2026-09-15,Athletics @ Tampa Bay Rays,home,Griffin Jax,R,Athletics,9,4,4,1,5,0,161,False,True,0.7082310756972112,0.7188291906707037,0.705854448871182,0.7061695843547982,0.7010454888135729,-0.019067855454484084,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,189.0,-233.0,0.669107783419617,,
823007,2026-09-15,San Francisco Giants @ St. Louis Cardinals,away,Blade Tidwell,R,St. Louis Cardinals,9,3,5,1,4,0,86,False,True,0.7531880478087649,0.7368064728245243,0.6655033200531209,0.7018000584845036,0.7217402229662625,0.0016268786982055472,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,154.0,-187.0,0.623349694217696,,
823007,2026-09-15,San Francisco Giants @ St. Louis Cardinals,home,Andre Pallante,R,San Francisco Giants,9,6,3,0,6,0,269,False,True,0.6868669322709163,0.7041430979140273,0.6720932270916334,0.6799705051476339,0.6563109054010158,-0.06380243886704118,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,154.0,-187.0,0.623349694217696,,
823333,2026-09-15,Milwaukee Brewers @ Pittsburgh Pirates,away,Jacob Misiorowski,R,Pittsburgh Pirates,9,4,3,2,6,0,277,False,True,0.7890576361221779,0.7812688463242946,0.4565981407702524,0.4886990677918689,0.5230400331058456,-0.19707331116221138,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,-217.0,177.0,0.34528205295777104,,
823333,2026-09-15,Milwaukee Brewers @ Pittsburgh Pirates,home,Lake Bachar,R,Milwaukee Brewers,9,5,3,1,6,0,141,False,True,0.7838037184594955,0.7794096417083602,0.6516494023904382,0.6698397732161356,0.715608397537979,-0.004504946730077952,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,-217.0,177.0,0.34528205295777104,,
823574,2026-09-15,Baltimore Orioles @ New York Mets,away,Shane Baz,R,New York Mets,9,5,3,1,6,0,287,False,True,0.7622459495351926,0.7563141461788137,0.7306507304116866,0.7342054225940498,0.7624062621859254,0.04229291791786849,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,113.0,-136.0,0.551057677674631,,
823574,2026-09-15,Baltimore Orioles @ New York Mets,home,Sean Manaea,L,Baltimore Orioles,9,2,6,1,7,2,177,False,True,0.6782092961487384,0.7236494680282407,0.8214754316069057,0.8105395577683464,0.8180013307266191,0.09788798645856212,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,113.0,-136.0,0.551057677674631,,
823654,2026-09-15,New York Yankees @ Minnesota Twins,away,Max Fried,L,Minnesota Twins,9,2,4,3,7,1,92,False,True,0.6338762284196547,0.7049995192850516,0.5351211155378486,0.5686933991940281,0.5587221794320257,-0.16139116483603122,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,-172.0,142.0,0.39521097291642454,,
823654,2026-09-15,New York Yankees @ Minnesota Twins,home,Bailey Ober,R,New York Yankees,9,4,5,0,4,0,212,False,True,0.7092664010624171,0.7304283041068537,0.7206111553784861,0.7234423588910622,0.7337699999446855,0.013656655676628549,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,-172.0,142.0,0.39521097291642454,,
823980,2026-09-15,Seattle Mariners @ Los Angeles Angels,away,Logan Gilbert,R,Los Angeles Angels,9,3,5,1,4,0,298,False,True,0.6559583001328021,0.6770049354838356,0.6924077025232405,0.6880330865523486,0.6496620490363626,-0.07045129523169436,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,-169.0,140.0,0.39875481766973025,,
823980,2026-09-15,Seattle Mariners @ Los Angeles Angels,home,Ryan Johnson,R,Seattle Mariners,9,5,2,2,7,1,149,False,True,0.7818321381142098,0.7466362908816407,0.7761673306772908,0.7703450316563153,0.7834296950094229,0.06331635074136599,xw+plat_consol_v12,xwOBA,2026-09-16T00:01:17.815191+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-16T00:01:17.815191+00:00,saved_pregame,-169.0,140.0,0.39875481766973025,,
