game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,model_tag,snapshot_utc,scheduled_start_utc
824331,2026-07-18,2026-07-18T19:10:00Z,Cincinnati Reds @ Colorado Rockies,home,Tomoyuki Sugano,Cincinnati Reds,9,0.397,0.333,0.318,0.416,0.098,0.31,0.248,0.245,0.314,0.069,0.563,0.43,0.4,0.605,0.205,44.6,38.873,39.393,44.011,4.618,90.6,89.977,88.955,91.622,2.667,15.9,15.629,13.92,17.609,3.689,13.4,24.147,22.102,14.64,-7.462,6.4,9.583,8.988,6.824,-2.164,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T19:10:00Z
824412,2026-07-18,2026-07-18T23:10:00Z,Pittsburgh Pirates @ Cleveland Guardians,home,Logan Allen,Pittsburgh Pirates,9,0.306,0.326,0.318,0.314,-0.004,0.242,0.252,0.245,0.249,0.004,0.431,0.406,0.4,0.437,0.037,54.5,40.504,39.393,56.037,16.644,94.0,88.725,88.955,93.77,4.815,12.2,11.127,13.92,9.407,-4.513,36.8,22.545,22.102,37.538,15.436,5.3,9.059,8.988,5.342,-3.646,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T23:10:00Z
824414,2026-07-18,2026-07-18T17:10:00Z,Pittsburgh Pirates @ Cleveland Guardians,away,Jared Jones,Cleveland Guardians,9,0.295,0.306,0.318,0.284,-0.034,0.225,0.238,0.245,0.219,-0.026,0.388,0.362,0.4,0.351,-0.049,38.3,33.343,39.393,32.418,-6.975,89.7,87.905,88.955,88.65,-0.305,12.8,15.254,13.92,14.134,0.214,27.1,20.222,22.102,24.795,2.693,7.6,10.12,8.988,8.557,-0.431,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T17:10:00Z
824414,2026-07-18,2026-07-18T17:10:00Z,Pittsburgh Pirates @ Cleveland Guardians,home,Gavin Williams,Pittsburgh Pirates,9,0.324,0.329,0.318,0.335,0.017,0.244,0.254,0.245,0.253,0.008,0.433,0.411,0.4,0.445,0.045,48.6,40.784,39.393,50.316,10.923,90.9,88.604,88.955,90.549,1.594,9.1,11.613,13.92,6.793,-7.127,29.1,22.028,22.102,29.003,6.901,8.0,9.164,8.988,8.157,-0.831,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T17:10:00Z
824657,2026-07-18,2026-07-18T18:20:00Z,Minnesota Twins @ Chicago Cubs,away,Taj Bradley,Chicago Cubs,9,0.304,0.324,0.318,0.31,-0.008,0.224,0.242,0.245,0.221,-0.024,0.382,0.394,0.4,0.376,-0.024,45.8,39.103,39.393,45.463,6.07,91.4,88.459,88.955,90.904,1.949,16.6,16.528,13.92,19.208,5.288,27.4,20.524,22.102,25.444,3.342,9.3,11.095,8.988,11.48,2.492,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T18:20:00Z
824657,2026-07-18,2026-07-18T18:20:00Z,Minnesota Twins @ Chicago Cubs,home,Matthew Boyd,Minnesota Twins,9,0.34,0.321,0.318,0.343,0.025,0.268,0.246,0.245,0.269,0.024,0.451,0.396,0.4,0.446,0.046,47.7,36.453,39.393,44.14,4.747,90.2,88.526,88.955,89.771,0.816,12.9,14.945,13.92,13.925,0.005,24.0,18.348,22.102,19.924,-2.178,6.6,9.481,8.988,6.962,-2.026,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T18:20:00Z
824738,2026-07-18,2026-07-18T20:10:00Z,Tampa Bay Rays @ Boston Red Sox,away,Ian Seymour,Boston Red Sox,9,0.291,0.316,0.318,0.289,-0.029,0.216,0.247,0.245,0.218,-0.027,0.371,0.401,0.4,0.372,-0.028,35.9,37.659,39.393,34.32,-5.073,88.2,88.354,88.955,87.599,-1.356,21.8,14.605,13.92,22.485,8.565,27.8,21.522,22.102,27.07,4.968,8.9,7.715,8.988,7.639,-1.349,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T20:10:00Z
824738,2026-07-18,2026-07-18T20:10:00Z,Tampa Bay Rays @ Boston Red Sox,home,Patrick Sandoval,Tampa Bay Rays,9,0.294,0.314,0.318,0.29,-0.028,0.273,0.252,0.245,0.281,0.036,0.357,0.379,0.4,0.338,-0.062,46.2,35.48,39.393,41.611,2.218,88.9,88.42,88.955,88.365,-0.59,29.5,10.845,13.92,26.425,12.505,26.3,17.059,22.102,20.299,-1.803,5.3,9.197,8.988,5.423,-3.565,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T20:10:00Z
824899,2026-07-18,2026-07-18T20:10:00Z,Texas Rangers @ Atlanta Braves,away,MacKenzie Gore,Atlanta Braves,9,0.306,0.325,0.318,0.313,-0.005,0.237,0.253,0.245,0.245,-0.0,0.382,0.432,0.4,0.413,0.013,44.8,40.568,39.393,46.136,6.743,90.2,89.462,88.955,90.707,1.752,16.6,14.685,13.92,17.365,3.445,25.7,20.435,22.102,23.762,1.66,9.2,7.262,8.988,7.433,-1.555,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T20:10:00Z
824899,2026-07-18,2026-07-18T20:10:00Z,Texas Rangers @ Atlanta Braves,home,Owen Murphy,Texas Rangers,9,0.26,0.328,0.318,0.268,-0.05,0.202,0.255,0.245,0.21,-0.035,0.328,0.413,0.4,0.339,-0.061,77.8,43.375,39.393,85.664,46.271,93.7,89.832,88.955,94.577,5.622,16.2,12.65,13.92,14.93,1.01,28.6,21.835,22.102,28.255,6.153,0.0,8.849,8.988,0.0,-8.988,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T20:10:00Z
824979,2026-07-18,2026-07-19T02:05:00Z,Washington Nationals @ Athletics,away,Zack Littell,Athletics,9,0.381,0.317,0.318,0.38,0.062,0.293,0.254,0.245,0.304,0.059,0.54,0.399,0.4,0.539,0.139,45.5,39.055,39.393,45.11,5.717,91.9,88.689,88.955,91.634,2.679,18.8,11.283,13.92,16.163,2.243,14.8,18.623,22.102,12.47,-9.632,6.8,8.464,8.988,6.404,-2.584,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-19T02:05:00Z
824979,2026-07-18,2026-07-19T02:05:00Z,Washington Nationals @ Athletics,home,J.T. Ginn,Washington Nationals,9,0.313,0.332,0.318,0.327,0.009,0.237,0.258,0.245,0.25,0.005,0.373,0.433,0.4,0.404,0.004,34.6,39.34,39.393,34.553,-4.84,87.2,89.064,88.955,87.309,-1.646,10.3,13.487,13.92,9.867,-4.053,21.4,19.093,22.102,18.487,-3.615,10.6,8.448,8.988,9.963,0.975,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-19T02:05:00Z
825059,2026-07-18,2026-07-18T20:10:00Z,St. Louis Cardinals @ Arizona Diamondbacks,away,Dustin May,Arizona Diamondbacks,9,0.301,0.322,0.318,0.305,-0.013,0.24,0.257,0.245,0.252,0.007,0.366,0.393,0.4,0.36,-0.04,46.0,37.271,39.393,43.522,4.129,90.1,88.387,88.955,89.532,0.577,11.2,13.662,13.92,10.942,-2.978,22.9,17.203,22.102,17.824,-4.278,7.2,9.157,8.988,7.335,-1.653,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T20:10:00Z
825059,2026-07-18,2026-07-18T20:10:00Z,St. Louis Cardinals @ Arizona Diamondbacks,home,Brandon Pfaadt,St. Louis Cardinals,9,0.325,0.335,0.318,0.342,0.024,0.248,0.26,0.245,0.263,0.018,0.425,0.424,0.4,0.45,0.05,38.5,41.907,39.393,40.957,1.564,89.0,89.601,88.955,89.646,0.691,11.0,11.938,13.92,9.018,-4.902,17.7,18.723,22.102,14.994,-7.108,7.8,8.517,8.988,7.391,-1.597,xw+plat_consol_v3,2026-07-18T16:49:44.976741+00:00,2026-07-18T20:10:00Z
=======
822790,2026-07-18,2026-07-18T19:07:00Z,Chicago White Sox @ Toronto Blue Jays,away,Davis Martin,Toronto Blue Jays,9,0.323,0.299,0.318,0.304,-0.014,0.269,0.247,0.245,0.271,0.026,0.403,0.368,0.4,0.371,-0.029,44.8,34.543,39.393,39.284,-0.109,90.2,87.602,88.955,88.847,-0.108,11.4,12.952,13.92,10.432,-3.488,22.1,17.33,22.102,17.328,-4.774,7.4,7.31,8.988,6.018,-2.97,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T19:07:00Z
822790,2026-07-18,2026-07-18T19:07:00Z,Chicago White Sox @ Toronto Blue Jays,home,Shane Bieber,Chicago White Sox,9,0.477,0.338,0.318,0.507,0.189,0.364,0.253,0.245,0.376,0.131,0.694,0.434,0.4,0.753,0.353,55.6,41.971,39.393,59.239,19.846,93.2,89.04,88.955,93.285,4.33,13.2,15.103,13.92,14.383,0.463,15.1,22.573,22.102,15.422,-6.68,11.6,9.789,8.988,12.634,3.646,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T19:07:00Z
823116,2026-07-18,2026-07-19T00:08:00Z,San Francisco Giants @ Seattle Mariners,away,Logan Webb,Seattle Mariners,9,0.309,0.328,0.318,0.319,0.001,0.261,0.25,0.245,0.266,0.021,0.386,0.411,0.4,0.397,-0.003,40.9,39.904,39.393,41.431,2.038,89.0,89.35,88.955,89.395,0.44,6.5,13.641,13.92,6.221,-7.699,19.4,22.271,22.102,19.548,-2.554,6.3,9.157,8.988,6.418,-2.57,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-19T00:08:00Z
823116,2026-07-18,2026-07-19T00:08:00Z,San Francisco Giants @ Seattle Mariners,home,Bryan Woo,San Francisco Giants,9,0.292,0.322,0.318,0.296,-0.022,0.24,0.267,0.245,0.262,0.017,0.388,0.425,0.4,0.412,0.012,43.1,37.895,39.393,41.461,2.068,89.6,88.948,88.955,89.593,0.638,17.8,15.309,13.92,19.189,5.269,24.1,18.083,22.102,19.718,-2.384,4.7,6.262,8.988,3.275,-5.713,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-19T00:08:00Z
823441,2026-07-18,2026-07-18T19:05:00Z,New York Mets @ Philadelphia Phillies,away,Sean Manaea,Philadelphia Phillies,9,0.318,0.327,0.318,0.327,0.009,0.248,0.256,0.245,0.259,0.014,0.405,0.425,0.4,0.43,0.03,39.9,42.5,39.393,43.047,3.654,88.1,89.825,88.955,88.97,0.015,14.1,12.791,13.92,12.971,-0.949,22.5,22.433,22.102,22.837,0.735,7.3,8.185,8.988,6.648,-2.34,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T19:05:00Z
823441,2026-07-18,2026-07-18T19:05:00Z,New York Mets @ Philadelphia Phillies,home,Jesús Luzardo,New York Mets,9,0.269,0.344,0.318,0.291,-0.027,0.211,0.271,0.245,0.233,-0.012,0.308,0.457,0.4,0.352,-0.048,30.5,42.107,39.393,32.601,-6.792,86.6,89.595,88.955,87.24,-1.715,7.0,13.101,13.92,6.181,-7.739,29.4,19.565,22.102,26.025,3.923,7.6,8.72,8.988,7.373,-1.615,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T19:05:00Z
823523,2026-07-18,2026-07-19T00:08:00Z,Los Angeles Dodgers @ New York Yankees,away,Emmet Sheehan,New York Yankees,9,0.306,0.325,0.318,0.313,-0.005,0.23,0.245,0.245,0.23,-0.015,0.399,0.418,0.4,0.417,0.017,39.4,40.594,39.393,40.601,1.208,89.4,89.253,88.955,89.698,0.743,20.9,15.387,13.92,22.367,8.447,26.6,22.901,22.102,27.562,5.46,7.4,10.071,8.988,8.292,-0.696,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-19T00:08:00Z
823523,2026-07-18,2026-07-19T00:08:00Z,Los Angeles Dodgers @ New York Yankees,home,Ryan Weathers,Los Angeles Dodgers,9,0.324,0.352,0.318,0.359,0.041,0.253,0.267,0.245,0.276,0.031,0.439,0.457,0.4,0.502,0.102,41.5,43.84,39.393,46.185,6.792,89.6,90.184,88.955,90.829,1.874,10.8,15.143,13.92,12.023,-1.897,26.9,20.799,22.102,25.314,3.212,6.6,10.766,8.988,7.906,-1.082,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-19T00:08:00Z
823763,2026-07-18,2026-07-18T20:10:00Z,Miami Marlins @ Milwaukee Brewers,away,Max Meyer,Milwaukee Brewers,9,0.302,0.333,0.318,0.316,-0.002,0.228,0.257,0.245,0.239,-0.006,0.374,0.429,0.4,0.401,0.001,41.8,43.64,39.393,46.307,6.914,89.5,90.548,88.955,91.093,2.138,14.1,9.16,13.92,9.34,-4.58,26.0,22.01,22.102,25.892,3.79,8.5,9.693,8.988,9.167,0.179,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T20:10:00Z
823763,2026-07-18,2026-07-18T20:10:00Z,Miami Marlins @ Milwaukee Brewers,home,Shane Drohan,Miami Marlins,9,0.286,0.322,0.318,0.29,-0.028,0.231,0.259,0.245,0.244,-0.001,0.36,0.399,0.4,0.359,-0.041,37.9,37.784,39.393,36.352,-3.041,87.9,88.446,88.955,87.391,-1.564,14.1,12.028,13.92,12.208,-1.712,22.9,16.179,22.102,16.763,-5.339,6.8,8.564,8.988,6.479,-2.509,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T20:10:00Z
824008,2026-07-18,2026-07-19T02:07:00Z,Detroit Tigers @ Los Angeles Angels,away,Tarik Skubal,Los Angeles Angels,9,0.278,0.32,0.318,0.28,-0.038,0.236,0.24,0.245,0.231,-0.014,0.358,0.414,0.4,0.371,-0.029,36.8,40.145,39.393,37.503,-1.89,87.7,88.763,88.955,87.508,-1.447,9.5,15.992,13.92,11.572,-2.348,30.0,24.169,22.102,32.806,10.704,3.7,8.185,8.988,3.369,-5.619,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-19T02:07:00Z
824008,2026-07-18,2026-07-19T02:07:00Z,Detroit Tigers @ Los Angeles Angels,home,Grayson Rodriguez,Detroit Tigers,9,0.394,0.331,0.318,0.41,0.092,0.31,0.251,0.245,0.318,0.073,0.531,0.426,0.4,0.566,0.166,51.0,40.383,39.393,52.282,12.889,91.4,88.78,88.955,91.225,2.27,18.0,17.625,13.92,21.705,7.785,16.4,21.937,22.102,16.278,-5.824,11.0,9.442,8.988,11.556,2.568,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-19T02:07:00Z
824088,2026-07-18,2026-07-18T20:10:00Z,San Diego Padres @ Kansas City Royals,away,Griffin Canning,Kansas City Royals,9,0.333,0.324,0.318,0.339,0.021,0.248,0.252,0.245,0.255,0.01,0.405,0.414,0.4,0.419,0.019,47.5,43.927,39.393,52.967,13.574,90.6,90.314,88.955,91.959,3.004,11.1,16.309,13.92,13.489,-0.431,22.3,21.003,22.102,21.191,-0.911,12.1,8.742,8.988,11.769,2.781,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T20:10:00Z
824088,2026-07-18,2026-07-18T20:10:00Z,San Diego Padres @ Kansas City Royals,home,Randy Dobnak,San Diego Padres,9,0.34,0.315,0.318,0.337,0.019,0.296,0.244,0.245,0.295,0.05,0.395,0.393,0.4,0.388,-0.012,33.3,42.007,39.393,35.51,-3.883,90.1,89.324,88.955,90.469,1.514,2.5,9.631,13.92,-1.789,-15.709,9.8,21.235,22.102,9.416,-12.686,9.8,8.85,8.988,9.65,0.662,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T20:10:00Z
824169,2026-07-18,2026-07-18T20:10:00Z,Baltimore Orioles @ Houston Astros,away,Trevor Rogers,Houston Astros,9,0.32,0.333,0.318,0.335,0.017,0.255,0.256,0.245,0.266,0.021,0.411,0.432,0.4,0.444,0.044,39.5,38.391,39.393,38.495,-0.898,89.1,88.712,88.955,88.857,-0.098,18.8,14.72,13.92,19.6,5.68,18.1,19.39,22.102,15.879,-6.223,8.1,9.129,8.988,8.227,-0.761,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T20:10:00Z
824169,2026-07-18,2026-07-18T20:10:00Z,Baltimore Orioles @ Houston Astros,home,Spencer Arrighetti,Baltimore Orioles,9,0.349,0.332,0.318,0.364,0.046,0.246,0.247,0.245,0.248,0.003,0.41,0.417,0.4,0.427,0.027,31.4,42.173,39.393,33.616,-5.777,87.8,89.725,88.955,88.57,-0.385,17.2,13.831,13.92,17.111,3.191,22.8,23.063,22.102,23.791,1.689,12.4,11.159,8.988,15.395,6.407,xw+plat_consol_v3,2026-07-18T18:52:41.357191+00:00,2026-07-18T20:10:00Z
