game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,hybrid_price_source,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml,game_type
823895,2026-09-24,San Diego Padres @ Los Angeles Dodgers,away,Nick Pivetta,R,Los Angeles Dodgers,9,5,3,1,6,0,54,False,True,0.7760486055776892,0.7758775618927948,0.5379580345285525,0.6327413929798023,0.6749703181505334,-0.04393984835789744,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,142.0,-172.0,0.6047890270835755,,,R
823895,2026-09-24,San Diego Padres @ Los Angeles Dodgers,home,Tyler Glasnow,R,San Diego Padres,9,4,5,0,4,1,97,False,True,0.7587197875166003,0.7470922402332271,0.5620509960159363,0.602723096475908,0.6287238091943272,-0.09018635731410363,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,142.0,-172.0,0.6047890270835755,,,R
824059,2026-09-24,Chicago White Sox @ Kansas City Royals,away,David Sandlin,R,Kansas City Royals,9,5,4,0,5,1,66,False,True,0.6812642762284198,0.7192227332300203,0.710210358565737,0.7245731126152952,0.7223099023933132,0.0033997358848822934,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,-142.0,118.0,0.4387555297701066,,,R
824059,2026-09-24,Chicago White Sox @ Kansas City Royals,home,Randy Dobnak,R,Chicago White Sox,9,6,3,0,6,0,120,False,True,0.7366512616201859,0.7431201637075732,0.7381662682602922,0.7391775069076811,0.7546802030466007,0.03577003653816979,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,-142.0,118.0,0.4387555297701066,,,R
824298,2026-09-24,Arizona Diamondbacks @ Colorado Rockies,away,Eduardo Rodriguez,L,Colorado Rockies,9,4,3,2,5,1,236,False,True,0.7251067729083666,0.7604304555328681,0.6822071713147411,0.674885955776069,0.7274270807707083,0.008516914262277409,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,-196.0,161.0,0.3665362326019119,,,R
824298,2026-09-24,Arizona Diamondbacks @ Colorado Rockies,home,Tanner Gordon,R,Arizona Diamondbacks,9,2,5,2,4,0,203,False,True,0.7218698539176627,0.7270521933891794,0.9484517928286853,0.9181318269168307,0.9295115659724263,0.21060139946399548,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,-196.0,161.0,0.3665362326019119,,,R
824623,2026-09-24,Miami Marlins @ Chicago Cubs,away,Tyler Phillips,R,Chicago Cubs,9,3,4,2,5,0,239,False,True,0.7586531208499336,0.7612275095391364,0.7062095617529881,0.7093183219902947,0.7473852582720467,0.028475091763615845,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,184.0,-226.0,0.6631674656968094,,,R
824623,2026-09-24,Miami Marlins @ Chicago Cubs,home,Matthew Boyd,L,Miami Marlins,9,3,6,0,6,1,134,False,True,0.7260464807436919,0.736626706776115,0.6707609561752989,0.6807781964607876,0.7046741093261242,-0.014236057182306694,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,184.0,-226.0,0.6631674656968094,,,R
824707,2026-09-24,Cleveland Guardians @ Boston Red Sox,away,Daniel Espino,R,Boston Red Sox,9,2,4,3,5,0,28,True,False,0.7240810092961487,0.7230115262106575,0.6875019920318725,0.7175536121782445,0.7166687695773017,-0.002241396931129125,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,106.0,-127.0,0.5354263026482748,,,R
824707,2026-09-24,Cleveland Guardians @ Boston Red Sox,home,Ranger Suarez,L,Cleveland Guardians,9,3,2,4,6,0,177,False,True,0.7137683930942894,0.7147094496155132,0.6507933598937584,0.6439550950682513,0.647643857181352,-0.07126630932707889,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,106.0,-127.0,0.5354263026482748,,,R
824866,2026-09-24,Cincinnati Reds @ Atlanta Braves,away,Brady Singer,R,Atlanta Braves,9,4,4,1,5,0,247,False,True,0.7577774236387782,0.7560600799897536,0.8409875166002656,0.8436252158605938,0.8829013288720561,0.1639911623636252,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,194.0,-239.0,0.6745579171706698,,,R
824866,2026-09-24,Cincinnati Reds @ Atlanta Braves,home,Tyler Mahle,R,Cincinnati Reds,9,3,5,1,4,0,264,False,True,0.6680095617529881,0.7004902814327154,0.7135248339973441,0.6866020750286926,0.6684741873683511,-0.0504359791400798,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,194.0,-239.0,0.6745579171706698,,,R
824950,2026-09-24,Houston Astros @ Athletics,away,Peter Lambert,R,Athletics,9,4,4,1,5,0,284,False,True,0.7491078353253653,0.7371917874680213,0.6504926958831341,0.6565948311288132,0.672925522187924,-0.04598464432050686,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,-179.0,147.0,0.3868927932550303,,,R
824950,2026-09-24,Houston Astros @ Athletics,home,Mason Barnett,R,Houston Astros,9,2,7,0,2,0,90,False,True,0.7325301460823375,0.7514438562665227,0.9227768924302789,0.8435819507641206,0.8959944522419145,0.17708428573348367,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,-179.0,147.0,0.3868927932550303,,,R
