game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,hybrid_price_source,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml,game_type
822842,2026-09-24,New York Mets @ Texas Rangers,away,Zac Thornton,L,Texas Rangers,9,4,5,0,5,0,110,False,True,0.7563697211155378,0.7501004213442024,0.6966589641434263,0.7045984394397404,0.751198072710379,0.0322879062019481,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,110.0,-132.0,0.5443833464257659,,,R
822842,2026-09-24,New York Mets @ Texas Rangers,home,Kumar Rocker,R,New York Mets,9,4,4,1,5,1,278,False,True,0.7364743691899072,0.7349911241981208,0.7545737051792828,0.7546010173672595,0.768760799716123,0.04985063320769212,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,110.0,-132.0,0.5443833464257659,,,R
823087,2026-09-24,Los Angeles Angels @ Seattle Mariners,away,Grayson Rodriguez,R,Seattle Mariners,9,5,2,2,7,0,172,False,True,0.7449837981407703,0.7282533883457029,0.8863638778220451,0.8570773732506962,0.8500130670140154,0.13110290050558449,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,163.0,-199.0,0.6364166980799397,,,R
823087,2026-09-24,Los Angeles Angels @ Seattle Mariners,home,Bryan Woo,R,Los Angeles Angels,9,3,6,0,3,1,291,False,True,0.6273219123505975,0.6736756023032299,0.6169729083665338,0.6315504279263772,0.5973829577856019,-0.12152720872282896,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,163.0,-199.0,0.6364166980799397,,,R
823326,2026-09-24,St. Louis Cardinals @ Pittsburgh Pirates,away,Kyle Leahy,R,Pittsburgh Pirates,9,4,4,1,5,1,272,False,True,0.7297415670650731,0.7482919772997001,0.7475256308100929,0.7467252675185438,0.7769663173886203,0.05805615088018945,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,138.0,-167.0,0.5981699425097071,,,R
823326,2026-09-24,St. Louis Cardinals @ Pittsburgh Pirates,home,Paul Skenes,R,St. Louis Cardinals,9,4,4,1,5,0,297,False,True,0.7265811420982736,0.7283197701909655,0.6695652058432936,0.6748410932377487,0.6801715281882188,-0.03873863832021207,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,138.0,-167.0,0.5981699425097071,,,R
823411,2026-09-24,Milwaukee Brewers @ Philadelphia Phillies,away,Shane Drohan,L,Philadelphia Phillies,9,4,5,0,5,0,166,False,True,0.7285166002656042,0.7280222335687482,0.7209123505976096,0.7249921910831809,0.7464854287864807,0.02757526227804985,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,109.0,-131.0,0.5423839616474178,,,R
823411,2026-09-24,Milwaukee Brewers @ Philadelphia Phillies,home,Andrew Painter,R,Milwaukee Brewers,9,4,4,1,5,0,232,False,True,0.771457636122178,0.7679876586120684,0.7716324037184595,0.7674131268611007,0.8156537730658807,0.09674360655744985,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,109.0,-131.0,0.5423839616474178,,,R
823493,2026-09-24,Tampa Bay Rays @ New York Yankees,away,Ian Seymour,L,New York Yankees,9,3,6,0,6,1,181,False,True,0.7416780876494025,0.7261709163504348,0.7393418326693226,0.7222022121455897,0.7374891195271314,0.018578953018700495,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,123.0,-149.0,0.5716276429198135,,,R
823493,2026-09-24,Tampa Bay Rays @ New York Yankees,home,Cam Schlittler,R,Tampa Bay Rays,9,4,5,0,4,0,303,False,True,0.7702677290836654,0.7662248447203441,0.5379973439575034,0.552765319693201,0.5902072895304579,-0.128702876977973,xw+starter_velo_v14,xwOBA,2026-09-25T01:02:20.384938+00:00,posted,posted,9,9,0,0,lean,,,2026-09-25T01:02:20.384938+00:00,saved_pregame,123.0,-149.0,0.5716276429198135,,,R
