game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822782,2026-07-31,St. Louis Cardinals @ Toronto Blue Jays,away,Kyle Leahy,R,Toronto Blue Jays,9,3,6,0,3,0,211,False,True,0.7142794156706508,0.7113291820619393,0.7014005312084993,0.7142881780135235,0.7127822022234094,-0.007556463519152068,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
822782,2026-07-31,St. Louis Cardinals @ Toronto Blue Jays,home,Dylan Cease,R,St. Louis Cardinals,9,5,4,0,5,0,197,False,True,0.7115365205843294,0.7215006926533997,0.5462135458167331,0.5702003353416132,0.567437281953753,-0.15290138378880846,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
822945,2026-07-31,Chicago White Sox @ Tampa Bay Rays,away,Erick Fedde,R,Tampa Bay Rays,9,6,2,1,7,0,194,False,True,0.7562799468791501,0.7546011477390957,0.7610557768924303,0.7677157105088339,0.7912862817080867,0.07094761596552523,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
822945,2026-07-31,Chicago White Sox @ Tampa Bay Rays,home,Nick Martinez,R,Chicago White Sox,9,5,2,2,7,0,194,False,True,0.7690326693227091,0.7698908764563777,0.6606836653386455,0.6810243860983094,0.7117756817158944,-0.008562984026666998,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823111,2026-07-31,Minnesota Twins @ Seattle Mariners,away,Zebby Matthews,R,Seattle Mariners,9,4,4,1,5,0,144,False,True,0.6911768924302789,0.7072614969101562,0.7959590969455512,0.7824780809465453,0.7631514742132604,0.042812808470698904,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823111,2026-07-31,Minnesota Twins @ Seattle Mariners,home,Bryce Miller,R,Minnesota Twins,9,4,3,2,6,0,124,False,True,0.7277750332005313,0.7435087913600303,0.6166666666666666,0.6492427570253883,0.6609908350578504,-0.059347830684711056,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823272,2026-07-31,San Francisco Giants @ San Diego Padres,away,Carson Whisenhunt,L,San Diego Padres,9,1,7,1,8,1,16,True,False,0.6845723771580347,0.7043332415351861,0.7942618857901727,0.7471489595141856,0.7284453623841534,0.008106696641591915,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823272,2026-07-31,San Francisco Giants @ San Diego Padres,home,Bradgley Rodriguez,R,San Francisco Giants,9,6,3,0,6,2,95,False,True,0.7232533864541832,0.7525717267247918,0.5505107569721115,0.6291186249708687,0.64586632457187,-0.07447234117069146,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823593,2026-07-31,Miami Marlins @ New York Mets,away,Janson Junk,R,New York Mets,9,4,3,2,6,0,120,False,True,0.6628717131474103,0.6800182916771099,0.7805022576361221,0.7685893027311,0.7156788580656785,-0.004659807676882899,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823593,2026-07-31,Miami Marlins @ New York Mets,home,Kodai Senga,R,Miami Marlins,9,5,3,1,6,0,92,False,True,0.7864100929614873,0.7760362451475094,0.9803513944223109,0.8803429435008131,0.9344369075644475,0.21409824182188608,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823922,2026-07-31,Boston Red Sox @ Los Angeles Dodgers,away,Ranger Suarez,L,Los Angeles Dodgers,9,3,5,1,6,2,105,False,True,1.0557864541832669,0.7603811407675687,0.6310605577689242,0.6256664800381614,0.6724922818910711,-0.047846383851490315,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823922,2026-07-31,Boston Red Sox @ Los Angeles Dodgers,home,Edgardo Henriquez,R,Boston Red Sox,9,3,5,1,4,0,70,False,True,0.7098677290836654,0.7104952623920551,0.5582549800796814,0.6065714875689759,0.5962343271971907,-0.12410433854537073,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823999,2026-07-31,Milwaukee Brewers @ Los Angeles Angels,away,Shane Drohan,L,Los Angeles Angels,9,1,8,0,8,1,110,False,True,0.7702188579017265,0.7453650559760978,0.6786363877822046,0.6836965796850982,0.7060748110545578,-0.014263854688003619,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
823999,2026-07-31,Milwaukee Brewers @ Los Angeles Angels,home,Ryan Johnson,R,Milwaukee Brewers,9,5,3,1,6,0,81,False,True,0.8055158034528552,0.785765577496481,0.8626666666666667,0.8196969576877007,0.8813563248654761,0.16101765912291466,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
824164,2026-07-31,Texas Rangers @ Houston Astros,away,Nathan Eovaldi,R,Houston Astros,9,3,6,0,3,0,221,False,True,0.782795219123506,0.7782697363696481,0.7004223107569723,0.709985777023635,0.7750640483340814,0.05472538259151993,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
824164,2026-07-31,Texas Rangers @ Houston Astros,home,Hunter Brown,R,Texas Rangers,9,5,4,0,5,0,88,False,True,0.7004950863213812,0.731674864184304,0.6255163346613545,0.6613053713305551,0.6669189535412678,-0.0534197122012936,xw+plat_consol_v10,2026-08-01T01:18:11.463666+00:00,posted,posted,9,9,0,0
