game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,hybrid_price_source,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml
822684,2026-09-11,Los Angeles Angels @ Washington Nationals,away,Yusei Kikuchi,L,Washington Nationals,9,4,5,0,5,2,51,False,True,0.767057636122178,0.7494838667616044,0.8004565737051793,0.7695666021022356,0.8186983451970431,0.09972339847954537,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,133.0,-161.0,0.5897065065316837,,
822684,2026-09-11,Los Angeles Angels @ Washington Nationals,home,Cade Cavalli,R,Los Angeles Angels,9,4,5,0,4,0,265,False,True,0.6746892430278885,0.6912278832146418,0.6463970783532537,0.6569248297649471,0.6331923845613787,-0.08578256215611901,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,133.0,-161.0,0.5897065065316837,,
822767,2026-09-11,Baltimore Orioles @ Toronto Blue Jays,away,Chris Bassitt,R,Toronto Blue Jays,9,4,5,0,4,0,156,False,True,0.7300363877822046,0.7269175950283244,0.7635415670650731,0.7740114642639991,0.7840053897162141,0.06503044299871641,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,113.0,-137.0,0.5518239065070631,,
822767,2026-09-11,Baltimore Orioles @ Toronto Blue Jays,home,Max Scherzer,R,Baltimore Orioles,9,5,4,0,5,2,95,False,True,0.6479115537848605,0.7086700374258117,0.7479179282868526,0.7546220607936618,0.7392636793309065,0.0202887326134088,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,113.0,-137.0,0.5518239065070631,,
822930,2026-09-11,Houston Astros @ Tampa Bay Rays,away,Miguel Ullola,R,Tampa Bay Rays,9,6,3,0,6,0,13,True,False,0.7793859229747678,0.7768160495406651,0.6325142098273573,0.7080205698463131,0.7565975588723157,0.03762261215481799,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,162.0,-198.0,0.6351437386747637,,
822930,2026-09-11,Houston Astros @ Tampa Bay Rays,home,Drew Rasmussen,R,Houston Astros,9,2,7,0,2,0,238,False,True,0.710273572377158,0.7115975382475472,0.5118900398406375,0.5443313594887795,0.5472805441467266,-0.17169440257077118,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,162.0,-198.0,0.6351437386747637,,
823012,2026-09-11,Chicago White Sox @ St. Louis Cardinals,away,Anthony Kay,L,St. Louis Cardinals,9,2,6,1,7,1,168,False,True,0.778971314741036,0.7487680327848522,0.7916693227091635,0.7917175930356917,0.8307688392480703,0.11179389253057259,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,-108.0,-112.0,0.5043297540699688,,
823012,2026-09-11,Chicago White Sox @ St. Louis Cardinals,home,Matthew Liberatore,L,Chicago White Sox,9,1,6,2,8,0,154,False,True,0.7461899070385126,0.732908548729682,0.8066717131474105,0.7996558966415678,0.810990385048919,0.09201543833142123,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,-108.0,-112.0,0.5043297540699688,,
823173,2026-09-11,San Diego Padres @ San Francisco Giants,away,Robbie Ray,L,San Francisco Giants,9,4,5,0,5,3,169,False,True,0.6316276228419655,0.6841289660762229,0.7006852589641434,0.6899498504046028,0.6702599266404703,-0.04871502007702744,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,-163.0,134.0,0.4081189286490177,,
823173,2026-09-11,San Diego Padres @ San Francisco Giants,home,Anthony Molina,R,San Diego Padres,9,3,6,0,3,0,30,True,False,0.7038021248339974,0.7049965607108846,0.565,0.6953327749144912,0.6885345703382979,-0.03044037637919983,xw+plat_consol_v12,xwOBA,2026-09-12T01:01:30.777809+00:00,posted,posted,9,9,0,0,xwoba_market_hybrid_v2,,,2026-09-12T01:01:30.777809+00:00,saved_pregame,-163.0,134.0,0.4081189286490177,,
