game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS
822714,2026-07-03,Pittsburgh Pirates @ Washington Nationals,away,Mitch Keller,R,Washington Nationals,9,6,1,2,8,0,157,False,True,0.766,0.776,0.775,0.774,0.801,0.08
822714,2026-07-03,Pittsburgh Pirates @ Washington Nationals,home,Foster Griffin,L,Pittsburgh Pirates,9,2,4,3,7,2,116,False,True,0.724,0.738,0.643,0.655,0.68,-0.041
823120,2026-07-03,Toronto Blue Jays @ Seattle Mariners,away,Dylan Cease,R,Seattle Mariners,9,6,2,1,7,0,155,False,True,0.755,0.754,0.611,0.635,0.644,-0.077
823120,2026-07-03,Toronto Blue Jays @ Seattle Mariners,home,Luis Castillo,R,Toronto Blue Jays,9,5,4,0,5,1,143,False,True,0.744,0.738,0.728,0.732,0.749,0.028
823527,2026-07-03,Minnesota Twins @ New York Yankees,away,Mike Paredes,R,New York Yankees,9,6,2,1,7,0,42,True,False,0.736,0.748,0.717,0.739,0.745,0.024
823527,2026-07-03,Minnesota Twins @ New York Yankees,home,Gerrit Cole,R,Minnesota Twins,9,3,3,3,6,0,53,False,True,0.757,0.75,0.745,0.746,0.759,0.038
823933,2026-07-03,San Diego Padres @ Los Angeles Dodgers,away,Michael King,R,Los Angeles Dodgers,9,5,3,1,6,0,161,False,True,0.834,0.821,0.641,0.66,0.738,0.017
823933,2026-07-03,San Diego Padres @ Los Angeles Dodgers,home,Shohei Ohtani,R,San Diego Padres,9,4,5,0,4,0,134,False,True,0.682,0.689,0.476,0.536,0.515,-0.206
824013,2026-07-03,Boston Red Sox @ Los Angeles Angels,away,Jake Bennett,L,Los Angeles Angels,9,2,7,0,7,2,32,True,False,0.731,0.719,0.631,0.668,0.67,-0.051
824013,2026-07-03,Boston Red Sox @ Los Angeles Angels,home,Reid Detmers,L,Boston Red Sox,9,2,7,0,7,3,105,False,True,0.805,0.758,0.586,0.606,0.649,-0.072
824173,2026-07-03,Tampa Bay Rays @ Houston Astros,away,Nick Martinez,R,Houston Astros,9,2,7,0,2,0,155,False,True,0.78,0.772,0.691,0.686,0.749,0.028
824173,2026-07-03,Tampa Bay Rays @ Houston Astros,home,Spencer Arrighetti,R,Tampa Bay Rays,9,3,5,1,4,0,132,False,True,0.8,0.791,0.662,0.683,0.749,0.028
824336,2026-07-03,San Francisco Giants @ Colorado Rockies,away,Logan Webb,R,Colorado Rockies,9,4,4,1,5,0,133,False,True,0.792,0.779,0.59,0.619,0.665,-0.056
824336,2026-07-03,San Francisco Giants @ Colorado Rockies,home,Ryan Feltner,R,San Francisco Giants,9,5,4,0,5,2,104,False,True,0.809,0.792,0.725,0.733,0.798,0.077
824417,2026-07-03,Chicago White Sox @ Cleveland Guardians,away,Anthony Kay,L,Cleveland Guardians,9,4,4,1,5,1,95,False,True,0.636,0.668,0.732,0.748,0.711,-0.01
824417,2026-07-03,Chicago White Sox @ Cleveland Guardians,home,Gavin Williams,R,Chicago White Sox,9,6,2,1,7,1,157,False,True,0.776,0.773,0.695,0.7,0.737,0.016
824498,2026-07-03,Baltimore Orioles @ Cincinnati Reds,away,Trevor Rogers,L,Cincinnati Reds,9,1,6,2,8,2,88,False,True,0.842,0.783,0.766,0.751,0.817,0.096
824498,2026-07-03,Baltimore Orioles @ Cincinnati Reds,home,Brady Singer,R,Baltimore Orioles,9,5,3,1,6,0,134,False,True,0.771,0.763,0.881,0.86,0.9,0.179
824659,2026-07-03,St. Louis Cardinals @ Chicago Cubs,away,Andre Pallante,R,Chicago Cubs,9,3,5,1,4,2,186,False,True,0.768,0.764,0.677,0.687,0.723,0.002
824659,2026-07-03,St. Louis Cardinals @ Chicago Cubs,home,David Peterson,L,St. Louis Cardinals,9,4,5,0,5,2,116,False,True,0.729,0.734,0.817,0.779,0.811,0.09
824904,2026-07-03,New York Mets @ Atlanta Braves,away,Christian Scott,R,Atlanta Braves,9,5,3,1,6,0,73,False,True,0.747,0.748,0.692,0.71,0.722,0.001
824904,2026-07-03,New York Mets @ Atlanta Braves,home,Grant Holmes,R,New York Mets,9,5,3,1,6,0,142,False,True,0.725,0.726,0.735,0.737,0.73,0.009
824982,2026-07-03,Miami Marlins @ Athletics,away,Tyler Phillips,R,Athletics,9,4,5,0,4,2,129,False,True,0.757,0.759,0.701,0.706,0.73,0.009
824982,2026-07-03,Miami Marlins @ Athletics,home,Jack Perkins,R,Miami Marlins,9,5,3,1,6,0,113,False,True,0.761,0.757,0.696,0.726,0.746,0.025
825062,2026-07-03,Milwaukee Brewers @ Arizona Diamondbacks,away,Kyle Harrison,L,Arizona Diamondbacks,9,1,5,3,8,2,92,False,True,0.829,0.784,0.628,0.643,0.703,-0.018
825062,2026-07-03,Milwaukee Brewers @ Arizona Diamondbacks,home,Jose Cabrera,R,Milwaukee Brewers,9,6,3,0,6,0,18,True,False,0.799,0.791,0.795,0.754,0.809,0.088
