game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS
822709,2026-07-10,New York Yankees @ Washington Nationals,away,Ryan Weathers,L,Washington Nationals,9,5,2,2,4,1,83,False,True,0.744,0.744,0.739,0.711,0.757,0.036
822709,2026-07-10,New York Yankees @ Washington Nationals,home,Carson Palmquist,L,New York Yankees,9,6,3,0,3,0,11,True,False,0.733,0.726,0.671,0.699,0.731,0.01
822878,2026-07-10,Houston Astros @ Texas Rangers,away,Hunter Brown,R,Texas Rangers,9,4,5,0,4,0,59,False,True,0.733,0.732,0.672,0.693,0.705,-0.016
822878,2026-07-10,Houston Astros @ Texas Rangers,home,Cal Quantrill,R,Houston Astros,9,2,7,0,2,0,77,False,True,0.773,0.763,0.623,0.665,0.721,0.0
822955,2026-07-10,Seattle Mariners @ Tampa Bay Rays,away,Luis Castillo,R,Tampa Bay Rays,9,4,4,1,5,0,155,False,True,0.771,0.766,0.727,0.73,0.767,0.046
822955,2026-07-10,Seattle Mariners @ Tampa Bay Rays,home,Nick Martinez,R,Seattle Mariners,9,6,2,1,7,0,171,False,True,0.745,0.746,0.686,0.699,0.704,-0.017
823033,2026-07-10,Atlanta Braves @ St. Louis Cardinals,away,Chris Sale,L,St. Louis Cardinals,9,4,5,0,5,1,99,False,True,0.726,0.731,0.61,0.627,0.648,-0.073
823033,2026-07-10,Atlanta Braves @ St. Louis Cardinals,home,Kyle Leahy,R,Atlanta Braves,9,5,3,1,6,0,179,False,True,0.761,0.76,0.817,0.794,0.822,0.101
823200,2026-07-10,Colorado Rockies @ San Francisco Giants,away,Tanner Gordon,R,San Francisco Giants,9,5,4,0,5,0,97,False,True,0.798,0.788,0.989,0.904,0.979,0.258
823200,2026-07-10,Colorado Rockies @ San Francisco Giants,home,Robbie Ray,L,Colorado Rockies,9,4,4,1,5,1,108,False,True,0.722,0.733,0.67,0.679,0.7,-0.021
823278,2026-07-10,Toronto Blue Jays @ San Diego Padres,away,Shane Bieber,R,San Diego Padres,9,3,5,1,4,0,29,True,False,0.678,0.683,1.203,0.871,0.831,0.11
