game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS
823278,2026-07-10,Toronto Blue Jays @ San Diego Padres,home,JP Sears,L,Toronto Blue Jays,9,3,5,1,6,0,16,True,False,0.713,0.713,0.756,0.734,0.733,0.012
823357,2026-07-10,Milwaukee Brewers @ Pittsburgh Pirates,away,Brandon Sproat,R,Pittsburgh Pirates,9,2,5,2,4,0,161,False,True,0.787,0.777,0.779,0.771,0.823,0.102
823357,2026-07-10,Milwaukee Brewers @ Pittsburgh Pirates,home,Braxton Ashcraft,R,Milwaukee Brewers,9,5,4,0,5,0,187,False,True,0.789,0.781,0.66,0.672,0.719,-0.002
823604,2026-07-10,Boston Red Sox @ New York Mets,away,Sonny Gray,R,New York Mets,9,4,4,1,5,0,138,False,True,0.719,0.723,0.659,0.674,0.67,-0.051
823604,2026-07-10,Boston Red Sox @ New York Mets,home,Nolan McLean,R,Boston Red Sox,9,3,5,1,4,0,178,False,True,0.658,0.674,0.622,0.642,0.599,-0.122
823685,2026-07-10,Los Angeles Angels @ Minnesota Twins,away,Grayson Rodriguez,R,Minnesota Twins,9,3,3,3,6,0,56,False,True,0.741,0.742,0.981,0.855,0.864,0.143
823685,2026-07-10,Los Angeles Angels @ Minnesota Twins,home,Zebby Matthews,R,Los Angeles Angels,9,2,7,0,2,0,107,False,True,0.703,0.705,0.709,0.714,0.715,-0.006
823845,2026-07-10,Cleveland Guardians @ Miami Marlins,away,Parker Messick,L,Miami Marlins,9,4,4,1,5,0,119,False,True,0.756,0.75,0.634,0.633,0.669,-0.052
823845,2026-07-10,Cleveland Guardians @ Miami Marlins,home,Sandy Alcantara,R,Cleveland Guardians,9,5,2,2,7,0,203,False,True,0.693,0.7,0.711,0.717,0.674,-0.047
823927,2026-07-10,Arizona Diamondbacks @ Los Angeles Dodgers,away,Eduardo Rodriguez,L,Los Angeles Dodgers,9,5,3,1,4,0,125,False,True,0.771,0.763,0.608,0.631,0.691,-0.03
823927,2026-07-10,Arizona Diamondbacks @ Los Angeles Dodgers,home,Shohei Ohtani,R,Arizona Diamondbacks,9,1,4,4,5,0,149,False,True,0.703,0.719,0.527,0.568,0.56,-0.161
824252,2026-07-10,Philadelphia Phillies @ Detroit Tigers,away,Aaron Nola,R,Detroit Tigers,9,5,4,0,5,0,168,False,True,0.753,0.753,0.843,0.827,0.854,0.133
824252,2026-07-10,Philadelphia Phillies @ Detroit Tigers,home,Jack Flaherty,R,Philadelphia Phillies,9,5,4,0,5,0,157,False,True,0.768,0.763,0.757,0.754,0.788,0.067
824493,2026-07-10,Chicago Cubs @ Cincinnati Reds,away,Shota Imanaga,L,Cincinnati Reds,9,3,5,1,6,1,121,False,True,0.807,0.776,0.719,0.716,0.773,0.052
824493,2026-07-10,Chicago Cubs @ Cincinnati Reds,home,Hunter Greene,R,Chicago Cubs,9,3,5,1,4,0,6,True,False,0.752,0.75,1.157,0.793,0.829,0.108
824575,2026-07-10,Athletics @ Chicago White Sox,away,Jacob Lopez,L,Chicago White Sox,9,4,4,1,5,1,76,False,True,0.76,0.754,0.879,0.841,0.893,0.172
824575,2026-07-10,Athletics @ Chicago White Sox,home,Sean Burke,R,Athletics,9,5,4,0,5,0,152,False,True,0.76,0.758,0.711,0.714,0.742,0.021
824817,2026-07-10,Kansas City Royals @ Baltimore Orioles,away,Luinder Avila,R,Baltimore Orioles,9,3,4,2,5,0,84,False,True,0.747,0.742,0.818,0.782,0.802,0.081
824817,2026-07-10,Kansas City Royals @ Baltimore Orioles,home,Brandon Young,R,Kansas City Royals,9,3,5,1,4,0,134,False,True,0.721,0.723,0.695,0.698,0.697,-0.024
