game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,starter_rate_basis,starter_rate_bf,starter_rate_primary,starter_rate_blend_in,starter_rate_blended,opp_xwOBA_neutral,opp_xwOBA_vs_sp,platoon_delta_sp,opp_xwOBA_sd,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,starter_xwOBA,mx_xwOBA_sp,edge_xwOBA_sp,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,bullpen_xwOBA,expected_sp_ip,expected_sp_ip_raw,sp_share,bp_share,mx_xwOBA_bp,edge_xwOBA_bp,bullpen_pitchers,bullpen_relief_bf,sp_bf_per_ip,bp_bf_per_ip,opener,opener_reason,opener_confidence,pitching_basis,model_tag,model_metric,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,hybrid_price_source,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml,game_type
823895,2026-09-24,2026-09-25T02:10:00Z,San Diego Padres @ Los Angeles Dodgers,away,Nick Pivetta,Los Angeles Dodgers,9,measured,120.0,0.28737217633001094,0.2779573092779644,True,0.3376176371900355,0.3379990448925588,0.00038140770252326206,0.024344135392002392,0.2767311987664619,0.3379990448925588,0.3142187879260241,0.29750523207241475,-0.01671355585360934,0.2816210965612389,0.30293434166547567,-0.01128444626054842,0.21,0.2618796812749004,0.24270970058680089,0.22658646496109527,-0.016123235625705612,0.35,0.4331745019920319,0.3940179937422752,0.38478211174380794,-0.009235881998467255,35.9,41.515936254980076,38.94589547876338,38.26904204491817,-0.6768534338452099,89.1,89.7308897742364,88.8200552295478,90.01083454468859,1.1907793151407873,21.7,14.59567065073041,14.005623169686105,22.290047481044304,8.2844243113582,29.2,20.819123505976094,22.119958580836954,27.482800392816113,5.362841811979159,5.8,10.28847277556441,8.882010499535147,6.718427331446709,-2.1635831680884374,0.27207352165636417,4.465013590060562,4.357142857142858,0.48783876078517535,0.5121612392148247,0.2923339502704062,-0.021884837655617884,8.0,1947.6383861940299,4.0,4.134635129526304,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-25T02:10:00Z,projected,projected,0,0,0,0,lean,FOLLOW,LAD,2026-09-24T18:31:49.256856+00:00,saved_pregame,144.0,-175.0,0.6082621082621081,0.6082621082621081,-175.0,R
823895,2026-09-24,2026-09-25T02:10:00Z,San Diego Padres @ Los Angeles Dodgers,home,Tyler Glasnow,San Diego Padres,9,measured,264.0,0.27924691975989674,0.26894123088228616,True,0.32286798412430157,0.3193426189184583,-0.0035253652058432894,0.026568475296100805,0.28087652850501504,0.3193426189184583,0.3142187879260241,0.28679612385618763,-0.027422664069836455,0.27305042907834265,0.27750294530196973,-0.03671584262405436,0.194,0.24899628154050463,0.24270970058680089,0.19902491949052675,-0.04368478109627413,0.335,0.3996573705179283,0.3940179937422752,0.33979468260294604,-0.054223311139329156,39.2,40.100424966799466,38.94589547876338,40.36206227574592,1.4161667969825373,90.3,89.40310756972112,88.8200552295478,90.88305234017331,2.0629971106255027,16.1,11.731075697211157,14.005623169686105,13.825452527525053,-0.18017064216105183,33.0,21.359442231075697,22.119958580836954,31.865412001093727,9.745453420256773,8.7,9.5403187250996,8.882010499535147,9.34481814817833,0.46280764864318336,0.2922050968774352,5.472509321447002,5.614583333333334,0.5914259903247622,0.4085740096752378,0.30024834352640584,-0.013970444399618254,8.0,1146.6734006734007,3.901477832512315,4.181384546175256,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-25T02:10:00Z,projected,projected,0,0,0,0,lean,FOLLOW,LAD,2026-09-24T18:31:49.256856+00:00,saved_pregame,144.0,-175.0,0.6082621082621081,0.6082621082621081,-175.0,R
824059,2026-09-24,2026-09-24T18:10:00Z,Chicago White Sox @ Kansas City Royals,away,David Sandlin,Kansas City Royals,9,measured,145.0,0.3117219542555201,0.32026778792307015,True,0.3128426052318328,0.3135831098799072,0.0007405046480743471,0.026040629152734238,0.30517083195137984,0.3135831098799072,0.3142187879260241,0.30425639977708396,-0.009962388148940127,0.31495122484654625,0.3143140650492151,9.527712319101767e-05,0.238,0.2424499335989376,0.24270970058680089,0.2377452737036798,-0.004964426883121098,0.39,0.39225763612217796,0.3940179937422752,0.388257593605517,-0.005760400136758215,33.7,39.98860557768924,38.94589547876338,34.602260171497726,-4.343635307265657,86.9,89.34276228419654,88.8200552295478,87.42270705464874,-1.397348174899065,8.7,16.20958831341302,14.005623169686105,10.903965143726913,-3.1016580259591926,22.8,20.384090305444886,22.119958580836954,21.010765335102104,-1.1091932457348506,9.0,8.749853917662684,8.882010499535147,8.866087837104626,-0.015922662430520873,0.2922735061855878,5.086918647446558,5.133333333333334,0.5687223639472977,0.4312776360527023,0.2909934371488569,-0.023225350777167197,8.0,1661.3242632844174,4.216981132075471,4.157135736696687,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T18:10:00Z,posted,posted,9,9,0,0,lean,FOLLOW,CWS,2026-09-24T18:31:49.256856+00:00,saved_pregame,-142.0,118.0,0.4387555297701066,0.5612444702298933,-142.0,R
824059,2026-09-24,2026-09-24T18:10:00Z,Chicago White Sox @ Kansas City Royals,home,Randy Dobnak,Chicago White Sox,9,measured,308.0,0.3253771539034373,0.31607501970870633,True,0.3237418214693885,0.32579998880006583,0.0020581673306773185,0.02234388699580338,0.31985291632379154,0.32579998880006583,0.3142187879260241,0.33076464603622535,0.01654585811020126,0.319682440563323,0.3314650159608813,0.017246228034857203,0.284,0.23617184594953522,0.24270970058680089,0.27634991138592985,0.03364021079912896,0.395,0.4016005312084994,0.3940179937422752,0.4026014353322089,0.008583441589933682,39.7,42.002310756972115,38.94589547876338,42.81559626639093,3.8697007876275507,90.1,88.58491367861886,88.8200552295478,89.86485844907104,1.0448032195232315,8.7,14.405577689243028,14.005623169686105,9.099954519556922,-4.905668650129183,15.6,25.00005312084993,22.119958580836954,17.631173551252754,-4.4887850295842,8.1,10.882735723771582,8.882010499535147,9.924572749285003,1.0425622497498566,0.32008993318308077,5.297240833264983,5.395833333333334,0.5816469987361798,0.41835300126382025,0.32979090361427404,0.015572115688249955,9.0,1119.3454545454547,4.27027027027027,4.394029949059584,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T18:10:00Z,posted,posted,9,9,0,0,lean,FOLLOW,CWS,2026-09-24T18:31:49.256856+00:00,saved_pregame,-142.0,118.0,0.4387555297701066,0.5612444702298933,-142.0,R
824298,2026-09-24,2026-09-24T19:10:00Z,Arizona Diamondbacks @ Colorado Rockies,away,Eduardo Rodriguez,Colorado Rockies,9,measured,761.0,0.31756083483461367,0.30012614174349844,True,0.3091117586797975,0.3118496072853752,0.0027378486055776863,0.019232826950891135,0.29861432339514,0.3118496072853752,0.3142187879260241,0.2954708671097008,-0.018747920816323316,0.3077998420463073,0.3054790596647567,-0.008739728261267399,0.25,0.2393683930942895,0.24270970058680089,0.2465583292669874,0.003848628680186511,0.413,0.3815851261620186,0.3940179937422752,0.39996817304743554,0.005950179305160341,33.0,34.511341301460824,38.94589547876338,29.242472125701113,-9.70342335306227,87.3,87.16037184594954,88.8200552295478,85.64031661640173,-3.179738613146071,15.7,16.698353253652062,14.005623169686105,18.392730083965958,4.387106914279853,18.4,22.832855245683934,22.119958580836954,18.993007377714903,-3.1269512031220508,8.1,8.216201859229747,8.882010499535147,7.49281202304861,-1.3891984764865368,0.2824545200845971,5.625162520831341,5.80510752688172,0.6375852449203804,0.3624147550796196,0.27786375864629465,-0.036355029279729445,7.0,1328.0144927536232,4.143375680580762,3.925582749492267,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T19:10:00Z,posted,posted,9,9,0,0,lean,FOLLOW,ARI,2026-09-24T18:31:49.256856+00:00,saved_pregame,-199.0,163.0,0.36358330192006033,0.6364166980799397,-199.0,R
824298,2026-09-24,2026-09-24T19:10:00Z,Arizona Diamondbacks @ Colorado Rockies,home,Tanner Gordon,Arizona Diamondbacks,9,measured,448.0,0.3312078080156978,0.37655220445465726,True,0.32224680923675003,0.32137562729783903,-0.0008711819389110032,0.02037789213270877,0.33578101123071763,0.32137562729783903,0.3142187879260241,0.34384102338505707,0.029622235459032975,0.3528363599924287,0.3608727768141885,0.04665398888816441,0.269,0.24845179282868526,0.24270970058680089,0.27536407531026763,0.032654374723466745,0.473,0.4014140770252324,0.3940179937422752,0.48187864881401077,0.08786065507173557,42.4,41.02175298804781,38.94589547876338,44.659964941405796,5.7140694626424136,90.8,89.3475962815405,88.8200552295478,91.3275410519927,2.5074858224448917,19.0,13.677450199203188,14.005623169686105,18.671827029517083,4.666203859830977,18.8,19.43131474103586,22.119958580836954,16.51489155354702,-5.605067027289934,4.5,9.810225763612218,8.882010499535147,4.970272883438432,-3.9117376160967146,0.3165141934208054,4.764606726322222,4.731060606060606,0.5304424165315192,0.46955758346848075,0.3246008603788858,0.010382072452861713,8.0,1587.561258226868,4.465116279069767,4.446483694436145,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T19:10:00Z,posted,posted,9,9,0,0,lean,FOLLOW,ARI,2026-09-24T18:31:49.256856+00:00,saved_pregame,-199.0,163.0,0.36358330192006033,0.6364166980799397,-199.0,R
824623,2026-09-24,2026-09-24T18:20:00Z,Miami Marlins @ Chicago Cubs,away,Tyler Phillips,Chicago Cubs,9,measured,520.0,0.32745464321387485,0.3143719484534713,True,0.3245786823670882,0.32376035567386113,-0.0008183266932270672,0.020701314723239148,0.3085581908048509,0.32376035567386113,0.3142187879260241,0.31831471910845305,0.004095931182428958,0.31986964959092423,0.32958281140468326,0.015364023478659172,0.255,0.24435750332005315,0.24270970058680089,0.2567312439344758,0.014021543347674886,0.415,0.4089282868525897,0.3940179937422752,0.43070428695910745,0.036686293216832255,42.5,39.895272244355915,38.94589547876338,43.53601450272684,4.59011902396346,89.5,88.75938911022575,88.8200552295478,89.43933388067795,0.6192786511301449,9.9,15.861593625498008,14.005623169686105,11.755970455811903,-2.2496527138742017,19.0,21.98191235059761,22.119958580836954,18.881424806246258,-3.238533774590696,10.0,10.636334661354581,8.882010499535147,11.975143084903188,3.093132585368041,0.29723517059102456,4.537304781748957,4.447368421052632,0.5002553941655365,0.49974460583446345,0.3070351097093043,-0.00718367821671978,9.0,1367.2391304347825,4.247282608695651,4.313881583871017,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T18:20:00Z,posted,posted,9,9,0,0,lean,FOLLOW,CHC,2026-09-24T18:31:49.256856+00:00,saved_pregame,184.0,-226.0,0.6631674656968094,0.6631674656968094,-226.0,R
824623,2026-09-24,2026-09-24T18:20:00Z,Miami Marlins @ Chicago Cubs,home,Matthew Boyd,Miami Marlins,9,measured,493.0,0.3290014819436803,0.308569322160459,True,0.3015060573628567,0.312891449129125,0.011385391766268294,0.021864479286467307,0.3149230977077889,0.312891449129125,0.3142187879260241,0.3092357555487451,-0.004983032377278984,0.31774175580932085,0.3163995351144213,0.002180747188397225,0.266,0.21099654714475433,0.24270970058680089,0.23124366848465747,-0.01146603210214342,0.426,0.3162451527224436,0.3940179937422752,0.3419144231973345,-0.05210357054494069,38.2,35.07580345285525,38.94589547876338,34.40402834310731,-4.541867135656069,88.4,87.10146082337317,88.8200552295478,86.68140559382537,-2.1386496357224303,14.5,12.096865869853918,14.005623169686105,12.591242700167813,-1.4143804695182922,18.9,24.969136786188578,22.119958580836954,21.334428974374152,-0.7855296064628021,7.5,7.214953519256308,8.882010499535147,6.092331392453808,-2.789679107081339,0.3104643007815831,5.557162808936276,5.720238095238095,0.6126862906347432,0.3873137093652568,0.2979034700579676,-0.01631531786805651,6.0,1069.4237288135594,4.110497237569061,4.194263415251758,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T18:20:00Z,posted,posted,9,9,0,0,lean,FOLLOW,CHC,2026-09-24T18:31:49.256856+00:00,saved_pregame,184.0,-226.0,0.6631674656968094,0.6631674656968094,-226.0,R
824707,2026-09-24,2026-09-24T22:45:00Z,Cleveland Guardians @ Boston Red Sox,away,Daniel Espino,Boston Red Sox,9,measured,59.0,0.305603011274229,0.32101640277454196,True,0.3139679861914412,0.3125326608262353,-0.0014353253652058529,0.023152536238350004,0.29651163220784627,0.3125326608262353,0.3142187879260241,0.2959187784300758,-0.01830000949594829,0.31226606078163666,0.3105904121964471,-0.0036283757295769714,0.202,0.24387516600265602,0.24270970058680089,0.20296998188961363,-0.03973971869718726,0.352,0.3872167330677291,0.3940179937422752,0.34592402429467173,-0.04809396944760347,36.7,35.50236387782205,38.94589547876338,33.45504675907481,-5.490848719688572,85.0,87.52467463479417,88.8200552295478,83.70461940524636,-5.115435824301443,15.3,14.734714475431609,14.005623169686105,16.029091305745503,2.023468136059398,37.3,21.266108897742367,22.119958580836954,35.86018748574786,13.740228904910904,11.9,9.073545816733068,8.882010499535147,12.15661648055635,3.274605981021203,0.29126831928482955,2.175792519928062,1.5,0.24970842334705334,0.7502915766529467,0.2910358360517681,-0.023182951874256008,7.0,1482.0,4.425,4.239117067158874,True,repeated_short_starts,high,opener_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T22:45:00Z,projected,posted,0,9,0,0,lean,FOLLOW,BOS,2026-09-24T18:31:49.256856+00:00,saved_pregame,109.0,-131.0,0.5423839616474178,0.5423839616474178,-131.0,R
824707,2026-09-24,2026-09-24T22:45:00Z,Cleveland Guardians @ Boston Red Sox,home,Ranger Suarez,Cleveland Guardians,9,measured,593.0,0.3003403734380987,0.2920845714879541,True,0.31803169291828026,0.31271190540168,-0.005319787516600283,0.013555471615008028,0.28933567814056144,0.31271190540168,0.3142187879260241,0.2897363002237493,-0.02448248770227479,0.29516882622027757,0.2937533005959243,-0.020465487330099785,0.247,0.2577134130146083,0.24270970058680089,0.2622689281092128,0.01955922752241193,0.355,0.39291022576361223,0.3940179937422752,0.35400192976292705,-0.04001606397934815,33.5,35.91197875166002,38.94589547876338,30.890322931119062,-8.05557254764432,86.8,88.38432934926959,88.8200552295478,86.3642741197218,-2.455781109826006,13.1,14.627755644090307,14.005623169686105,13.722132474404203,-0.28349069528190185,22.8,18.57107569721116,22.119958580836954,19.14201260138135,-2.9779459794556047,7.6,8.586533864541833,8.882010499535147,7.347171833892032,-1.5348386656431146,0.27972055966445264,5.5735900897636155,5.7407407407407405,0.6224075977303292,0.37759240226967083,0.28311484402733544,-0.031103943898688646,8.0,1331.9362811791384,4.137209302325581,4.082738478729146,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T22:45:00Z,projected,posted,0,9,0,0,lean,FOLLOW,BOS,2026-09-24T18:31:49.256856+00:00,saved_pregame,109.0,-131.0,0.5423839616474178,0.5423839616474178,-131.0,R
824866,2026-09-24,2026-09-24T23:15:00Z,Cincinnati Reds @ Atlanta Braves,away,Brady Singer,Atlanta Braves,9,measured,707.0,0.3552030716141294,0.36509864689114274,True,0.32238585721643326,0.32312450263476,0.0007386454183267444,0.026901736512628716,0.3359002612466282,0.32312450263476,0.3142187879260241,0.3450867395918271,0.03086795166580303,0.35910721300988724,0.36928517343683737,0.055066385510813276,0.281,0.25025763612217794,0.24270970058680089,0.28973871081507285,0.04702901022827197,0.466,0.4251697211155379,0.3940179937422752,0.5028427462361927,0.10882475249391754,43.0,41.10034528552457,38.94589547876338,45.37871900368158,6.432823524918199,91.0,89.63290836653385,88.8200552295478,91.81285313698605,2.992797907438245,13.6,15.169986719787516,14.005623169686105,14.764363550101413,0.7587403804153077,17.7,20.765338645418325,22.119958580836954,16.616057063611258,-5.503901517225696,8.5,7.889349269588312,8.882010499535147,7.550032596224729,-1.3319779033104178,0.30865449869682654,4.753073908052235,4.716666666666667,0.5400257036864418,0.45997429631355824,0.31667694284885145,0.0024581549228273603,8.0,1392.0,4.590909090909091,4.376406852899021,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T23:15:00Z,projected,projected,0,0,0,0,lean,FOLLOW,ATL,2026-09-24T18:31:49.256856+00:00,saved_pregame,188.0,-231.0,0.6677640823864777,0.6677640823864777,-231.0,R
824866,2026-09-24,2026-09-24T23:15:00Z,Cincinnati Reds @ Atlanta Braves,home,Tyler Mahle,Cincinnati Reds,9,measured,592.0,0.30547670345751793,0.3074893179785436,True,0.3163772832431547,0.3123770176389051,-0.004000265604249653,0.029579450459133596,0.296933048505587,0.3123770176389051,0.3142187879260241,0.2965446187332027,-0.017674169192821387,0.3054393644752819,0.303649054132224,-0.010569733793800107,0.244,0.2354836653386454,0.24270970058680089,0.23673554952155948,-0.0059741510652414065,0.386,0.40061035856573707,0.3940179937422752,0.3924582147573715,-0.0015597789849036703,37.4,39.840398406374504,38.94589547876338,38.2589970542826,-0.6868984244807805,89.6,89.667197875166,88.8200552295478,90.4471426456182,1.6270874160703954,12.7,15.990358565737054,14.005623169686105,14.684735396050948,0.6791122263648433,22.5,24.99636122177955,22.119958580836954,25.425821908060716,3.3058633272237614,7.4,9.256095617529882,8.882010499535147,7.7116670345420015,-1.1703434649931452,0.2827889066663535,5.709410684594127,5.910256410256411,0.6244528017291604,0.3755471982708396,0.284731497479604,-0.029487290446420067,8.0,1381.8947368421052,3.8108108108108105,3.976490018412074,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-24T23:15:00Z,projected,projected,0,0,0,0,lean,FOLLOW,ATL,2026-09-24T18:31:49.256856+00:00,saved_pregame,188.0,-231.0,0.6677640823864777,0.6677640823864777,-231.0,R
824950,2026-09-24,2026-09-25T01:40:00Z,Houston Astros @ Athletics,away,Peter Lambert,Athletics,9,measured,641.0,0.2984586758334715,0.29787531449548205,True,0.31217156825737247,0.31177395869561947,-0.00039760956175299844,0.02175262654387817,0.29831707950504793,0.31177395869561947,0.3142187879260241,0.2961423061089118,-0.0180764818171123,0.297123348921728,0.2948115334721357,-0.019407254453888412,0.219,0.24566268260292165,0.24270970058680089,0.22166451262544062,-0.021045187961360262,0.357,0.38817158034528554,0.3940179937422752,0.3517028571895869,-0.042315136552688315,35.8,38.314023904382466,38.94589547876338,35.219168513529965,-3.726726965233418,88.2,88.46634794156707,88.8200552295478,87.84629271201926,-0.9737625175285416,18.9,11.992616201859231,14.005623169686105,16.886993032173123,2.881369862487018,22.9,20.67535192563081,22.119958580836954,21.40445052673471,-0.7155080541022443,8.9,7.90167330677291,8.882010499535147,7.917677245929789,-0.9643332536053579,0.30022248498763904,5.525368071851103,5.680555555555555,0.6148182725984778,0.38518172740152223,0.29826645498607574,-0.015952332939948355,7.0,1292.6692789968652,4.245033112582782,4.229143291123147,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-25T01:40:00Z,projected,projected,0,0,0,0,lean,FOLLOW,HOU,2026-09-24T18:31:49.256856+00:00,saved_pregame,-171.0,141.0,0.39671502393465186,0.6032849760653481,-171.0,R
824950,2026-09-24,2026-09-25T01:40:00Z,Houston Astros @ Athletics,home,Mason Barnett,Houston Astros,9,measured,205.0,0.3396127173527948,0.3698708460365645,True,0.3196039404258143,0.3172413906250175,-0.0023625498007968093,0.04284120353494751,0.3288821518720904,0.3172413906250175,0.3142187879260241,0.33328331404046846,0.01906452611444437,0.3536981354519308,0.35710050660198955,0.04288171867596546,0.255,0.24623612217795485,0.24270970058680089,0.2587049920278018,0.015995291441000897,0.439,0.4145436918990704,0.3940179937422752,0.46186895937226413,0.06785096562998894,38.3,39.14385126162019,38.94589547876338,38.494672799025764,-0.45122267973761865,89.7,88.51583001328022,88.8200552295478,89.39577478373242,0.5757195541846158,17.1,14.84977423638778,14.005623169686105,17.94415106670168,3.9385278970155735,20.5,20.984462151394425,22.119958580836954,19.447661826829194,-2.6722967540077605,13.7,8.452802124833998,8.882010499535147,13.037970301463448,4.155959801928301,0.3073561377518353,4.072030639687816,3.8666666666666663,0.4645033703458745,0.5354966296541255,0.3126236766041901,-0.0015951113218339863,10.0,1447.9349152542372,4.659090909090909,4.438253406476968,False,,,starter_bullpen_sequential,xw+starter_blend_v13,xwOBA,2026-09-24T18:31:49.256856+00:00,2026-09-25T01:40:00Z,projected,projected,0,0,0,0,lean,FOLLOW,HOU,2026-09-24T18:31:49.256856+00:00,saved_pregame,-171.0,141.0,0.39671502393465186,0.6032849760653481,-171.0,R
